"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Rc3h2","0.992","-2.467","4.725","-1.722"
"Aasdh","0.992","-2.467","4.725","-1.722"
"St3gal5","0.992","-2.467","4.725","-1.722"
"Pnpt1","0.992","-2.467","4.725","-1.722"
"Srgap1","0.992","2.464","5.097","1.926"
"Cyb561d1","0.992","-2.463","4.737","-1.745"
"Elovl1","0.992","-2.463","4.737","-1.745"
"Stat2","0.992","-2.457","4.794","-1.860"
"Osmr","0.992","2.447","3.927","2.308"
"Cox4i1","0.992","-2.446","5.896","-1.630"
"Esyt2","0.992","2.442","7.937","1.636"
"Pnliprp1","0.992","2.436","4.382","3.955"
"Tbcel","0.992","2.434","5.966","2.137"
"Slco2a1","0.992","2.433","4.954","2.039"
"Aptx","0.992","2.433","4.456","1.781"
"Sergef","0.992","2.433","4.456","1.781"
"Lrp1","0.992","-2.431","6.307","-1.716"
"Reg3g","0.992","-2.428","5.351","-2.488"
"Atrn","0.992","2.428","6.291","1.570"
"Baiap2l2","0.992","-2.427","5.263","-1.949"
"Sycn","0.992","2.422","3.743","2.676"
"Pex3","0.992","2.418","4.142","2.252"
"Pip4k2c","0.992","-2.414","4.734","-1.739"
"Tlr3","0.992","2.409","4.121","2.210"
"Ankrd22","0.992","2.409","4.121","2.210"
"Cmtm4","0.992","-2.407","5.472","-2.078"
"Dcun1d2","0.992","-2.404","4.368","-1.745"
"Efr3a","0.992","-2.404","4.368","-1.745"
"Stx6","0.992","-2.402","4.284","-1.575"
"Lrwd1","0.992","-2.402","4.284","-1.575"
"Mfhas1","0.992","-2.402","4.284","-1.575"
"Fam104a","0.992","-2.402","4.284","-1.575"
"Slf1","0.992","-2.402","4.284","-1.575"
"Thbs1","0.992","-2.401","6.412","-1.635"
"Rabif","0.992","-2.398","5.020","-1.825"
"Sema4g","0.992","-2.397","7.022","-1.670"
"Man1a2","0.992","-2.393","5.486","-2.105"
"Dut","0.992","2.391","5.158","1.599"
"Aacs","0.992","-2.384","6.500","-1.759"
"Tigar","0.992","-2.379","4.272","-1.551"
"Slc37a4","0.992","-2.379","4.272","-1.551"
"Hnf1b","0.992","-2.379","4.272","-1.551"
"Abcg1","0.992","-2.379","4.272","-1.551"
"Zg16","0.992","2.378","4.021","2.495"
"Zfp189","0.992","-2.370","3.603","-1.799"
"Col4a2","0.992","-2.370","3.603","-1.799"
"Ccn2","0.992","-2.370","3.603","-1.799"
"Smim13","0.992","-2.370","3.603","-1.799"
"Arsk","0.992","-2.370","3.603","-1.799"
"Rbm12b2","0.992","-2.364","5.237","-1.897"
"Evi5","0.992","-2.360","4.692","-1.654"
"Slc16a11","0.992","-2.360","4.692","-1.654"
"Smug1","0.992","-2.359","4.685","-1.642"
"Hpse","0.992","2.357","4.629","1.641"
"Arhgef9","0.992","2.356","4.750","1.884"
"Serac1","0.992","-2.352","4.725","-1.722"
"Axin1","0.992","-2.352","4.725","-1.722"
"Magoh","0.992","-2.349","4.997","-1.780"
"Mettl16","0.992","-2.349","4.997","-1.780"
"Sppl3","0.992","-2.349","4.701","-1.673"
"Ddb2","0.992","2.346","5.076","1.884"
"Ybx2","0.992","2.345","5.890","1.842"
"Aoc2","0.992","-2.343","4.323","-1.654"
"Ankrd46","0.992","2.334","6.440","1.674"
"Gid8","0.992","-2.333","5.600","-2.093"
"Vangl2","0.992","-2.333","3.561","-1.716"
"Prune1","0.992","-2.333","3.561","-1.716"
"Cdc20","0.992","-2.333","3.561","-1.716"
"Cttnbp2","0.992","-2.333","3.561","-1.716"
"Svip","0.992","-2.333","3.561","-1.716"
"Armc6","0.992","-2.333","3.561","-1.716"
"Zfp560","0.992","-2.333","3.561","-1.716"
"Stac3","0.992","-2.333","3.561","-1.716"
"Arsa","0.992","-2.333","3.561","-1.716"
"Tmem132a","0.992","-2.333","3.561","-1.716"
"Rpgr","0.992","-2.333","3.561","-1.716"
"Atp5a1","0.992","-2.331","5.422","-1.978"
"Tmem248","0.992","-2.325","5.838","-1.513"
"Dcbld2","0.992","2.325","5.188","1.538"
"Lox","0.992","2.325","5.188","1.538"
"Ewsr1","0.992","-2.323","4.980","-1.745"
"Pdia4","0.992","-2.321","7.195","-1.532"
"Fam71e1","0.992","2.320","3.531","2.252"
"Arhgap28","0.992","2.320","3.531","2.252"
"Coq8b","0.992","-2.319","4.984","-1.753"
"Abcc8","0.992","2.316","4.417","1.703"
"Tbc1d9","0.992","2.316","4.417","1.703"
"Spag5","0.992","2.316","4.417","1.703"
"Fastkd3","0.992","2.316","4.417","1.703"
"Mybl2","0.992","2.315","4.396","1.660"
"Zswim1","0.992","2.315","4.396","1.660"
"Coil","0.992","2.315","4.396","1.660"
"Sox5","0.992","2.312","5.097","1.842"
"Rhobtb3","0.992","2.312","5.097","1.842"
"Zfp597","0.992","2.302","4.323","1.515"
"Sf3b5","0.992","2.294","4.323","2.252"
"Dis3","0.992","-2.294","3.715","-2.023"
"Nupr1","0.992","2.292","9.255","2.359"
"Mllt3","0.992","2.289","5.838","1.582"
"Uspl1","0.992","-2.289","5.212","-1.847"
"Elf1","0.992","-2.289","5.212","-1.847"
"Phykpl","0.992","2.284","5.269","2.029"
"Fam110a","0.992","2.284","4.692","1.515"
"Tti1","0.992","2.284","4.692","1.515"
"Fbxl15","0.992","2.284","4.692","1.515"
