"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Ctsl","0.968","1.928","5.263","2.221"
"Sftpd","0.968","1.928","5.263","2.221"
"Tfrc","0.968","1.928","5.263","2.221"
"Galr1","0.968","1.928","5.263","2.221"
"Nus1","0.968","1.922","6.663","2.213"
"Phldb1","0.968","1.919","6.418","2.210"
"Serpini2","0.968","-1.911","5.889","-2.201"
"Asprv1","0.968","-1.911","5.096","-2.201"
"Reep5","0.968","1.906","7.627","2.194"
"Mfsd10","0.968","-1.900","5.701","-2.188"
"Tmem131","0.968","1.897","5.245","2.184"
"Slamf7","0.968","1.897","5.245","2.184"
"Taf1a","0.968","1.897","5.245","2.184"
"Mymk","0.968","1.897","5.245","2.184"
"Ubr1","0.968","1.897","5.245","2.184"
"Zcchc3","0.968","1.897","5.245","2.184"
"Tmem35b","0.968","1.897","5.245","2.184"
"Calu","0.968","1.897","5.245","2.184"
"Reg3g","0.968","1.897","5.245","2.184"
"Zfp790","0.968","1.897","5.245","2.184"
"Aplp1","0.968","1.897","5.245","2.184"
"Zfp141","0.968","1.897","5.245","2.184"
"Olfr517","0.968","1.897","5.245","2.184"
"Prkcb","0.968","1.897","5.245","2.184"
"Lyl1","0.968","1.897","5.245","2.184"
"Fam214a","0.968","1.897","5.245","2.184"
"Gpr62","0.968","1.897","5.245","2.184"
"Irgm2","0.968","1.897","5.245","2.184"
"Fam222b","0.968","1.897","5.245","2.184"
"Fcho2","0.968","1.897","6.037","2.184"
"Utp23","0.968","1.897","5.245","2.184"
"Slc39a4","0.968","1.897","5.245","2.184"
"Selenoo","0.968","1.897","5.245","2.184"
"Gtpbp8","0.968","1.897","5.245","2.184"
"B3galt5","0.968","1.897","5.245","2.184"
"Fam13b","0.968","1.897","5.245","2.184"
"Zic3","0.968","1.897","5.245","2.184"
"Araf","0.968","-1.886","5.874","-2.172"
"Snx9","0.968","1.883","6.398","2.169"
"Lyg2","0.968","-1.881","5.447","-2.166"
"Pacc1","0.968","-1.881","6.240","-2.166"
"Art4","0.968","-1.881","5.447","-2.166"
"Fat2","0.968","-1.881","5.447","-2.166"
"Fos","0.968","-1.881","6.851","-2.166"
"Slc9a2","0.968","1.880","5.235","2.165"
"Olfr1310","0.968","1.880","5.235","2.165"
"Bpifa6","0.968","1.880","5.235","2.165"
"Npnt","0.968","1.880","5.235","2.165"
"Tln1","0.968","1.880","6.028","2.165"
"Orm1","0.968","1.880","5.235","2.165"
"Ifnz","0.968","1.880","6.396","2.165"
"Ldlrap1","0.968","1.880","5.235","2.165"
"Klhl8","0.968","1.880","5.235","2.165"
"Hvcn1","0.968","1.880","5.235","2.165"
"Pdgfa","0.968","1.880","5.235","2.165"
"Cfap100","0.968","1.880","5.235","2.165"
"Gucy2c","0.968","1.880","5.235","2.165"
"St8sia1","0.968","1.880","5.235","2.165"
"Olfr1348","0.968","1.880","5.235","2.165"
"Olfr33","0.968","1.880","5.235","2.165"
"Slc7a2","0.968","1.880","5.235","2.165"
"Smim5","0.968","1.880","6.028","2.165"
"Rin3","0.968","1.880","5.235","2.165"
"Gskip","0.968","1.880","5.235","2.165"
"Zfp366","0.968","1.880","5.235","2.165"
"Fam216b","0.968","1.880","5.235","2.165"
"Muc4","0.968","1.880","5.235","2.165"
"Vmn2r93","0.968","1.880","5.235","2.165"
"Otud5","0.968","1.880","6.028","2.165"
"S100a8","0.968","-1.870","6.130","-2.153"
"Ndufa1","0.968","1.870","7.183","2.153"
"Bnipl","0.968","-1.869","6.802","-2.153"
"Ppip5k1","0.968","1.869","6.021","2.152"
"Dip2a","0.968","1.869","6.021","2.152"
"Krt4","0.968","-1.861","6.839","-2.143"
"Cdk18","0.968","1.857","6.015","2.139"
"Cpeb4","0.968","1.857","6.015","2.139"
"Sptbn1","0.968","1.841","6.616","2.120"
"Cops9","0.968","1.839","6.372","2.117"
"Srsf2","0.968","-1.837","7.177","-2.115"
"Fnip2","0.968","1.834","6.001","2.112"
"Prkd2","0.968","1.834","6.001","2.112"
"Tdgf1","0.968","1.834","6.001","2.112"
"Serpinb3b","0.968","-1.833","5.419","-2.110"
"Chil1","0.968","-1.833","5.051","-2.110"
"Acbd6","0.968","-1.833","6.109","-2.110"
"Enkur","0.968","-1.833","5.419","-2.110"
