"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Mycbp2","0.998","2.601","3.224","2.019"
"Dusp28","0.998","-2.601","2.942","-2.312"
"Ets1","0.998","2.595","2.821","2.458"
"Skp2","0.998","2.575","3.684","2.126"
"Dnlz","0.998","-2.575","3.470","-1.999"
"Slc35d2","0.998","-2.575","3.470","-1.999"
"Oasl2","0.998","-2.574","6.927","-3.100"
"Bag5","0.998","-2.573","3.671","-2.300"
"Nol7","0.998","-2.573","3.671","-2.300"
"Xaf1","0.998","-2.560","6.109","-2.308"
"Lin37","0.998","2.549","3.742","2.146"
"Vrk2","0.998","2.547","3.119","2.011"
"Wdr45b","0.998","2.496","3.285","1.929"
"Chchd5","0.998","2.489","2.902","2.156"
"Thap1","0.998","-2.483","3.386","-2.979"
"Cavin1","0.998","2.475","4.008","2.303"
"Snx30","0.998","2.468","2.781","2.337"
"Trp53","0.998","-2.464","3.425","-1.932"
"Oplah","0.998","-2.459","2.902","-2.252"
"Cyp2d10","0.998","-2.459","2.902","-2.252"
"Cdkn2d","0.998","2.458","3.187","1.908"
"Sntb1","0.998","2.458","3.187","1.908"
"Pnp","0.998","-2.401","4.231","-1.868"
"Ptpn2","0.998","2.397","3.421","1.879"
"Shprh","0.998","2.394","3.079","1.891"
"Ttc28","0.998","-2.389","1.922","-3.160"
"Cped1","0.998","-2.389","1.922","-3.160"
"Smarca5","0.998","-2.389","1.922","-3.160"
"Trpv2","0.998","-2.389","1.922","-3.160"
"Zfp704","0.998","2.373","3.693","1.998"
"Taf1a","0.998","2.357","5.021","1.857"
"Srgap2","0.998","-2.343","3.147","-2.620"
"Vamp3","0.998","-2.338","5.271","-1.811"
"Fzd10","0.998","2.338","2.858","2.025"
"Dixdc1","0.998","2.338","2.858","2.025"
"Ltf","0.998","2.338","2.858","2.025"
"Ntpcr","0.998","-2.335","3.783","-2.469"
"Fcgbp","0.998","-2.333","7.362","-2.354"
"Hmox2","0.998","-2.330","3.376","-1.858"
"Lzts3","0.998","2.330","2.737","2.206"
"Sesn2","0.998","2.330","2.737","2.206"
"Strip2","0.998","2.320","2.413","3.069"
"Lyz1","0.998","2.308","2.074","4.427"
"Tyw5","0.998","-2.308","1.273","-2.186"
"Nrp2","0.998","-2.308","1.273","-2.186"
"Sh3bp4","0.998","-2.308","1.273","-2.186"
"Ramp1","0.998","-2.308","1.273","-2.186"
"Pask","0.998","-2.308","1.273","-2.186"
"Tmem177","0.998","-2.308","1.273","-2.186"
"Zfp281","0.998","-2.308","1.273","-2.186"
"Cfap126","0.998","-2.308","1.273","-2.186"
"Slamf6","0.998","-2.308","1.273","-2.186"
"Stum","0.998","-2.308","1.273","-2.186"
"Hlx","0.998","-2.308","1.273","-2.186"
"Pacc1","0.998","-2.308","1.273","-2.186"
"Tmem141","0.998","-2.308","1.273","-2.186"
"Sardh","0.998","-2.308","1.273","-2.186"
"Cercam","0.998","-2.308","1.273","-2.186"
"Dpp4","0.998","-2.308","1.273","-2.186"
"Trim69","0.998","-2.308","1.273","-2.186"
"Mcm8","0.998","-2.308","1.273","-2.186"
"Slc24a3","0.998","-2.308","1.273","-2.186"
"Cd93","0.998","-2.308","1.273","-2.186"
"Ahcy","0.998","-2.308","1.273","-2.186"
"Aar2","0.998","-2.308","2.858","-2.186"
"Snhg11","0.998","-2.308","1.273","-2.186"
"Rgs19","0.998","-2.308","1.273","-2.186"
"Stmn2","0.998","-2.308","1.273","-2.186"
"Spata5","0.998","-2.308","1.273","-2.186"
"Syt11","0.998","-2.308","1.273","-2.186"
"Hist2h4","0.998","-2.308","1.273","-2.186"
"Hmgcs2","0.998","-2.308","1.273","-2.186"
"Inka2","0.998","-2.308","1.273","-2.186"
"Atxn7l2","0.998","-2.308","1.273","-2.186"
"Slc39a8","0.998","-2.308","1.273","-2.186"
"Clca2","0.998","-2.308","1.273","-2.186"
"Adgrl4","0.998","-2.308","1.273","-2.186"
"Miga1","0.998","-2.308","1.273","-2.186"
"Fbxo10","0.998","-2.308","1.273","-2.186"
"Bnc2","0.998","-2.308","1.273","-2.186"
"Bmp8b","0.998","-2.308","1.273","-2.186"
"Zfp362","0.998","-2.308","1.273","-2.186"
"Col16a1","0.998","-2.308","1.273","-2.186"
"Cela2a","0.998","-2.308","1.273","-2.186"
"Pdpn","0.998","-2.308","1.273","-2.186"
"Dffb","0.998","-2.308","1.273","-2.186"
"Prdm16","0.998","-2.308","1.273","-2.186"
"Steap1","0.998","-2.308","1.273","-2.186"
"Kcnh2","0.998","-2.308","1.273","-2.186"
"Lyar","0.998","-2.308","1.273","-2.186"
"Ugt2b35","0.998","-2.308","1.273","-2.186"
"Hsd17b13","0.998","-2.308","1.273","-2.186"
"Wscd2","0.998","-2.308","1.273","-2.186"
"Hspb8","0.998","-2.308","1.273","-2.186"
"Acad10","0.998","-2.308","1.273","-2.186"
"Mtus2","0.998","-2.308","1.273","-2.186"
"Ppp1r3a","0.998","-2.308","1.273","-2.186"
"Tspan12","0.998","-2.308","1.273","-2.186"
"Tcaf1","0.998","-2.308","1.273","-2.186"
"Chchd6","0.998","-2.308","1.273","-2.186"
"Slc25a26","0.998","-2.308","1.273","-2.186"
"Tead4","0.998","-2.308","1.273","-2.186"
"Pde3a","0.998","-2.308","1.273","-2.186"
