"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Slc25a46","0.218","-2.374","0.137","-9.845e-02"
"Slc9a5","0.219","2.372","1.665e-02","5.428e-02"
"Med26","0.219","-2.371","7.047e-02","-6.966e-02"
"Trip10","0.219","2.371","0.372","0.181"
"Ankra2","0.219","2.370","0.106","0.112"
"Prkx","0.219","-2.370","0.274","-0.162"
"Hdhd5","0.219","2.370","3.138e-02","7.353e-02"
"Socs1","0.220","-2.370","8.294e-02","-9.845e-02"
"Stk10","0.220","2.369","2.587e-02","6.134e-02"
"Stn1","0.220","2.369","0.177","0.167"
"Dcst2","0.220","2.368","6.899e-02","0.101"
"Oaf","0.220","2.367","3.712e-02","7.660e-02"
"Abl1","0.220","2.367","0.200","0.151"
"Zfp451","0.221","2.366","5.653e-02","0.102"
"Clec2h","0.221","2.366","2.311e-02","7.535e-02"
"Ssr1","0.221","-2.365","0.473","-0.184"
"Tmc5","0.221","-2.365","0.982","-0.264"
"Rpp40","0.222","2.364","2.890e-02","8.290e-02"
"Eif3g","0.222","2.363","0.178","0.137"
"Soat1","0.222","2.363","2.170e-02","4.239e-02"
"Card14","0.222","2.363","7.087e-02","0.111"
"Nlrx1","0.222","-2.363","3.105e-02","-4.478e-02"
"Leprotl1","0.222","-2.361","0.279","-0.150"
"B4galt6","0.222","2.361","0.257","0.191"
"Coq2","0.223","-2.359","6.803e-02","-6.340e-02"
"Lipa","0.223","-2.359","0.235","-0.142"
"Dlg1","0.224","-2.358","0.324","-0.152"
"Dnajb7","0.224","2.358","2.023e-02","6.597e-02"
"Grpel1","0.224","-2.358","0.389","-0.178"
"Zdhhc3","0.224","-2.357","0.537","-0.184"
"Polr2g","0.224","-2.357","2.973e-02","-4.287e-02"
"Hpse","0.224","2.357","2.359e-02","6.020e-02"
"Tuba8","0.224","2.356","2.176e-02","6.150e-02"
"Cblif","0.224","-2.356","0.404","-0.230"
"Itpr2","0.224","2.355","7.603e-02","0.129"
"Arhgap22","0.225","-2.354","8.486e-02","-8.994e-02"
"Fam193b","0.225","2.354","0.454","0.220"
"Wdr26","0.225","2.353","1.238","0.257"
"Nudt22","0.225","2.353","7.063e-02","0.104"
"Itga7","0.226","-2.352","0.764","-0.302"
"Eef1akmt2","0.226","2.351","0.124","0.139"
"Ilf3","0.226","2.351","3.012e-02","6.888e-02"
"Afg3l2","0.226","2.351","0.302","0.171"
"Stxbp5l","0.227","2.349","4.793e-02","0.103"
"Birc2","0.227","2.349","3.332e-02","5.672e-02"
"Ntpcr","0.227","2.349","4.709e-02","8.410e-02"
"Pxn","0.227","-2.348","0.297","-0.155"
"Ppard","0.227","-2.348","0.607","-0.204"
"Ddrgk1","0.227","-2.347","0.276","-0.133"
"Trp53i11","0.227","-2.346","0.565","-0.224"
"Jmjd6","0.227","2.346","0.134","0.125"
"Adgra3","0.229","-2.344","7.309e-02","-7.639e-02"
"Wwox","0.229","2.344","0.237","0.164"
"Rnf223","0.229","-2.343","2.809e-02","-4.052e-02"
"Sox4","0.229","2.343","8.361e-02","0.121"
"Cdk18","0.229","2.342","0.830","0.258"
"Ltbr","0.230","-2.340","0.572","-0.201"
"Nsmce3","0.230","-2.340","0.104","-8.280e-02"
"Pola1","0.230","2.340","2.366e-02","5.530e-02"
"Pcyox1","0.231","2.339","0.363","0.197"
"Gstt2","0.231","2.339","0.134","0.123"
"Mettl21a","0.231","2.338","0.131","0.114"
"Cdk8","0.231","-2.338","0.279","-0.153"
"Mapre3","0.231","-2.337","0.593","-0.260"
"Wls","0.231","2.337","0.122","0.122"
"Ppdpf","0.231","-2.336","0.418","-0.181"
"Timm22","0.231","2.336","8.008e-02","0.110"
"St8sia6","0.232","2.335","0.527","0.234"
"Ufsp2","0.232","2.335","0.127","0.111"
"Gabarap","0.232","-2.334","0.310","-0.164"
"Ankrd12","0.233","2.332","6.927e-02","9.799e-02"
"Cd74","0.234","2.331","0.506","0.246"
"Champ1","0.235","2.329","3.584e-02","7.327e-02"
"Sulf1","0.235","-2.328","2.603e-02","-3.754e-02"
"Dusp11","0.235","2.327","0.490","0.222"
"Igsf8","0.235","-2.327","0.186","-0.119"
"Ranbp2","0.235","2.327","0.300","0.168"
"Ppp4r1","0.235","-2.327","0.215","-0.128"
"Lactb2","0.235","2.326","0.177","0.140"
"Agap3","0.236","2.326","0.278","0.189"
"Ube4b","0.236","2.326","0.219","0.160"
"Arhgdig","0.236","2.326","0.107","9.803e-02"
"Slc25a39","0.236","-2.325","0.307","-0.157"
"Zfp217","0.236","2.324","0.497","0.221"
"Vapa","0.237","-2.323","0.482","-0.180"
"Smoc1","0.237","2.321","5.173e-02","8.362e-02"
"Rabl2","0.237","2.321","2.431e-02","5.077e-02"
"Rac1","0.238","-2.320","0.416","-0.182"
"Pik3cd","0.238","2.320","4.825e-02","9.122e-02"
"Zscan26","0.238","2.320","0.368","0.208"
"Rbm38","0.238","-2.320","0.156","-0.131"
"B4galt1","0.238","-2.319","0.815","-0.212"
"Gnb2","0.239","-2.317","0.286","-0.148"
"Tor2a","0.239","2.317","0.120","0.114"
"Vtcn1","0.239","2.316","8.080e-02","0.131"
"Tk2","0.239","2.316","8.261e-02","0.107"
"Selenop","0.239","-2.316","0.387","-0.187"
"Nap1l4","0.239","2.315","0.176","0.136"
"Krr1","0.239","2.315","6.099e-02","8.766e-02"
"Xrcc1","0.239","2.315","7.808e-02","0.100"
"Naa35","0.239","2.315","7.372e-02","8.637e-02"
"Ttc17","0.239","2.315","0.164","0.128"
"Rhobtb1","0.239","-2.314","0.314","-0.160"
"Gldc","0.239","-2.314","0.239","-0.169"
"Nus1","0.240","-2.313","0.666","-0.204"
"Hectd3","0.241","2.312","0.345","0.192"
"Cep162","0.241","2.311","2.813e-02","6.764e-02"
"Zcchc14","0.241","2.311","0.168","0.137"
"Fam214b","0.241","-2.311","0.731","-0.237"
"Fgfr1op","0.241","2.310","9.406e-02","0.108"
"Zfp706","0.242","-2.309","0.219","-0.124"
"Mcpt4","0.242","2.309","2.809e-02","6.283e-02"
"Cpsf2","0.242","2.309","0.130","0.129"
"Ormdl2","0.242","-2.308","5.171e-02","-5.233e-02"
"Eif3f","0.242","-2.308","0.210","-0.126"
"Slc25a51","0.242","-2.307","0.552","-0.224"
"Tcf25","0.242","2.307","1.433","0.218"
"Qrsl1","0.242","2.307","3.533e-02","6.569e-02"
"Hnrnph3","0.242","2.306","0.176","0.151"
"Etv5","0.243","2.305","1.454e-02","3.336e-02"
"Rnmt","0.243","2.305","8.526e-02","9.962e-02"
"Sept9","0.243","2.305","0.313","0.178"
"Tmod3","0.243","-2.303","0.871","-0.228"
"Asb8","0.243","2.303","0.209","0.137"
"Def6","0.244","-2.303","3.036e-02","-4.379e-02"
"Slc39a7","0.244","2.302","0.415","0.199"
"Ubap2","0.244","2.302","0.135","0.115"
"Nbdy","0.244","2.301","8.044e-02","0.104"
"Fbrs","0.244","-2.301","0.502","-0.193"
"Tmc6","0.244","2.300","0.759","0.241"
"Zfp553","0.244","-2.300","4.448e-02","-5.434e-02"
"Cyp2j6","0.245","-2.300","0.413","-0.169"
"Psmc6","0.246","2.298","0.331","0.193"
"Vwa3b","0.246","2.296","2.538e-02","7.193e-02"
"Tesk1","0.246","-2.296","0.332","-0.157"
"Reep4","0.246","-2.296","0.433","-0.175"
"Cracr2a","0.247","2.296","5.024e-02","0.109"
"Ada","0.247","2.295","9.066e-02","0.166"
"Gab2","0.247","2.294","9.162e-02","0.106"
"Cope","0.247","-2.294","0.472","-0.191"
"Usp47","0.247","-2.294","0.242","-0.139"
"Sprr1a","0.247","-2.294","1.956","-0.461"
"Bicdl1","0.247","-2.294","0.418","-0.168"
"Srrm1","0.248","2.292","0.417","0.194"
"Hint3","0.248","-2.291","0.144","-0.118"
"Cers3","0.248","2.291","7.395e-02","0.117"
"Efnb1","0.249","-2.290","0.340","-0.144"
"Stra6","0.249","2.289","1.520e-02","3.824e-02"
"Bace1","0.249","2.289","8.834e-02","0.105"
"Pgm1","0.249","-2.289","0.174","-0.122"
"Cand1","0.249","-2.288","8.419e-02","-8.451e-02"
"Lcorl","0.250","2.287","0.455","0.238"
"Cwf19l2","0.250","2.287","0.103","0.106"
"Pgk1","0.250","-2.287","0.165","-0.112"
"Vps51","0.250","2.286","0.346","0.184"
"Dph2","0.251","2.284","5.488e-02","0.107"
"Plekho2","0.251","2.284","4.404e-02","9.296e-02"
"Tatdn1","0.251","2.283","0.100","0.103"
"Slc35a3","0.251","-2.283","0.575","-0.175"
"Homer1","0.252","-2.282","5.564e-02","-7.043e-02"
"Spsb3","0.252","-2.281","0.158","-0.106"
"Psmb4","0.252","-2.281","6.689e-02","-6.488e-02"
"Hdlbp","0.252","-2.281","0.529","-0.186"
"Kif1bp","0.252","2.280","7.081e-02","9.714e-02"
"Rnasek","0.253","-2.279","0.408","-0.167"
"Tead4","0.253","2.279","3.891e-02","6.850e-02"
"Snrnp25","0.253","-2.279","0.155","-0.102"
"Lmntd2","0.253","2.278","4.420e-02","7.393e-02"
"Nkx6-2","0.253","-2.278","0.911","-0.261"
"Rars2","0.253","2.278","4.770e-02","8.047e-02"
"Bbs5","0.254","2.277","9.745e-03","2.595e-02"
"Plekhh3","0.254","-2.277","0.210","-0.127"
"Get4","0.254","2.276","0.128","0.119"
"Acbd4","0.254","-2.276","0.492","-0.189"
"Txndc5","0.254","-2.275","1.477","-0.331"
"Vti1b","0.255","-2.273","0.141","-8.891e-02"
"Isoc1","0.255","-2.273","5.693e-02","-6.093e-02"
"Mat2a","0.256","2.272","1.063","0.321"
"Tpst2","0.256","-2.271","5.647e-02","-5.577e-02"
"Nek4","0.257","2.270","2.130e-02","5.434e-02"
"Dok3","0.257","2.268","2.038e-02","6.646e-02"
"Slc9a2","0.257","-2.268","0.869","-0.239"
"Wdr70","0.257","2.268","0.110","0.127"
"Lpar6","0.257","2.268","4.650e-02","7.531e-02"
"Tha1","0.257","2.268","4.313e-02","8.976e-02"
"Wrn","0.257","2.268","4.277e-02","8.569e-02"
"Khnyn","0.258","-2.267","1.097","-0.271"
"Iqce","0.258","2.266","2.721e-02","6.361e-02"
"Shank2","0.258","2.266","3.106e-02","7.303e-02"
"Cbr4","0.258","2.266","0.112","0.127"
"Epha4","0.258","2.266","6.914e-02","9.824e-02"
"Fez2","0.258","2.266","0.156","0.145"
"Tlr2","0.258","2.265","5.537e-02","8.889e-02"
"Mvb12a","0.259","-2.263","0.143","-0.102"
"Slc40a1","0.259","2.263","4.504e-02","9.199e-02"
"Dnajc25","0.259","2.263","9.359e-02","9.478e-02"
"Spag4","0.259","2.263","2.602e-02","5.495e-02"
"Coro2b","0.259","-2.263","0.114","-8.950e-02"
"Kmt5c","0.260","2.261","0.613","0.210"
"Myof","0.261","2.259","0.785","0.281"
"Slc39a11","0.261","-2.259","1.076","-0.240"
"Tent5b","0.261","-2.259","0.199","-0.146"
"Atp5e","0.261","-2.258","0.652","-0.207"
"Nexmif","0.262","2.257","3.530e-02","6.132e-02"
"Wdfy4","0.262","2.256","1.916e-02","5.393e-02"
"Exosc7","0.262","2.256","0.159","0.127"
"Stab1","0.263","2.255","2.968e-02","6.723e-02"
"Zfp788","0.263","2.255","2.368e-02","6.775e-02"
"Dnajc1","0.263","2.254","0.158","0.138"
"Psmd1","0.263","2.254","0.281","0.181"
"Pbrm1","0.263","2.254","0.153","0.119"
"Oat","0.263","2.254","4.828e-02","5.908e-02"
"Tigar","0.263","-2.254","0.114","-9.105e-02"
"Dtd2","0.263","2.253","6.601e-02","7.624e-02"
"Bok","0.263","-2.252","1.315","-0.282"
"Coro1c","0.265","-2.250","0.399","-0.175"
"Otud7b","0.265","-2.250","0.927","-0.253"
"Atp4a","0.265","-2.249","0.579","-0.202"
"Elk4","0.265","2.249","0.210","0.157"
"Rap1gap2","0.265","-2.248","0.631","-0.212"
"Procr","0.265","2.248","2.547e-02","8.304e-02"
"Anxa1","0.266","2.247","0.426","0.257"
"Plaur","0.266","2.246","1.831","0.326"
"Atp5k","0.266","-2.246","0.499","-0.191"
"Kctd17","0.266","-2.246","0.119","-0.103"
"Prrc1","0.267","-2.245","0.485","-0.175"
"Rnf44","0.267","-2.245","0.737","-0.213"
"Lgmn","0.267","-2.245","0.107","-9.244e-02"
"Rbm4b","0.268","2.243","2.231e-02","5.104e-02"
"Dph5","0.268","2.243","3.412e-02","6.547e-02"
"Nudt16l1","0.268","2.242","9.342e-02","0.121"
"Slit3","0.268","-2.242","4.310e-02","-5.416e-02"
"Aqp5","0.268","2.242","5.883e-02","8.728e-02"
"Frat2","0.268","2.241","3.871e-02","7.635e-02"
"Igsf9","0.268","-2.241","1.096","-0.257"
"Psat1","0.269","2.240","1.791e-02","4.983e-02"
"Lin52","0.269","2.240","7.101e-02","9.725e-02"
"AI661453","0.269","-2.239","1.019","-0.231"
"Poldip2","0.270","2.237","4.693e-02","9.197e-02"
"Mfn1","0.271","2.236","0.329","0.187"
"Tsc22d1","0.272","-2.234","1.269","-0.259"
"Scand1","0.273","-2.232","0.399","-0.175"
"B4galt3","0.273","2.232","0.262","0.151"
"Clcf1","0.273","2.231","9.495e-02","0.111"
"Trmt11","0.273","2.231","6.201e-02","0.115"
"Odf2l","0.273","2.231","0.586","0.255"
"Farsb","0.274","2.230","9.167e-02","0.114"
"Gar1","0.274","2.230","8.853e-02","0.107"
"Acadl","0.274","-2.230","0.620","-0.202"
"Zcchc8","0.274","-2.229","0.211","-0.130"
"Cd38","0.274","2.229","3.371e-02","6.471e-02"
"Sys1","0.275","-2.227","0.359","-0.150"
"Arfip1","0.275","-2.227","0.553","-0.189"
"Ccser2","0.275","-2.227","7.867e-02","-6.818e-02"
"Sec24a","0.276","2.225","0.145","0.113"
"Lsm12","0.276","-2.225","0.121","-9.459e-02"
"Acin1","0.276","2.225","0.359","0.170"
"Pogk","0.277","2.223","3.603e-02","7.001e-02"
"Ptpn9","0.277","2.223","0.139","0.129"
"Sil1","0.277","-2.223","0.164","-0.115"
"Mlxipl","0.277","2.222","2.487e-02","6.118e-02"
"Cbwd1","0.278","2.221","5.106e-02","7.755e-02"
"Dact3","0.278","2.221","2.836e-02","5.507e-02"
"Ptbp1","0.278","2.221","0.511","0.188"
"Ankrd52","0.278","2.221","0.111","0.110"
"Ppp1r1b","0.278","2.220","7.783e-02","0.102"
"Snx18","0.279","-2.218","0.305","-0.170"
"Snai3","0.279","2.218","0.116","0.138"
"Mtor","0.279","2.217","0.151","0.119"
"Zdhhc21","0.280","2.216","0.204","0.161"
"Slc10a7","0.280","2.216","0.138","0.123"
"Clca4b","0.281","2.215","2.389e-02","6.555e-02"
"Bcl9l","0.281","-2.214","0.427","-0.181"
"Tpp1","0.282","-2.213","0.330","-0.142"
"Dvl3","0.282","-2.213","0.134","-9.004e-02"
"Eif2ak3","0.282","2.212","0.545","0.219"
"Nr1i2","0.282","2.211","0.123","0.105"
"Atp5j","0.282","-2.211","0.285","-0.140"
"Slc25a16","0.282","-2.211","3.788e-02","-5.463e-02"
"Thtpa","0.283","2.210","6.436e-02","0.104"
"Gpc4","0.283","2.210","8.026e-02","0.112"
"Lars","0.283","2.210","0.105","9.662e-02"
"Tubgcp5","0.283","2.209","3.347e-02","7.945e-02"
"Ctnnbl1","0.283","2.209","8.474e-02","8.821e-02"
"Vamp3","0.283","-2.209","0.313","-0.161"
"Fam8a1","0.283","-2.208","0.158","-0.110"
"Prelid2","0.284","2.207","0.259","0.159"
"Scaf11","0.284","2.207","0.252","0.135"
"Krt4","0.284","2.206","5.260e-02","0.112"
"Ndrg1","0.284","-2.206","2.050","-0.359"
"Coq7","0.284","2.205","7.744e-02","0.105"
"Cdk6","0.284","2.205","5.305e-02","6.857e-02"
"Pym1","0.284","-2.205","0.157","-9.496e-02"
"Abhd11","0.285","2.205","0.129","0.122"
"Dock11","0.285","2.204","5.615e-02","6.269e-02"
"Psmf1","0.285","-2.204","0.128","-9.098e-02"
"Usp8","0.286","2.202","0.459","0.188"
"Arl4a","0.286","-2.202","0.113","-9.339e-02"
"Grtp1","0.286","-2.201","0.632","-0.204"
"Bod1l","0.286","2.201","0.145","0.141"
"Mcrip1","0.287","2.200","1.436e-02","2.793e-02"
"Ints7","0.287","2.200","5.725e-02","7.586e-02"
"Inpp5d","0.287","2.199","3.136e-02","8.300e-02"
"Fos","0.288","-2.197","2.131","-0.376"
"Slc16a11","0.288","2.196","8.277e-02","9.415e-02"
"Nfe2l2","0.288","2.196","0.514","0.243"
"Rbm10","0.288","2.196","4.791e-02","7.672e-02"
"Bag1","0.288","-2.196","0.828","-0.211"
"Piezo1","0.288","2.196","0.161","0.145"
"Rffl","0.289","2.195","0.899","0.218"
"Ncbp2","0.289","2.195","4.486e-02","6.593e-02"
"Dhrs4","0.289","-2.194","4.640e-02","-5.275e-02"
"Kansl2","0.289","2.194","0.116","0.117"
"Gripap1","0.289","2.194","0.279","0.175"
"Irak4","0.289","2.194","0.145","0.123"
"Hs6st1","0.289","-2.194","0.420","-0.160"
"Itfg1","0.289","-2.193","0.293","-0.133"
"Slc25a15","0.289","2.193","4.058e-02","6.716e-02"
"Rdm1","0.290","-2.192","3.218e-02","-4.642e-02"
"Dcaf10","0.291","2.190","0.198","0.134"
"Erbb3","0.291","-2.190","1.279","-0.231"
"Aggf1","0.291","2.190","0.335","0.190"
"Sh2d4a","0.291","2.190","0.420","0.193"
"Nos1ap","0.291","2.190","0.415","0.191"
"Ddx24","0.291","-2.189","0.240","-0.127"
"C1qtnf12","0.291","-2.189","0.160","-0.112"
"Ep400","0.291","-2.188","0.120","-8.287e-02"
"Tent5a","0.291","-2.188","0.812","-0.238"
"Cxcl17","0.291","-2.188","0.160","-0.124"
"Vps36","0.291","-2.188","0.150","-9.584e-02"
"Maml2","0.291","2.188","1.978e-02","3.842e-02"
"Trmt2b","0.292","2.186","8.404e-02","0.110"
"Abcc3","0.294","2.184","1.948","0.277"
"Tubb6","0.294","2.184","8.716e-03","2.148e-02"
"Noc4l","0.295","2.182","4.248e-02","6.677e-02"
"Mxd4","0.295","-2.181","9.854e-02","-7.696e-02"
"Slc22a18","0.296","-2.180","0.466","-0.169"
"Cd2ap","0.296","2.180","1.345","0.248"
"Gcnt2","0.296","2.179","0.124","0.121"
"March8","0.296","-2.179","0.211","-0.122"
"Bcl9","0.296","2.179","8.781e-02","9.835e-02"
"Tff2","0.296","-2.179","3.927","-0.445"
"Tmem208","0.297","2.178","0.273","0.148"
"Adgre5","0.297","-2.177","0.279","-0.184"
"Rab23","0.297","2.177","8.309e-02","0.105"
"Cideb","0.297","-2.177","0.573","-0.183"
"Orc4","0.297","2.177","0.135","0.126"
"Myo7a","0.297","2.177","2.537e-02","6.839e-02"
"Suclg2","0.297","-2.176","7.456e-02","-7.034e-02"
"Slc20a1","0.297","2.176","5.597e-02","6.896e-02"
"Carmil1","0.297","2.176","0.407","0.202"
"Hadhb","0.297","-2.175","0.348","-0.148"
"Cstf3","0.297","2.175","9.823e-02","0.105"
"Sestd1","0.297","2.174","8.600e-02","9.309e-02"
"Ptbp2","0.299","2.173","0.108","0.113"
"Fancc","0.300","2.170","0.104","0.135"
"Mapkapk2","0.300","-2.170","0.424","-0.165"
"Zfp280b","0.300","-2.170","3.686e-02","-4.516e-02"
"Mga","0.301","2.169","0.169","0.131"
"Stt3b","0.301","2.169","0.475","0.191"
"Rabif","0.301","-2.169","0.187","-0.116"
"Prr15","0.301","2.168","0.159","0.128"
"Rab43","0.301","-2.168","0.588","-0.221"
"Cdc40","0.301","2.167","0.121","0.121"
"Nudt4","0.301","2.167","0.169","0.124"
"Scaper","0.301","-2.166","4.442e-02","-4.897e-02"
"Hbb-bs","0.301","-2.166","2.656e-02","-3.831e-02"
"Araf","0.301","2.166","0.110","0.108"
"Cwc22","0.302","2.166","9.829e-02","0.105"
"Cgn","0.302","-2.165","0.940","-0.237"
"Gcn1","0.302","2.165","0.228","0.153"
"Rab20","0.302","-2.165","9.711e-02","-7.179e-02"
"Idh3b","0.302","2.165","0.350","0.171"
"Rprd1a","0.302","2.164","6.678e-02","7.545e-02"
"Atp6v0a4","0.302","2.163","5.668e-02","0.103"
"Plxnd1","0.302","-2.163","9.087e-02","-8.579e-02"
"Stk26","0.302","2.162","1.731e-02","5.644e-02"
"Efna4","0.302","2.162","4.084e-03","1.332e-02"
"Col18a1","0.302","2.162","0.246","0.188"
"Fhit","0.302","2.162","1.910e-02","6.228e-02"
"Mme","0.302","2.162","4.259e-03","1.389e-02"
"Gpc2","0.302","2.162","3.480e-03","1.135e-02"
"Rasa3","0.302","2.161","4.224e-03","1.377e-02"
"Aplnr","0.302","2.161","8.376e-03","2.731e-02"
"Fbxl21","0.302","2.161","5.523e-03","1.801e-02"
"Hif3a","0.302","2.161","4.201e-03","1.370e-02"
"Dgkh","0.302","2.161","4.201e-03","1.370e-02"
"Haus1","0.302","2.161","4.201e-03","1.370e-02"
"Smad5","0.302","-2.161","6.652e-02","-7.073e-02"
"Cttnbp2nl","0.302","-2.160","0.837","-0.220"
"Icosl","0.302","2.160","0.220","0.155"
"Tbx2","0.302","2.160","3.832e-02","6.116e-02"
"Gdpd2","0.304","2.158","6.054e-03","1.974e-02"
"Pitpnc1","0.304","2.157","5.226e-02","8.248e-02"
"Mamstr","0.304","2.157","3.808e-03","1.242e-02"
"Kdm8","0.304","2.157","3.808e-03","1.242e-02"
"Dgkb","0.304","2.157","3.808e-03","1.242e-02"
"Mocs1","0.304","2.157","0.449","0.224"
"Zfp51","0.304","-2.157","5.049e-02","-6.052e-02"
"Gdpgp1","0.304","-2.157","5.955e-02","-5.851e-02"
"Tmx2","0.304","-2.156","0.148","-0.103"
"Mmp12","0.304","2.155","1.884e-02","4.400e-02"
"Dut","0.304","2.155","3.866e-03","1.261e-02"
"Pinx1","0.304","2.154","3.196e-02","5.968e-02"
"Car11","0.304","2.154","2.018e-02","6.580e-02"
"Glmn","0.304","2.154","2.046e-02","6.672e-02"
"Lxn","0.304","-2.154","0.155","-0.110"
"Duoxa2","0.304","2.154","2.300","0.368"
"Cyp2j8","0.304","2.153","3.732e-03","1.217e-02"
"Abcd2","0.304","2.153","3.732e-03","1.217e-02"
"Sccpdh","0.304","2.153","1.722e-02","5.614e-02"
"Cox6c","0.305","-2.153","0.356","-0.138"
"Ctsh","0.305","-2.153","0.219","-0.125"
"Fcgr3","0.305","2.152","3.755e-03","1.225e-02"
"Trnt1","0.305","2.152","8.613e-02","0.105"
"Slc5a3","0.305","2.152","6.592e-02","8.139e-02"
"Fbxo3","0.305","2.152","0.229","0.145"
"Msn","0.305","2.151","6.707e-02","9.383e-02"
"Plcb4","0.305","2.151","3.949e-03","1.288e-02"
"Slc4a5","0.305","2.151","3.949e-03","1.288e-02"
"Nup205","0.305","2.150","4.831e-02","7.385e-02"
"Sipa1l1","0.305","2.150","0.156","0.130"
"Adar","0.305","-2.150","0.765","-0.222"
"Trub1","0.305","2.150","4.850e-03","1.582e-02"
"Csf1r","0.305","2.149","4.066e-02","8.170e-02"
"Kcnn3","0.305","-2.149","3.438e-02","-4.958e-02"
"Cdk14","0.305","2.149","0.388","0.187"
"Matr3","0.305","2.149","6.461e-02","8.557e-02"
"Wfdc2","0.305","2.148","0.220","0.172"
"Cp","0.306","2.148","4.703e-03","1.534e-02"
"Rp2","0.306","2.148","0.240","0.149"
"Sult4a1","0.306","2.147","1.600e-02","5.216e-02"
"Vps16","0.306","2.147","0.308","0.171"
"Tenm4","0.306","2.147","5.198e-02","9.580e-02"
"Grina","0.306","-2.146","0.374","-0.180"
"Grin1","0.306","2.146","3.873e-03","1.263e-02"
"Bola2","0.307","-2.145","0.270","-0.135"
"Adal","0.307","2.145","1.101e-02","2.735e-02"
"Aph1a","0.307","-2.144","0.723","-0.200"
"Ces2e","0.307","2.144","2.483e-02","5.291e-02"
"Tmem63c","0.308","2.142","2.708e-02","7.406e-02"
"Col24a1","0.308","2.142","2.247e-02","7.328e-02"
"Ndor1","0.309","2.141","0.119","0.115"
"Mien1","0.310","-2.140","0.338","-0.157"
"Pilrb2","0.310","2.140","7.127e-03","2.324e-02"
"Atad5","0.310","2.139","1.443e-02","3.321e-02"
"Idua","0.310","2.139","2.702e-02","7.174e-02"
"Trappc6b","0.310","2.139","0.337","0.161"
"Atp13a3","0.310","2.138","0.272","0.161"
"Rgs10","0.310","2.138","3.773e-02","6.501e-02"
"Cited4","0.310","2.137","6.248e-02","8.691e-02"
"Aldh1a1","0.310","-2.137","0.381","-0.179"
"Ttll10","0.311","2.136","0.374","0.201"
"Maged1","0.311","2.136","3.505e-02","6.168e-02"
"Rragc","0.311","-2.136","0.109","-8.971e-02"
"Arl8a","0.311","-2.135","0.290","-0.142"
"Iffo1","0.311","2.135","2.101e-02","5.228e-02"
"Ube2q1","0.311","2.135","0.278","0.171"
"Apopt1","0.311","2.135","4.185e-02","7.348e-02"
"Pnpt1","0.311","-2.135","2.461e-02","-3.550e-02"
"Sh3bgrl2","0.311","2.134","0.875","0.228"
"Aifm1","0.311","2.134","7.581e-02","8.243e-02"
"Rmnd5a","0.311","-2.134","0.159","-0.114"
"Capg","0.312","-2.133","0.947","-0.223"
"Ecsit","0.312","2.133","3.367e-02","5.383e-02"
"Gimap4","0.313","2.132","1.720e-02","4.542e-02"
"Homer2","0.313","2.131","0.149","0.122"
"Sdsl","0.313","-2.131","9.068e-02","-7.122e-02"
"Met","0.313","2.131","0.342","0.173"
"Cwc27","0.313","2.130","5.193e-02","9.077e-02"
"Col5a3","0.314","2.129","1.618e-02","3.849e-02"
"Zkscan14","0.314","-2.128","6.664e-02","-6.544e-02"
"Tacr2","0.315","2.127","6.914e-03","2.255e-02"
"Mrm1","0.315","2.126","2.410e-02","5.207e-02"
"St3gal1","0.315","-2.126","4.225e-02","-5.258e-02"
"Dpy19l3","0.315","2.126","5.100e-03","1.663e-02"
"Zfp820","0.315","2.126","6.132e-02","9.654e-02"
"Zfp467","0.315","2.126","3.316e-02","6.359e-02"
"Slc16a6","0.316","-2.125","3.523e-02","-4.099e-02"
"Washc1","0.316","2.125","0.222","0.153"
"Kdm5c","0.316","-2.125","0.573","-0.174"
"Ncf4","0.316","2.124","2.484e-02","7.203e-02"
"Plek","0.316","2.123","5.351e-03","1.745e-02"
"Pthlh","0.316","2.123","5.065e-03","1.652e-02"
"Galm","0.316","-2.123","0.175","-0.113"
"Fa2h","0.316","-2.122","0.431","-0.178"
"Sirt6","0.316","2.122","0.181","0.147"
"Gal3st2","0.316","2.122","4.393e-03","1.432e-02"
"Tnfrsf11a","0.317","2.121","8.361e-02","0.120"
"Nkd1","0.317","2.121","5.381e-03","1.755e-02"
"Prlr","0.317","2.121","5.381e-03","1.755e-02"
"Zswim9","0.317","2.121","2.098e-02","4.852e-02"
"Klc1","0.317","2.121","0.533","0.221"
"Shoc1","0.317","-2.120","3.042e-02","-4.387e-02"
"Serpina3n","0.318","2.119","6.662e-02","0.111"
"Lrg1","0.319","2.118","2.199e-02","6.286e-02"
"Trim7","0.319","2.117","4.457e-03","1.453e-02"
"Nek7","0.319","-2.117","0.342","-0.146"
"Bcas2","0.319","2.117","0.204","0.138"
"Gsap","0.319","2.116","0.339","0.180"
"Trim41","0.319","2.116","0.365","0.165"
"Ebp","0.319","-2.116","0.389","-0.152"
"Sh3bp2","0.319","2.116","7.133e-02","8.620e-02"
"Atp6ap2","0.319","-2.116","0.385","-0.140"
"F10","0.319","2.116","1.054e-02","3.436e-02"
"Arhgdia","0.319","-2.115","0.700","-0.178"
"Tbccd1","0.319","2.115","1.311e-02","2.869e-02"
"Rasd2","0.319","2.115","7.611e-03","2.482e-02"
"Tmod4","0.320","2.113","4.317e-03","1.408e-02"
"Nek2","0.320","2.113","5.298e-03","1.728e-02"
