"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Tubb4b","0.796","-1.927","0.856","-0.320"
"Ndufa7","0.797","-1.926","1.219","-0.336"
"Acsm5","0.798","1.925","3.031e-02","0.110"
"Ywhah","0.798","-1.924","0.245","-0.186"
"Myo1e","0.798","-1.924","0.144","-0.115"
"Ptbp3","0.798","-1.924","0.580","-0.256"
"Siah2","0.798","-1.924","0.182","-0.172"
"Plpp6","0.798","-1.923","0.334","-0.184"
"Anpep","0.798","-1.923","0.475","-0.298"
"Ada","0.798","1.923","3.349e-02","8.268e-02"
"Dnajb9","0.798","-1.922","0.263","-0.180"
"Chtop","0.798","-1.921","0.410","-0.211"
"Herc2","0.798","-1.921","0.226","-0.177"
"Slc35e3","0.798","-1.921","0.143","-0.113"
"Upf3b","0.798","1.921","0.273","0.216"
"Bri3bp","0.798","-1.921","0.916","-0.310"
"Kdm7a","0.798","-1.921","0.269","-0.189"
"Ttf1","0.798","-1.921","0.146","-0.156"
"Smchd1","0.798","-1.920","0.262","-0.166"
"Stard13","0.801","-1.918","0.383","-0.211"
"Arfgef2","0.804","-1.916","0.750","-0.274"
"Tcea3","0.804","-1.916","0.597","-0.280"
"Hif1a","0.804","-1.916","5.746e-02","-6.703e-02"
"Ncdn","0.804","-1.915","0.343","-0.191"
"Gk5","0.804","1.915","0.149","0.208"
"Tnpo2","0.805","-1.914","0.269","-0.161"
"Alpi","0.806","1.913","4.857e-02","9.709e-02"
"Foxa3","0.806","-1.913","0.360","-0.193"
"Dcaf7","0.806","-1.912","0.505","-0.238"
"Slc45a3","0.806","-1.912","0.168","-0.139"
"Dhx37","0.806","-1.912","0.405","-0.196"
"Cck","0.807","1.911","1.387e-02","5.050e-02"
"Hectd2","0.807","1.910","2.402e-02","6.090e-02"
"Ddx21","0.807","-1.910","0.409","-0.216"
"Nudt5","0.808","-1.909","0.136","-0.105"
"Mppe1","0.808","-1.909","0.155","-0.128"
"Actn4","0.809","-1.908","2.078","-0.351"
"Cyb561a3","0.810","-1.907","0.129","-0.108"
"Dst","0.810","-1.907","0.796","-0.273"
"Elof1","0.810","-1.906","0.199","-0.152"
"Orc4","0.810","-1.906","0.269","-0.163"
"Acer3","0.810","-1.906","8.965e-02","-0.100"
"Dnajc8","0.810","-1.906","0.183","-0.154"
"Mdfic","0.810","-1.905","0.111","-0.121"
"Atrn","0.810","-1.905","0.549","-0.249"
"Yif1b","0.810","-1.904","0.448","-0.217"
"Rbpjl","0.810","1.904","0.134","0.215"
"Chka","0.811","-1.903","0.809","-0.302"
"Itsn1","0.811","1.903","0.167","0.142"
"Hps5","0.811","-1.903","8.132e-02","-9.992e-02"
"Myl12b","0.811","1.902","0.344","0.240"
"Aip","0.811","-1.902","0.155","-0.118"
"Chkb","0.811","1.902","0.657","0.279"
"H2-Ab1","0.811","-1.901","0.156","-0.169"
"Tsr3","0.813","-1.900","0.210","-0.157"
"Fancm","0.813","-1.900","6.290e-02","-7.651e-02"
"Nicn1","0.813","1.899","8.393e-02","9.336e-02"
"Bin1","0.813","1.898","0.475","0.272"
"Endov","0.813","-1.898","0.128","-0.119"
"Eef2","0.813","-1.898","1.224","-0.347"
"Nfe2l2","0.813","-1.897","1.400","-0.315"
"Akr1c12","0.813","1.897","0.274","0.174"
"Mterf1b","0.813","1.897","2.418e-02","5.834e-02"
"Mast3","0.813","-1.896","0.177","-0.131"
"Dip2b","0.813","1.896","0.250","0.200"
"Igfbp6","0.813","-1.896","0.108","-0.112"
"Fastkd2","0.813","-1.896","9.274e-02","-0.103"
"Eogt","0.813","-1.895","6.159e-02","-8.492e-02"
"Slc20a2","0.813","-1.895","9.150e-02","-9.134e-02"
"Ier3ip1","0.813","-1.895","0.278","-0.170"
"Yeats4","0.813","-1.894","0.134","-0.124"
"Fiz1","0.813","-1.894","0.174","-0.119"
"Atp6ap2","0.813","-1.893","0.931","-0.304"
"Cox6a1","0.813","-1.893","2.347","-0.415"
"Cct6a","0.813","-1.892","0.252","-0.144"
"Kdm5c","0.813","-1.892","0.529","-0.254"
"Kctd6","0.813","-1.892","0.125","-0.119"
"Slc35g1","0.813","-1.891","1.674","-0.353"
"Taf4","0.813","-1.891","0.383","-0.189"
"Mesd","0.813","-1.891","0.406","-0.201"
"Tap1","0.813","-1.890","0.147","-0.139"
"Emc2","0.813","-1.890","0.417","-0.248"
"Cfl2","0.813","-1.890","0.253","-0.198"
"Ap1s3","0.813","-1.890","0.117","-0.110"
"Sidt1","0.813","-1.889","6.416e-02","-8.846e-02"
"Hps3","0.813","-1.889","8.302e-02","-8.931e-02"
"Tada1","0.813","-1.888","8.784e-02","-9.889e-02"
"Chml","0.813","1.888","0.110","0.161"
"Det1","0.813","1.887","8.976e-02","0.136"
"Aebp2","0.813","-1.887","0.288","-0.173"
"Edem3","0.813","-1.886","0.362","-0.218"
"Xylt2","0.813","-1.886","0.149","-0.120"
"Mospd3","0.813","1.886","0.224","0.165"
"Tmtc1","0.813","1.886","1.674e-02","4.562e-02"
"Wdr20","0.813","-1.885","0.217","-0.151"
"Perp","0.813","-1.885","0.618","-0.249"
"Aifm1","0.813","1.885","0.625","0.257"
"Fmo2","0.813","1.884","1.139e-02","3.086e-02"
"Ctdsp2","0.813","-1.884","0.627","-0.263"
"Samd8","0.813","-1.883","0.246","-0.144"
"Rhobtb1","0.813","-1.883","5.618e-02","-7.747e-02"
"Pnpla2","0.813","-1.883","1.162","-0.323"
"Tm7sf2","0.813","-1.882","0.160","-0.129"
"Zfp446","0.813","-1.881","8.725e-02","-9.686e-02"
"Gpam","0.813","-1.881","1.077","-0.280"
"Tra2a","0.813","-1.880","0.421","-0.197"
"Tmem86b","0.813","-1.879","0.118","-9.877e-02"
"Dcaf4","0.813","-1.879","6.752e-02","-8.090e-02"
"Nagk","0.813","-1.879","0.399","-0.202"
"Ston2","0.813","-1.879","0.248","-0.151"
"Comtd1","0.813","-1.879","0.529","-0.245"
"Fbxo30","0.813","-1.879","0.118","-0.117"
"Irf1","0.813","-1.878","0.115","-0.146"
"Myorg","0.813","-1.878","0.310","-0.205"
"Sec61a1","0.813","-1.878","0.363","-0.200"
"Wdsub1","0.813","-1.878","0.461","-0.239"
"Tmem229b","0.813","-1.877","4.963e-02","-6.842e-02"
"Ndufb9","0.813","-1.877","2.086","-0.381"
"Pitpnb","0.813","-1.876","0.393","-0.204"
"Nipal1","0.813","-1.876","0.406","-0.227"
"Pigr","0.813","1.875","0.138","0.154"
"Agpat1","0.813","-1.875","0.281","-0.171"
"Bbip1","0.813","-1.873","0.230","-0.166"
"Eif3h","0.813","1.873","0.167","0.129"
"Zdhhc13","0.813","-1.871","9.907e-02","-0.111"
"Hsph1","0.813","-1.871","0.164","-0.127"
"Tnfrsf1b","0.813","-1.870","7.648e-02","-9.524e-02"
"Celsr1","0.813","-1.870","0.671","-0.314"
"Fau","0.813","-1.870","1.425","-0.328"
"Narf","0.813","-1.870","0.349","-0.187"
"Wfs1","0.813","-1.870","0.245","-0.146"
"Strn4","0.813","-1.869","0.530","-0.244"
"Stxbp2","0.813","-1.868","1.120","-0.314"
"Micu1","0.813","-1.868","0.306","-0.162"
"Dctd","0.813","1.867","2.087e-02","7.596e-02"
"Arf5","0.813","-1.867","1.229","-0.318"
"Inpp5d","0.813","1.867","1.647e-02","5.995e-02"
"Tmem164","0.813","-1.867","0.808","-0.299"
"Paqr4","0.813","-1.867","0.304","-0.195"
"Zfp598","0.813","-1.866","0.471","-0.216"
"Ints1","0.813","-1.866","0.362","-0.173"
"Nploc4","0.813","-1.866","0.294","-0.179"
"Hectd3","0.813","-1.866","0.385","-0.184"
"Mprip","0.813","-1.866","1.599","-0.341"
"Dctn3","0.813","-1.866","0.532","-0.230"
"Gcfc2","0.813","1.865","5.218e-02","8.992e-02"
"Pxmp2","0.813","1.865","0.108","0.137"
"Esrra","0.813","-1.865","1.549","-0.331"
"Tyrobp","0.813","-1.864","0.115","-0.148"
"Xkr9","0.813","-1.864","0.136","-0.140"
"Ric8b","0.813","-1.864","0.149","-0.130"
"Vps35","0.813","-1.864","0.223","-0.157"
"Tmem80","0.813","-1.864","9.532e-02","-9.730e-02"
"Alkbh6","0.813","-1.863","0.349","-0.212"
"Bcorl1","0.813","-1.863","0.118","-0.150"
"Usp47","0.813","-1.863","0.315","-0.167"
"Dmtf1","0.813","-1.862","0.165","-0.143"
"Orai1","0.813","-1.862","0.141","-0.118"
"Trim25","0.813","-1.861","0.459","-0.248"
"Tmem87a","0.813","-1.860","0.257","-0.159"
"Necap2","0.813","-1.860","0.435","-0.226"
"Kxd1","0.813","-1.860","0.248","-0.155"
"Nhlrc2","0.813","1.860","0.309","0.198"
"Klhdc8a","0.813","-1.859","7.809e-02","-8.504e-02"
"Dohh","0.813","-1.859","0.497","-0.238"
"Fam199x","0.813","-1.859","0.110","-0.118"
"Kif23","0.813","-1.859","9.156e-02","-0.126"
"Agpat4","0.813","-1.859","0.151","-0.149"
"Ddx23","0.813","-1.859","0.575","-0.245"
"Ppp1r12c","0.813","1.859","0.451","0.237"
"Snx4","0.813","1.858","0.361","0.191"
"Pip4k2b","0.813","-1.858","7.100e-02","-8.570e-02"
"Uxt","0.813","-1.857","0.290","-0.180"
"Gls","0.813","-1.857","0.125","-0.110"
"Sfxn1","0.813","-1.856","0.371","-0.186"
"Fuca1","0.813","-1.856","0.626","-0.251"
"Apeh","0.813","-1.856","0.506","-0.214"
"Derl2","0.813","-1.855","0.484","-0.219"
"Aasdhppt","0.813","1.855","0.326","0.215"
"Zfp318","0.813","1.855","0.287","0.195"
"Ino80b","0.813","1.854","0.357","0.215"
"Spag9","0.813","-1.854","0.349","-0.177"
"Wrn","0.813","1.854","0.138","0.149"
"Dcxr","0.813","1.854","0.150","0.130"
"Polr1b","0.813","-1.853","5.646e-02","-6.565e-02"
"Egf","0.813","1.852","0.241","0.235"
"Itpkc","0.813","-1.852","7.594e-02","-8.127e-02"
"Slc37a4","0.813","-1.851","8.639e-02","-9.568e-02"
"Smarca2","0.813","-1.851","0.154","-0.128"
"Leo1","0.813","-1.850","0.157","-0.133"
"Ralgapb","0.813","-1.850","0.776","-0.260"
"Fbxw11","0.813","-1.849","0.373","-0.203"
"Stim2","0.813","-1.848","0.144","-0.107"
"Afap1","0.813","1.847","6.519e-02","0.104"
"Ss18l1","0.813","1.847","9.260e-02","8.692e-02"
"Syap1","0.813","-1.847","0.370","-0.210"
"Rab28","0.813","-1.846","0.387","-0.218"
"Med22","0.813","-1.846","0.203","-0.152"
"Swap70","0.813","1.844","0.128","0.119"
"Egfr","0.813","-1.844","0.111","-0.114"
"Usp9x","0.813","-1.844","0.694","-0.257"
"Xaf1","0.813","-1.844","0.168","-0.155"
"Ier3","0.813","-1.844","0.143","-0.114"
"Tle5","0.813","-1.844","1.531","-0.351"
"Erg28","0.813","-1.844","0.126","-0.109"
"Tmem50a","0.813","-1.843","0.799","-0.276"
"Pnpo","0.813","1.843","0.754","0.313"
"Glrx2","0.813","-1.842","0.272","-0.164"
"Tnip1","0.813","-1.842","0.304","-0.160"
"Rnf114","0.813","-1.842","0.297","-0.171"
"Rab1b","0.813","-1.841","0.933","-0.295"
"Hfe","0.813","-1.841","0.119","-0.134"
"Caprin1","0.813","1.841","0.200","0.176"
"Pcbd2","0.813","-1.841","0.355","-0.185"
"Mynn","0.813","-1.840","0.195","-0.169"
"Gsk3b","0.813","-1.840","0.310","-0.180"
"Kank1","0.813","-1.840","0.923","-0.273"
"Tada2b","0.813","-1.840","0.380","-0.205"
"Tgfbr3","0.813","-1.838","3.899e-02","-5.375e-02"
"Srrm2","0.813","-1.838","1.058","-0.289"
"Itpr2","0.813","-1.837","0.907","-0.286"
"Ctbs","0.813","1.837","2.256e-02","5.420e-02"
"Mia2","0.813","-1.837","0.891","-0.276"
"Zc3h12a","0.813","-1.837","0.162","-0.120"
"Eme2","0.813","1.836","9.611e-02","0.135"
"Ola1","0.813","1.836","0.225","0.177"
"Maged1","0.813","-1.836","0.206","-0.160"
"Zscan20","0.813","1.836","8.761e-02","0.140"
"Ldha","0.813","-1.836","1.585","-0.386"
"Chpf","0.813","-1.835","0.128","-0.150"
"Aph1a","0.813","-1.835","0.909","-0.286"
"Erbb2","0.813","-1.835","0.383","-0.175"
"Zbtb17","0.813","-1.833","0.122","-0.106"
"Ergic2","0.813","1.833","0.187","0.146"
"D11Wsu47e","0.813","-1.833","0.146","-0.128"
"Cdc73","0.813","-1.832","0.324","-0.171"
"Atpsckmt","0.813","1.831","0.150","0.129"
"Mettl17","0.813","-1.831","8.264e-02","-9.050e-02"
"Oaz2","0.813","-1.831","0.319","-0.183"
"Rab24","0.813","-1.831","0.639","-0.241"
"Uggt1","0.813","-1.830","0.455","-0.207"
"Cyb5d2","0.813","-1.830","7.275e-02","-7.687e-02"
"Scoc","0.813","-1.830","5.249e-02","-6.217e-02"
"Atp13a2","0.813","-1.830","0.330","-0.199"
"Ndufs3","0.813","-1.830","1.365","-0.312"
"Uqcrb","0.813","-1.830","1.023","-0.301"
"Racgap1","0.813","1.828","3.547e-02","7.995e-02"
"Usp24","0.813","-1.828","0.394","-0.204"
"Tox4","0.813","-1.827","0.242","-0.166"
"Tst","0.813","-1.827","0.139","-0.114"
"Lrfn1","0.813","-1.826","4.588e-02","-6.325e-02"
"Glrx","0.813","-1.825","0.506","-0.225"
"Aimp1","0.813","-1.824","0.319","-0.176"
"Tmed6","0.813","-1.824","0.453","-0.230"
"G6pdx","0.813","-1.824","0.219","-0.155"
"Unc119b","0.813","-1.824","0.275","-0.180"
"Bcar3","0.813","-1.823","0.235","-0.150"
"Sil1","0.813","-1.823","0.382","-0.182"
"Tmem191c","0.813","-1.821","3.910e-02","-5.392e-02"
"Psmc4","0.813","-1.820","0.449","-0.221"
"Slc29a1","0.813","-1.819","5.744e-02","-7.919e-02"
"Zfp182","0.813","-1.819","8.151e-02","-8.975e-02"
"Tmem104","0.813","-1.819","0.233","-0.150"
"Slc19a3","0.813","1.819","1.861e-02","4.316e-02"
"Usp22","0.813","-1.819","0.274","-0.174"
"Nip7","0.813","-1.818","0.124","-0.111"
"Lyz2","0.813","-1.818","7.878e-02","-9.567e-02"
"Vmp1","0.813","-1.817","1.377","-0.341"
"Agpat5","0.813","1.816","0.186","0.221"
"Arhgef4","0.813","1.816","0.280","0.193"
"Emc4","0.813","-1.815","0.336","-0.187"
"Abtb1","0.813","-1.814","0.295","-0.165"
"Smpd3","0.813","-1.813","0.204","-0.152"
"Stk32b","0.813","1.812","8.295e-03","1.958e-02"
"Ccdc189","0.813","1.811","8.684e-02","0.115"
"Ap5m1","0.813","-1.811","0.150","-0.125"
"Gga1","0.813","-1.810","0.808","-0.262"
"Ube2e1","0.813","-1.810","0.210","-0.137"
"Atp6v1f","0.813","-1.809","0.429","-0.213"
"Galnt4","0.813","-1.809","0.492","-0.221"
"Arhgap24","0.813","-1.809","0.133","-0.124"
"Mtcp1","0.813","-1.809","8.278e-02","-0.114"
"Szt2","0.813","-1.808","0.243","-0.160"
"Pgm2","0.813","-1.808","0.381","-0.222"
"Tmc4","0.813","-1.807","1.217","-0.290"
"Usp12","0.813","-1.807","0.346","-0.187"
"Dapk2","0.813","1.806","0.224","0.182"
"Pdap1","0.813","-1.805","0.630","-0.253"
"Zfp217","0.813","-1.805","0.271","-0.167"
"Taf5l","0.813","-1.805","0.253","-0.161"
"Emg1","0.813","-1.805","0.251","-0.151"
"Ilf3","0.813","-1.804","0.133","-0.104"
"Tpmt","0.813","-1.804","0.383","-0.215"
"Ap1ar","0.813","-1.804","0.402","-0.223"
"Cryzl2","0.813","1.803","6.416e-02","0.108"
"Psmb3","0.813","-1.802","0.194","-0.145"
"Mplkip","0.813","-1.801","5.817e-02","-6.999e-02"
"Rnd3","0.813","-1.800","0.239","-0.172"
"Hnrnpk","0.813","-1.800","0.388","-0.211"
"Atp13a1","0.813","-1.800","0.434","-0.227"
"Med20","0.813","1.799","0.320","0.211"
"Tspan31","0.813","-1.799","0.421","-0.193"
"Gadd45a","0.813","-1.798","0.163","-0.151"
"Cyp39a1","0.813","1.798","0.167","0.146"
"Snx12","0.813","-1.797","0.243","-0.162"
"Grb14","0.813","1.797","6.007e-02","7.814e-02"
"Tango6","0.813","-1.796","0.118","-0.104"
"Aste1","0.813","-1.796","0.149","-0.145"
"Cops2","0.813","1.795","0.349","0.211"
"Bach1","0.813","-1.795","0.595","-0.225"
"S100a13","0.813","-1.795","0.252","-0.158"
"Ddrgk1","0.813","-1.794","1.135","-0.261"
"Tars","0.813","-1.794","0.310","-0.199"
"Ep400","0.813","-1.794","0.192","-0.138"
"Nipal3","0.813","-1.794","0.478","-0.223"
"Zfp160","0.813","-1.793","6.010e-02","-7.068e-02"
"St8sia5","0.813","1.792","4.958e-02","7.945e-02"
"N4bp3","0.813","-1.792","0.143","-0.118"
"Ankdd1b","0.813","-1.791","5.581e-02","-7.695e-02"
"Peli2","0.813","-1.791","0.894","-0.289"
"Irf2","0.813","1.791","0.282","0.179"
"Rnf216","0.813","-1.790","0.206","-0.131"
"Mmp14","0.813","1.790","4.368e-02","6.407e-02"
"Klf5","0.813","-1.790","0.407","-0.196"
"Frs3","0.813","1.789","5.457e-02","8.998e-02"
"Fbxo31","0.813","-1.789","0.138","-9.943e-02"
"Rab40c","0.813","-1.789","0.149","-0.113"
"Emsy","0.813","1.789","0.204","0.180"
"Apba3","0.813","-1.789","0.367","-0.170"
"Sf3a3","0.813","1.788","0.129","0.170"
"Elmo3","0.813","1.788","0.208","0.152"
"Elob","0.813","-1.788","0.911","-0.277"
"Vps51","0.813","-1.788","0.439","-0.198"
"Ubr3","0.813","1.788","0.725","0.313"
"Tbrg1","0.813","-1.788","0.342","-0.180"
"Sfswap","0.813","-1.787","0.330","-0.180"
"Ckap5","0.813","-1.787","9.307e-02","-9.861e-02"
"Parp16","0.813","1.787","0.168","0.138"
"Ficd","0.813","-1.787","0.125","-0.113"
"Atad2b","0.813","-1.787","0.189","-0.155"
"Mrm1","0.813","1.786","0.127","0.110"
"Zkscan5","0.813","1.786","6.621e-02","8.234e-02"
"Ssu72","0.813","-1.786","0.547","-0.212"
"Scap","0.813","-1.785","0.551","-0.228"
"Men1","0.813","-1.785","0.263","-0.164"
"Cadm4","0.813","-1.784","0.562","-0.239"
"Mapk15","0.813","1.784","3.264e-02","0.119"
"Dcaf12","0.813","-1.784","0.270","-0.201"
"Cand1","0.813","-1.784","0.259","-0.153"
"Map2k6","0.813","-1.783","5.204e-02","-7.176e-02"
"Cidec","0.813","-1.783","3.599e-02","-4.963e-02"
"Arl15","0.813","-1.783","0.246","-0.164"
"Sema4d","0.813","1.783","0.151","0.131"
"R3hcc1l","0.813","1.782","9.363e-02","0.101"
"Avil","0.813","-1.782","0.170","-0.161"
"Usp27x","0.813","1.781","3.684e-02","8.058e-02"
"Tnfrsf19","0.813","1.780","0.139","0.159"
"Nol8","0.813","-1.780","6.127e-02","-7.427e-02"
"Furin","0.813","-1.780","1.672","-0.402"
"Ttll10","0.813","1.780","0.304","0.233"
"Sike1","0.813","1.779","0.430","0.257"
"Mterf4","0.813","-1.778","0.159","-0.117"
"Gtpbp6","0.813","-1.778","0.221","-0.150"
"Ubfd1","0.813","1.778","0.331","0.250"
"Jtb","0.813","-1.778","0.517","-0.201"
"Fam168b","0.813","-1.777","0.399","-0.186"
"Jpt1","0.813","-1.777","0.495","-0.246"
"Prss36","0.813","-1.777","4.139e-02","-5.707e-02"
"Tcaim","0.813","1.776","3.176e-02","5.603e-02"
"Ddx6","0.813","-1.776","0.638","-0.246"
"Fcgbp","0.813","1.776","0.331","0.215"
"Slc35e1","0.813","-1.776","0.387","-0.190"
"Des","0.813","1.775","8.561e-02","0.128"
"Flnb","0.813","-1.775","0.644","-0.234"
"Drap1","0.813","-1.775","0.861","-0.279"
"Mgst3","0.813","-1.774","1.288","-0.315"
"Polr3e","0.813","-1.774","0.187","-0.129"
"C1galt1","0.813","-1.773","0.382","-0.224"
"Serpinb8","0.813","-1.773","4.311e-02","-5.944e-02"
"Tbc1d22b","0.813","-1.773","0.261","-0.160"
"Foxa1","0.813","-1.773","1.059","-0.288"
"Gtf3a","0.813","-1.773","0.323","-0.191"
"Hsd17b7","0.813","-1.773","4.493e-02","-6.195e-02"
"Glp1r","0.813","-1.773","7.635e-02","-9.231e-02"
"Pbx3","0.813","1.772","0.199","0.200"
"Sugt1","0.813","-1.772","0.318","-0.187"
"Adipor2","0.813","-1.772","1.009","-0.296"
"Ech1","0.813","-1.771","0.908","-0.292"
"Klf13","0.813","1.771","0.264","0.165"
"Mfsd8","0.813","-1.771","0.168","-0.154"
"Slc6a6","0.813","-1.770","0.573","-0.223"
"Rac1","0.813","-1.770","0.306","-0.162"
"Pygm","0.813","1.770","1.826e-02","5.209e-02"
"Vta1","0.813","-1.770","0.151","-0.103"
"Zfp628","0.813","-1.769","0.187","-0.124"
"Tram1","0.813","-1.769","0.662","-0.227"
"Lemd2","0.813","-1.769","0.617","-0.209"
"Ptprk","0.813","-1.769","0.211","-0.135"
"Nfat5","0.813","-1.768","0.330","-0.189"
"Fabp5","0.813","-1.768","0.683","-0.253"
"Nipsnap3b","0.813","-1.767","0.285","-0.193"
"Nfyc","0.813","-1.767","0.435","-0.197"
"Ammecr1l","0.813","-1.767","0.252","-0.144"
"Zcchc7","0.813","-1.766","0.195","-0.160"
"Adcy9","0.813","-1.765","0.103","-0.129"
"Ubap2","0.813","-1.765","0.349","-0.190"
"Klf15","0.813","-1.765","0.451","-0.200"
"mt-Cytb","0.813","-1.765","2.913","-0.376"
"Arhgef26","0.813","1.764","5.845e-02","8.777e-02"
"Parm1","0.813","-1.764","0.334","-0.203"
"Rgs10","0.813","1.764","1.381e-02","3.852e-02"
"Ndufb4","0.813","1.764","0.271","0.186"
"Gigyf2","0.813","-1.764","6.022e-02","-7.083e-02"
"Olfml2b","0.813","-1.764","6.393e-02","-7.519e-02"
"Lin52","0.813","-1.764","0.165","-0.130"
"Eml3","0.813","-1.763","0.389","-0.214"
"Klhl7","0.813","-1.763","0.228","-0.137"
"Knop1","0.813","-1.763","0.274","-0.177"
"Ak6","0.813","-1.762","0.392","-0.174"
"Col6a1","0.813","-1.762","6.062e-02","-8.358e-02"
"Bspry","0.813","-1.761","0.156","-0.114"
"Ikzf5","0.813","-1.761","0.215","-0.167"
"Arhgap17","0.813","-1.761","0.170","-0.130"
"Lage3","0.813","-1.761","3.817e-02","-5.262e-02"
"Secisbp2l","0.813","-1.760","0.685","-0.229"
"Jmjd8","0.813","-1.760","0.266","-0.149"
"Hspg2","0.813","-1.759","0.524","-0.228"
"Atoh8","0.813","-1.759","9.854e-02","-0.114"
"Capn13","0.813","-1.758","9.535e-02","-0.131"
"Scyl2","0.813","-1.758","0.373","-0.182"
"Mecom","0.813","-1.758","1.075","-0.293"
"Zfp267","0.813","1.758","0.120","0.155"
"Prkd1","0.813","-1.758","6.719e-02","-8.045e-02"
"Myzap","0.813","1.757","0.629","0.286"
"Rae1","0.813","-1.757","0.248","-0.170"
"Als2cl","0.813","1.756","0.292","0.191"
"BC017158","0.813","-1.756","0.117","-0.106"
"Acsl4","0.813","1.756","6.699e-02","0.135"
"Zfp329","0.813","1.755","4.497e-02","6.856e-02"
"Slc25a33","0.813","-1.755","0.105","-9.867e-02"
"Zbtb34","0.813","-1.755","0.109","-0.103"
"Alg14","0.813","-1.754","0.182","-0.148"
"Nostrin","0.813","-1.754","0.363","-0.178"
"Hp1bp3","0.813","-1.753","0.810","-0.250"
"Tulp3","0.813","1.752","9.450e-02","0.120"
"Bud31","0.813","1.752","0.288","0.206"
"Preb","0.813","-1.751","0.457","-0.208"
"Trmt1","0.813","-1.751","0.164","-0.140"
"Ppdpf","0.813","-1.751","0.396","-0.236"
"Abhd17c","0.813","-1.751","0.278","-0.153"
"Jkamp","0.813","-1.750","0.145","-0.133"
"Suco","0.813","-1.750","9.414e-02","-8.536e-02"
"Gcc1","0.813","-1.750","0.208","-0.151"
"Kremen1","0.813","-1.749","7.599e-02","-8.595e-02"
"Kifc2","0.813","1.748","0.199","0.185"
"Ly96","0.813","-1.748","4.759e-02","-6.562e-02"
"Fpgs","0.813","-1.747","0.286","-0.142"
"Mien1","0.813","-1.747","0.970","-0.298"
"Tusc1","0.813","1.747","0.120","0.132"
"Klhl42","0.813","-1.746","0.137","-0.115"
"Rars","0.813","1.746","0.161","0.149"
"Slc30a5","0.813","-1.746","0.210","-0.132"
"Hpcal1","0.813","1.746","0.303","0.197"
"Ndc1","0.813","-1.745","7.102e-02","-7.530e-02"
"Aak1","0.813","-1.745","0.365","-0.176"
"Chchd7","0.813","-1.745","1.025","-0.287"
"Fam45a","0.813","1.744","0.116","0.107"
"Krt18","0.813","-1.744","1.442","-0.351"
"Pdss1","0.813","-1.744","0.137","-0.123"
"Cops5","0.813","-1.743","0.466","-0.206"
"Sprtn","0.813","-1.743","0.177","-0.133"
"Arhgef25","0.813","1.743","1.881e-02","5.673e-02"
"Ccng1","0.813","1.743","0.563","0.234"
"Cdc34","0.813","-1.743","0.592","-0.200"
"Alcam","0.813","-1.743","0.305","-0.200"
"Prickle4","0.813","1.742","8.797e-02","0.152"
"Cc2d1a","0.813","-1.742","0.270","-0.150"
"Papss1","0.813","1.742","0.338","0.178"
"Nprl2","0.813","-1.742","0.174","-0.141"
"Acta2","0.813","-1.742","7.693e-02","-9.586e-02"
"Hadh","0.813","-1.741","1.267","-0.295"
"Atp5c1","0.813","-1.741","0.508","-0.202"
"Mia","0.813","-1.740","0.145","-0.121"
"Hint1","0.813","-1.740","0.258","-0.156"
"Ndel1","0.813","-1.739","0.281","-0.179"
"Gbp2","0.813","-1.739","3.577e-02","-4.931e-02"
"Krt8","0.813","-1.738","2.420","-0.320"
"Uhrf2","0.813","1.738","0.176","0.149"
"Fkbp2","0.813","-1.737","1.438","-0.314"
"Hdac3","0.813","-1.737","0.336","-0.189"
"Casp6","0.813","-1.737","1.283","-0.363"
"Klf2","0.813","-1.737","7.819e-02","-0.108"
"Tecpr1","0.813","-1.737","0.420","-0.208"
"Naa40","0.813","-1.736","0.325","-0.176"
"Htt","0.813","1.736","0.284","0.196"
"Sde2","0.813","-1.736","0.197","-0.147"
"B4galnt1","0.813","1.735","0.557","0.263"
"Arid3b","0.813","1.735","0.158","0.185"
"Rbsn","0.813","-1.735","9.050e-02","-0.112"
"Fbxw7","0.813","-1.734","0.102","-9.571e-02"
"Polr1a","0.813","1.734","0.230","0.201"
"Gcnt3","0.813","-1.733","0.271","-0.183"
"Anapc5","0.813","-1.733","0.134","-0.115"
"Map3k7","0.813","-1.733","0.151","-0.152"
"Map1lc3b","0.813","-1.733","0.557","-0.226"
"Lin37","0.813","-1.733","0.206","-0.166"
"Siglecf","0.813","1.732","2.850e-02","5.794e-02"
"Galnt10","0.813","1.731","5.425e-02","0.107"
"Mapkapk2","0.813","-1.731","1.012","-0.270"
"Fdx2","0.813","-1.730","0.236","-0.135"
"Fam83c","0.813","-1.730","0.154","-0.113"
"Cxcl10","0.813","1.730","3.356e-02","0.110"
"Sectm1b","0.813","1.730","6.165e-02","0.109"
"Ttll4","0.813","-1.730","3.384e-02","-4.665e-02"
"Mindy1","0.813","-1.730","0.581","-0.217"
"Dnajc25","0.813","-1.730","0.240","-0.159"
"Pthlh","0.813","-1.730","0.506","-0.245"
"Vps54","0.813","-1.729","0.234","-0.145"
"Stard3nl","0.813","-1.729","9.032e-02","-0.106"
"Uba5","0.813","-1.729","0.231","-0.129"
"Erap1","0.813","-1.729","0.164","-0.150"
"Tubgcp3","0.813","1.727","0.233","0.163"
"Crat","0.813","-1.727","0.541","-0.206"
"Epb41l4b","0.813","-1.726","0.700","-0.250"
