"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Sult1c2","7.428e-02","-3.374","0.723","-0.389"
"Zc3h12a","7.595e-02","3.366","0.556","0.347"
"Zfp68","7.727e-02","3.359","6.464e-02","0.108"
"Psmb9","7.934e-02","-3.350","0.377","-0.293"
"Tmem242","8.143e-02","3.341","0.146","0.170"
"Rpp25","8.145e-02","-3.339","0.353","-0.260"
"Emp2","8.145e-02","-3.339","0.269","-0.242"
"Atp5k","8.330e-02","-3.331","0.673","-0.361"
"Tst","8.408e-02","-3.327","0.588","-0.345"
"Dusp4","8.473e-02","3.322","0.395","0.270"
"Stab1","8.473e-02","3.320","3.279e-02","8.905e-02"
"Kcnk10","8.473e-02","-3.319","0.533","-0.358"
"Sgk1","8.473e-02","-3.317","0.618","-0.533"
"Dtx2","8.473e-02","3.316","4.230e-02","9.263e-02"
"Zfp467","8.473e-02","3.316","3.933e-02","9.796e-02"
"Dok4","8.473e-02","-3.316","0.616","-0.335"
"Flot1","8.473e-02","3.315","3.466e-02","8.378e-02"
"Casp7","8.473e-02","-3.314","0.505","-0.315"
"Omp","8.473e-02","3.313","0.863","0.415"
"Marcks","8.639e-02","-3.306","1.495","-0.365"
"Iws1","8.791e-02","3.300","0.136","0.175"
"Slc6a8","8.955e-02","3.292","0.924","0.323"
"Trim3","8.955e-02","3.291","0.100","0.145"
"Runx2","8.955e-02","3.290","4.202e-02","0.109"
"Vasn","8.955e-02","3.290","6.392e-02","0.133"
"S100a11","9.006e-02","-3.287","0.684","-0.364"
"Cldn4","9.044e-02","3.284","0.125","0.203"
"Atp5b","9.147e-02","-3.280","0.519","-0.316"
"Scnn1b","9.250e-02","3.274","0.101","0.184"
"Rasa2","9.250e-02","3.274","0.339","0.281"
"Alas1","9.447e-02","-3.267","0.827","-0.388"
"Slc30a4","9.507e-02","3.264","0.477","0.275"
"Tjp2","9.743e-02","3.253","1.067","0.367"
"Maz","9.743e-02","3.252","8.583e-02","0.115"
"Tppp3","9.743e-02","-3.251","0.265","-0.295"
"Proz","9.743e-02","-3.251","0.292","-0.273"
"Fhad1","9.743e-02","3.251","3.170e-02","7.915e-02"
"Ndfip2","9.822e-02","3.247","0.144","0.176"
"Slc16a3","0.101","3.238","0.153","0.208"
"Per3","0.102","3.235","4.196e-02","0.110"
"Atp11a","0.102","3.234","0.135","0.173"
"AU022252","0.102","3.232","4.560e-02","0.114"
"Impact","0.102","3.231","9.693e-02","0.171"
"Tfcp2l1","0.102","3.228","0.991","0.361"
"Slc22a21","0.103","3.225","4.689e-02","0.107"
"Dapk2","0.103","3.224","0.551","0.348"
"Mthfsd","0.105","3.217","0.131","0.170"
"Pias4","0.105","3.217","0.170","0.168"
"Pgd","0.105","-3.214","1.143","-0.370"
"Efna1","0.106","3.209","0.657","0.370"
"Gmds","0.106","-3.209","0.624","-0.355"
"Gpsm1","0.106","3.208","0.153","0.198"
"Parp10","0.107","-3.205","0.286","-0.313"
"Cdk13","0.108","3.201","0.256","0.206"
"Stradb","0.108","3.199","0.101","0.144"
"Ezr","0.109","-3.196","2.547","-0.330"
"Tnip3","0.109","3.196","6.766e-02","0.168"
"Adam9","0.109","3.194","0.812","0.309"
"Stn1","0.110","3.189","0.153","0.207"
