"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Tmem41b","1","-1.153","0.202","-0.107"
"Gpr52","1","-1.153","1.570e-02","-2.848e-02"
"Syk","1","-1.153","0.232","-0.124"
"Sp3","1","-1.153","0.309","-0.142"
"Wdr81","1","-1.152","0.147","-9.839e-02"
"Cisd1","1","1.152","0.147","9.141e-02"
"Serpinf2","1","-1.152","3.038e-02","-5.510e-02"
"Rnf183","1","-1.152","1.531e-02","-2.776e-02"
"Thada","1","-1.151","0.189","-0.110"
"Wsb2","1","1.151","0.152","9.725e-02"
"Hypm","1","-1.151","3.679e-02","-4.673e-02"
"Pigb","1","1.151","0.105","8.826e-02"
"Aldh16a1","1","1.151","7.946e-02","6.476e-02"
"Zfp641","1","-1.151","2.168e-02","-3.932e-02"
"Pola1","1","-1.150","8.175e-02","-7.837e-02"
"Pcdhb16","1","-1.150","1.540e-02","-2.793e-02"
"Ppm1f","1","-1.150","0.115","-8.658e-02"
"Pld3","1","-1.149","0.261","-0.120"
"Ranbp2","1","-1.149","0.806","-0.191"
"Ppp1r35","1","1.149","0.230","0.136"
"Usp35","1","-1.149","0.110","-8.023e-02"
"Cep55","1","-1.149","1.549e-02","-2.809e-02"
"Trappc12","1","1.148","0.332","0.153"
"Mindy3","1","-1.148","0.245","-0.130"
"Rint1","1","1.148","0.705","0.200"
"Drg2","1","-1.148","0.310","-0.142"
"Spata1","1","1.148","0.136","9.204e-02"
"Slc38a1","1","-1.147","0.703","-0.206"
"Asb3","1","1.147","0.185","0.119"
"Dok4","1","-1.147","0.134","-9.058e-02"
"Acin1","1","-1.147","0.635","-0.175"
"Mal","1","1.146","0.329","0.140"
"Sphk1","1","-1.146","2.913e-02","-3.668e-02"
"Inpp4a","1","-1.146","0.466","-0.176"
"Fbxw4","1","-1.145","4.080e-02","-4.100e-02"
"Dhrs11","1","-1.145","0.137","-8.245e-02"
"Ccdc69","1","-1.145","9.047e-03","-1.641e-02"
"Snrpd1","1","-1.145","0.172","-9.485e-02"
"Pdia3","1","-1.145","0.995","-0.226"
"Dact2","1","-1.144","5.874e-02","-5.282e-02"
"Atad3a","1","1.144","0.533","0.179"
"Cldn15","1","1.144","5.889e-02","7.987e-02"
"Wdr75","1","1.143","8.954e-02","7.842e-02"
"Bloc1s5","1","1.143","5.334e-02","5.535e-02"
"Sytl2","1","1.143","0.373","0.154"
"Commd8","1","1.143","0.141","9.449e-02"
"Fnip2","1","-1.143","0.398","-0.162"
"Fyn","1","-1.143","1.365e-02","-2.476e-02"
"Tubb5","1","-1.143","0.152","-9.455e-02"
"Trim23","1","-1.143","1.522e-02","-2.761e-02"
"Trappc4","1","-1.142","0.252","-0.125"
"Scap","1","-1.142","0.406","-0.151"
"Dio1","1","-1.142","1.523e-02","-2.762e-02"
"Tmem119","1","-1.142","1.523e-02","-2.762e-02"
"Rab6b","1","-1.142","1.523e-02","-2.762e-02"
"Tstd3","1","-1.142","1.646e-02","-2.985e-02"
"Mterf2","1","-1.142","1.646e-02","-2.985e-02"
"Atp1b3","1","-1.142","0.201","-0.111"
"Gemin2","1","-1.141","0.108","-8.023e-02"
"Taf12","1","1.141","5.357e-02","5.192e-02"
"Kcnf1","1","-1.141","1.650e-02","-2.993e-02"
"Kdm4b","1","-1.141","0.235","-0.117"
"Dglucy","1","1.141","0.131","0.106"
"Dlg4","1","-1.141","6.397e-02","-7.492e-02"
"Serpinc1","1","-1.140","1.656e-02","-3.002e-02"
"Ppp2r5d","1","-1.140","0.272","-0.142"
"Tom1","1","1.140","0.167","0.104"
"Fancm","1","-1.140","8.276e-02","-7.800e-02"
"Blm","1","-1.140","1.852e-02","-3.360e-02"
"Tmem213","1","-1.140","0.147","-8.966e-02"
"Ankrd12","1","-1.140","0.100","-9.158e-02"
"Fam118a","1","-1.140","1.609e-02","-2.918e-02"
"Ehbp1l1","1","-1.140","0.296","-0.138"
"Baiap2l1","1","1.140","0.713","0.205"
"Smim24","1","1.139","0.258","0.135"
"Sh2d2a","1","-1.138","2.711e-02","-4.916e-02"
"Ptpn1","1","1.138","0.204","0.111"
"Fkbp9","1","-1.138","0.621","-0.176"
"mt-Atp8","1","-1.138","1.080","-0.287"
"Dcaf1","1","1.137","0.253","0.131"
"Stat1","1","-1.137","0.299","-0.153"
"Exoc7","1","1.137","0.391","0.160"
"Tbpl1","1","1.137","0.335","0.137"
"Cct7","1","-1.137","0.132","-8.946e-02"
"Prmt7","1","-1.136","0.176","-0.102"
"Tmem198b","1","1.136","0.161","0.114"
"Btbd8","1","1.136","8.914e-02","7.498e-02"
"B4galt2","1","-1.135","1.892e-02","-3.431e-02"
"Ncam1","1","-1.135","1.892e-02","-3.431e-02"
"Doc2b","1","-1.135","1.892e-02","-3.431e-02"
"Phactr4","1","1.135","0.284","0.132"
"Angel1","1","-1.135","4.469e-02","-4.436e-02"
"Aox1","1","-1.135","1.643e-02","-2.980e-02"
"Sbf2","1","-1.135","0.204","-0.119"
"Zmynd19","1","1.135","0.118","9.187e-02"
"Zfyve1","1","1.135","0.221","0.132"
"Mppe1","1","1.134","0.131","0.104"
"Emp1","1","-1.134","0.160","-0.105"
"Srgap3","1","-1.134","0.190","-0.106"
"Gvin1","1","1.133","6.091e-02","6.285e-02"
"Large2","1","-1.133","0.264","-0.133"
"Traf3ip3","1","1.133","6.483e-02","6.998e-02"
"Rpp40","1","-1.133","1.709e-02","-3.099e-02"
"Tmem63a","1","-1.133","1.080","-0.214"
"Yipf6","1","-1.133","0.390","-0.145"
"Aco1","1","-1.133","0.417","-0.147"
"Uhrf1bp1l","1","-1.133","0.204","-0.119"
"Parm1","1","-1.133","0.331","-0.132"
"Fahd2a","1","1.133","0.143","9.354e-02"
"Scnn1a","1","-1.133","0.122","-8.166e-02"
"Tor1aip1","1","-1.132","0.244","-0.122"
"Trappc9","1","-1.132","0.317","-0.139"
"Larp1b","1","1.132","0.533","0.173"
"Med15","1","1.132","0.520","0.163"
"Prima1","1","1.132","4.643e-02","5.623e-02"
"Ehd1","1","1.132","0.138","0.102"
"Gtf2ird1","1","-1.132","0.416","-0.152"
"Gpr180","1","-1.132","0.245","-0.119"
"Tspo2","1","-1.131","2.727e-02","-3.330e-02"
"Acsm3","1","-1.131","0.311","-0.150"
"Arhgef26","1","1.131","0.614","0.189"
"Ppp1r13l","1","-1.130","0.111","-9.501e-02"
"Cdh1","1","-1.130","0.785","-0.202"
"Hipk2","1","1.130","0.283","0.146"
"Dusp19","1","-1.129","9.393e-02","-7.972e-02"
"Zfp426","1","-1.129","7.624e-02","-7.264e-02"
"Phc1","1","1.129","0.164","0.102"
"Hnrnpul1","1","1.129","0.925","0.214"
"Mcm3ap","1","1.129","3.067e-02","4.265e-02"
"Rgs12","1","1.129","0.110","8.989e-02"
"Tmem161a","1","1.128","0.278","0.134"
"Tead3","1","1.128","0.239","0.124"
"Wdr73","1","1.128","0.108","9.580e-02"
"Tyw5","1","1.128","7.365e-02","6.725e-02"
"Men1","1","1.128","0.151","9.837e-02"
"Saraf","1","-1.127","0.276","-0.114"
"Pkp1","1","-1.127","1.704e-02","-3.089e-02"
"Ddx18","1","-1.127","0.135","-8.782e-02"
"Ralgapa1","1","-1.127","0.433","-0.156"
"Fam89b","1","1.126","0.150","0.102"
"BC003965","1","1.126","0.431","0.164"
"Swap70","1","-1.126","0.187","-0.120"
"Topbp1","1","-1.126","0.148","-9.606e-02"
"Vps16","1","1.126","0.665","0.201"
"Prdm16","1","-1.126","7.402e-02","-6.900e-02"
"Ttc38","1","-1.126","9.750e-02","-7.158e-02"
"Flt3l","1","-1.126","0.171","-0.105"
"Pcdhb11","1","-1.126","2.555e-02","-4.634e-02"
"Gmeb2","1","1.125","0.464","0.162"
"Ptpro","1","1.125","8.761e-02","7.514e-02"
"Nipal2","1","1.124","0.522","0.176"
"Bccip","1","-1.124","0.598","-0.167"
"Mcu","1","-1.124","0.302","-0.132"
"Letmd1","1","-1.123","0.258","-0.132"
"Rpp25l","1","-1.123","0.128","-7.677e-02"
"Fech","1","1.123","0.317","0.138"
"Hectd2","1","-1.123","0.128","-9.196e-02"
"Mnd1","1","-1.122","1.808e-02","-3.279e-02"
"Btg2","1","-1.122","0.753","-0.202"
"Rbm25","1","1.122","0.868","0.199"
"Adcy2","1","1.121","0.259","0.133"
"Cd302","1","1.121","2.906e-02","4.905e-02"
"Senp2","1","-1.121","0.172","-9.355e-02"
"Pttg1ip","1","1.121","0.799","0.212"
"Rflna","1","1.121","0.397","0.173"
"Snx32","1","-1.121","6.424e-02","-6.243e-02"
"Rubcn","1","-1.121","0.204","-0.111"
"Carmil1","1","-1.121","0.232","-0.122"
"Arhgap28","1","1.121","4.224e-02","4.689e-02"
"Hip1","1","-1.121","3.481e-02","-6.314e-02"
"Gramd1a","1","-1.120","0.430","-0.152"
"Bbs4","1","-1.120","7.992e-02","-8.245e-02"
"Plpbp","1","1.120","0.644","0.197"
"Sept6","1","-1.120","1.684e-02","-3.055e-02"
"Rnf39","1","-1.119","1.687e-02","-3.059e-02"
"Tomm6","1","-1.119","0.349","-0.146"
"Slc35b1","1","-1.119","0.184","-9.858e-02"
"Ppp1r12b","1","1.119","0.101","7.625e-02"
"Invs","1","-1.119","2.674e-02","-3.235e-02"
"Myl9","1","-1.119","3.728e-02","-4.762e-02"
"Rsph9","1","-1.118","0.320","-0.142"
"Abraxas2","1","-1.118","0.122","-7.904e-02"
"Rnf150","1","-1.118","0.156","-0.106"
"Qtrt2","1","1.118","0.219","0.118"
"Hebp2","1","-1.118","6.698e-02","-6.896e-02"
"Ccnd1","1","-1.118","0.273","-0.128"
"Cdc25b","1","1.118","0.318","0.151"
"Pfn2","1","1.117","2.427e-02","3.192e-02"
"Tgds","1","1.116","8.546e-02","6.522e-02"
"St3gal1","1","-1.116","3.610e-02","-4.548e-02"
"Tuba1b","1","-1.115","0.138","-8.329e-02"
"Bag5","1","-1.114","0.200","-0.102"
"Exoc3","1","-1.114","0.332","-0.136"
"Cep97","1","-1.114","1.552e-02","-2.814e-02"
"Catsper2","1","-1.114","2.835e-02","-3.880e-02"
"Dolk","1","-1.114","7.489e-02","-5.645e-02"
"BC005537","1","-1.114","0.632","-0.181"
"Pip4k2b","1","1.114","0.101","8.257e-02"
"Pcnx3","1","-1.113","0.529","-0.163"
"Mroh1","1","1.113","0.529","0.169"
"Prkar1a","1","-1.113","0.379","-0.147"
"Asna1","1","-1.113","0.114","-7.558e-02"
"Sptssb","1","1.113","0.177","0.117"
"St7","1","-1.113","0.136","-8.454e-02"
"Lrfn4","1","-1.112","0.315","-0.134"
"Grpel2","1","-1.112","0.122","-9.245e-02"
"Foxn2","1","-1.112","0.263","-0.128"
"Asf1a","1","-1.112","5.581e-02","-5.362e-02"
"Usp18","1","-1.112","0.109","-8.702e-02"
"Ccdc58","1","-1.112","0.255","-0.123"
"Gip","1","1.112","7.261e-02","0.162"
"Rgs4","1","1.112","3.999e-02","8.915e-02"
"AY761184","1","1.112","3.889e-02","8.669e-02"
"Ang4","1","1.112","3.889e-02","8.669e-02"
"Scg2","1","1.112","3.364e-02","7.499e-02"
"Mrln","1","1.112","3.364e-02","7.499e-02"
"Plcxd3","1","1.112","3.364e-02","7.499e-02"
"Phf7","1","1.112","2.804e-02","6.250e-02"
"Aplnr","1","1.112","2.773e-02","6.181e-02"
"Cacnb2","1","1.112","2.742e-02","6.111e-02"
"Disp2","1","1.112","2.742e-02","6.111e-02"
"Lrrc39","1","1.112","2.742e-02","6.111e-02"
"Brsk1","1","1.112","2.742e-02","6.111e-02"
"Tat","1","1.112","2.742e-02","6.111e-02"
"Ccsap","1","1.112","2.742e-02","6.111e-02"
"Acot12","1","1.112","2.742e-02","6.111e-02"
"Baiap3","1","1.112","2.742e-02","6.111e-02"
"Tex43","1","1.112","2.742e-02","6.111e-02"
"Skint9","1","1.112","2.715e-02","6.053e-02"
"Ttc29","1","1.112","2.715e-02","6.053e-02"
"Dpy19l2","1","1.112","2.715e-02","6.053e-02"
"Gdf9","1","1.112","2.715e-02","6.053e-02"
"Hgd","1","1.112","2.715e-02","6.053e-02"
"Npbwr1","1","1.112","2.672e-02","5.957e-02"
"Slco5a1","1","1.112","2.672e-02","5.957e-02"
"Khdrbs2","1","1.112","2.672e-02","5.957e-02"
"Chst10","1","1.112","2.672e-02","5.957e-02"
"Fev","1","1.112","2.672e-02","5.957e-02"
"Brinp2","1","1.112","2.672e-02","5.957e-02"
"Klhdc9","1","1.112","2.672e-02","5.957e-02"
"Il1f10","1","1.112","2.672e-02","5.957e-02"
"Mpped2","1","1.112","2.672e-02","5.957e-02"
"Wfdc13","1","1.112","2.672e-02","5.957e-02"
"Il7","1","1.112","2.672e-02","5.957e-02"
"Med12l","1","1.112","2.672e-02","5.957e-02"
"Vmn2r6","1","1.112","2.672e-02","5.957e-02"
"Fcrl5","1","1.112","2.672e-02","5.957e-02"
"Ubl4b","1","1.112","2.672e-02","5.957e-02"
"Stpg2","1","1.112","2.672e-02","5.957e-02"
"Nppa","1","1.112","2.672e-02","5.957e-02"
"Corin","1","1.112","2.672e-02","5.957e-02"
"Mettl27","1","1.112","2.672e-02","5.957e-02"
"Noto","1","1.112","2.672e-02","5.957e-02"
"Vmn2r22","1","1.112","2.672e-02","5.957e-02"
"Erp27","1","1.112","2.672e-02","5.957e-02"
"Gipr","1","1.112","2.672e-02","5.957e-02"
"Dll3","1","1.112","2.672e-02","5.957e-02"
"Hamp2","1","1.112","2.672e-02","5.957e-02"
"Klk9","1","1.112","2.672e-02","5.957e-02"
"Cpt1c","1","1.112","2.672e-02","5.957e-02"
"Mrgpra2a","1","1.112","2.672e-02","5.957e-02"
"Olfr684","1","1.112","2.672e-02","5.957e-02"
"Olfr2","1","1.112","2.672e-02","5.957e-02"
"Qprt","1","1.112","2.672e-02","5.957e-02"
"Itgad","1","1.112","2.672e-02","5.957e-02"
"Olfr522","1","1.112","2.672e-02","5.957e-02"
"Cd163l1","1","1.112","2.672e-02","5.957e-02"
"Tspan32","1","1.112","2.672e-02","5.957e-02"
"Nme9","1","1.112","2.672e-02","5.957e-02"
"Neurod4","1","1.112","2.672e-02","5.957e-02"
"Olfr223","1","1.112","2.672e-02","5.957e-02"
"Csf3","1","1.112","2.672e-02","5.957e-02"
"Sstr1","1","1.112","2.672e-02","5.957e-02"
"Serpina3a","1","1.112","2.672e-02","5.957e-02"
"Tcrg-V6","1","1.112","2.672e-02","5.957e-02"
"Olfr1364","1","1.112","2.672e-02","5.957e-02"
"Vmn1r200","1","1.112","2.672e-02","5.957e-02"
"Gpr150","1","1.112","2.672e-02","5.957e-02"
"Olfr731","1","1.112","2.672e-02","5.957e-02"
"Olfr733","1","1.112","2.672e-02","5.957e-02"
"Olfr742","1","1.112","2.672e-02","5.957e-02"
"Gjb6","1","1.112","2.672e-02","5.957e-02"
"Gmnc","1","1.112","2.672e-02","5.957e-02"
"Pxt1","1","1.112","2.672e-02","5.957e-02"
"Slc22a28","1","1.112","2.672e-02","5.957e-02"
"Pax2","1","1.112","2.672e-02","5.957e-02"
"Col17a1","1","1.112","2.672e-02","5.957e-02"
"Creb3l3","1","1.112","2.636e-02","5.876e-02"
"Amn","1","1.112","2.636e-02","5.876e-02"
"Tceal1","1","1.112","2.516e-02","5.609e-02"
"Wnt2","1","1.112","2.479e-02","5.527e-02"
"Hrct1","1","1.112","2.412e-02","5.376e-02"
"Zfp975","1","1.112","2.408e-02","5.368e-02"
"Reln","1","1.112","2.270e-02","5.061e-02"
"Ankrd55","1","1.112","2.270e-02","5.061e-02"
"Ncs1","1","1.112","2.233e-02","4.979e-02"
"Zc2hc1c","1","1.112","2.195e-02","4.894e-02"
"Efcab12","1","1.112","2.172e-02","4.842e-02"
"Ticrr","1","1.112","2.172e-02","4.842e-02"
"S100z","1","1.112","2.172e-02","4.842e-02"
"Pou4f1","1","1.112","2.172e-02","4.842e-02"
"Recql4","1","1.112","2.172e-02","4.842e-02"
"Cubn","1","1.112","2.117e-02","4.720e-02"
"Adamtsl2","1","1.112","2.117e-02","4.720e-02"
"Olfr338","1","1.112","2.117e-02","4.720e-02"
"Chrna1","1","1.112","2.117e-02","4.720e-02"
"Olfr1006","1","1.112","2.117e-02","4.720e-02"
"Olfr1168","1","1.112","2.117e-02","4.720e-02"
"Olfr1233","1","1.112","2.117e-02","4.720e-02"
"Elf5","1","1.112","2.117e-02","4.720e-02"
"Fsip1","1","1.112","2.117e-02","4.720e-02"
"Zfp334","1","1.112","2.117e-02","4.720e-02"
"Cyp7a1","1","1.112","2.117e-02","4.720e-02"
"Gdf6","1","1.112","2.117e-02","4.720e-02"
"Msmp","1","1.112","2.117e-02","4.720e-02"
"Actl7b","1","1.112","2.117e-02","4.720e-02"
"Mup6","1","1.112","2.117e-02","4.720e-02"
"Oxct2b","1","1.112","2.117e-02","4.720e-02"
"Heyl","1","1.112","2.117e-02","4.720e-02"
"Epha10","1","1.112","2.117e-02","4.720e-02"
"Pla2g2d","1","1.112","2.117e-02","4.720e-02"
"Lrrc17","1","1.112","2.117e-02","4.720e-02"
"Yipf7","1","1.112","2.117e-02","4.720e-02"
"Ugt2b37","1","1.112","2.117e-02","4.720e-02"
"Npffr2","1","1.112","2.117e-02","4.720e-02"
"Cplx1","1","1.112","2.117e-02","4.720e-02"
"Cryba4","1","1.112","2.117e-02","4.720e-02"
"Adam1b","1","1.112","2.117e-02","4.720e-02"
"Zan","1","1.112","2.117e-02","4.720e-02"
"Actl6b","1","1.112","2.117e-02","4.720e-02"
"Flt1","1","1.112","2.117e-02","4.720e-02"
"Fbln2","1","1.112","2.117e-02","4.720e-02"
"Oxtr","1","1.112","2.117e-02","4.720e-02"
"Mug2","1","1.112","2.117e-02","4.720e-02"
"Kcna6","1","1.112","2.117e-02","4.720e-02"
"Olr1","1","1.112","2.117e-02","4.720e-02"
"Tas2r115","1","1.112","2.117e-02","4.720e-02"
"Vmn1r58","1","1.112","2.117e-02","4.720e-02"
"Olfr1336","1","1.112","2.117e-02","4.720e-02"
"Aurkc","1","1.112","2.117e-02","4.720e-02"
"Zscan4d","1","1.112","2.117e-02","4.720e-02"
"Ceacam13","1","1.112","2.117e-02","4.720e-02"
"Vmn1r113","1","1.112","2.117e-02","4.720e-02"
"Cyp2b10","1","1.112","2.117e-02","4.720e-02"
"Ffar3","1","1.112","2.117e-02","4.720e-02"
"Saa4","1","1.112","2.117e-02","4.720e-02"
"Saa2","1","1.112","2.117e-02","4.720e-02"
"Ldhc","1","1.112","2.117e-02","4.720e-02"
"Olfr310","1","1.112","2.117e-02","4.720e-02"
"Olfr307","1","1.112","2.117e-02","4.720e-02"
"Olfr298","1","1.112","2.117e-02","4.720e-02"
"Ccdc81","1","1.112","2.117e-02","4.720e-02"
"Olfr578","1","1.112","2.117e-02","4.720e-02"
"Olfr594","1","1.112","2.117e-02","4.720e-02"
"Olfr608","1","1.112","2.117e-02","4.720e-02"
"Olfr615","1","1.112","2.117e-02","4.720e-02"
"Olfr64","1","1.112","2.117e-02","4.720e-02"
"Olfr644","1","1.112","2.117e-02","4.720e-02"
"Olfr667","1","1.112","2.117e-02","4.720e-02"
"Olfr694","1","1.112","2.117e-02","4.720e-02"
"Olfr699","1","1.112","2.117e-02","4.720e-02"
"Olfr700","1","1.112","2.117e-02","4.720e-02"
"Ovch2","1","1.112","2.117e-02","4.720e-02"
"Olfr497","1","1.112","2.117e-02","4.720e-02"
"Calca","1","1.112","2.117e-02","4.720e-02"
"Zkscan2","1","1.112","2.117e-02","4.720e-02"
"Olfr527","1","1.112","2.117e-02","4.720e-02"
"Krtap5-2","1","1.112","2.117e-02","4.720e-02"
"Fgf20","1","1.112","2.117e-02","4.720e-02"
"Cib3","1","1.112","2.117e-02","4.720e-02"
"Olfr370","1","1.112","2.117e-02","4.720e-02"
"Irx6","1","1.112","2.117e-02","4.720e-02"
"Olfr843","1","1.112","2.117e-02","4.720e-02"
"Olfr847","1","1.112","2.117e-02","4.720e-02"
"Olfr851","1","1.112","2.117e-02","4.720e-02"
"S1pr5","1","1.112","2.117e-02","4.720e-02"
"Ddx25","1","1.112","2.117e-02","4.720e-02"
"Olfr913","1","1.112","2.117e-02","4.720e-02"
"Olfr922","1","1.112","2.117e-02","4.720e-02"
"Olfr937","1","1.112","2.117e-02","4.720e-02"
"BC049352","1","1.112","2.117e-02","4.720e-02"
"Slc22a14","1","1.112","2.117e-02","4.720e-02"
"Ccr1l1","1","1.112","2.117e-02","4.720e-02"
"Nmbr","1","1.112","2.117e-02","4.720e-02"
"Il22ra2","1","1.112","2.117e-02","4.720e-02"
"Taar8b","1","1.112","2.117e-02","4.720e-02"
"Rsph4a","1","1.112","2.117e-02","4.720e-02"
"Col10a1","1","1.112","2.117e-02","4.720e-02"
"Wasf1","1","1.112","2.117e-02","4.720e-02"
"Adcy1","1","1.112","2.117e-02","4.720e-02"
"Zpbp","1","1.112","2.117e-02","4.720e-02"
"Hbq1a","1","1.112","2.117e-02","4.720e-02"
"Rcvrn","1","1.112","2.117e-02","4.720e-02"
"Neurod2","1","1.112","2.117e-02","4.720e-02"
"Krtap16-1","1","1.112","2.117e-02","4.720e-02"
"Cntnap1","1","1.112","2.117e-02","4.720e-02"
"Vmn1r222","1","1.112","2.117e-02","4.720e-02"
"Slc45a2","1","1.112","2.117e-02","4.720e-02"
"Ctnnd2","1","1.112","2.117e-02","4.720e-02"
"Tspyl5","1","1.112","2.117e-02","4.720e-02"
"Sept3","1","1.112","2.117e-02","4.720e-02"
"Olfr15","1","1.112","2.117e-02","4.720e-02"
"Gp1bb","1","1.112","2.117e-02","4.720e-02"
"Iglc2","1","1.112","2.117e-02","4.720e-02"
"Zpld1","1","1.112","2.117e-02","4.720e-02"
"Abi3bp","1","1.112","2.117e-02","4.720e-02"
"Olfr178","1","1.112","2.117e-02","4.720e-02"
"Olfr203","1","1.112","2.117e-02","4.720e-02"
"Tmprss15","1","1.112","2.117e-02","4.720e-02"
"Krtap19-3","1","1.112","2.117e-02","4.720e-02"
"Krtap6-3","1","1.112","2.117e-02","4.720e-02"
"Cd248","1","1.112","2.117e-02","4.720e-02"
"Trpm6","1","1.112","2.117e-02","4.720e-02"
"Btbd35f17","1","1.112","2.117e-02","4.720e-02"
"Btbd35f7","1","1.112","2.117e-02","4.720e-02"
"Gpr34","1","1.112","2.117e-02","4.720e-02"
"Spin2f","1","1.112","2.117e-02","4.720e-02"
"Btbd35f12","1","1.112","2.117e-02","4.720e-02"
"Btbd35f14","1","1.112","2.117e-02","4.720e-02"
"Fgf16","1","1.112","2.117e-02","4.720e-02"
"Pip5kl1","1","1.112","2.042e-02","4.553e-02"
"Hpd","1","1.112","2.042e-02","4.553e-02"
"Akr1b7","1","1.112","2.042e-02","4.553e-02"
"Clba1","1","1.112","2.042e-02","4.553e-02"
"Zfpm2","1","1.112","2.042e-02","4.553e-02"
"Ogfrl1","1","1.112","2.026e-02","4.516e-02"
"Zscan18","1","1.112","2.026e-02","4.516e-02"
"B3gnt6","1","1.112","2.026e-02","4.516e-02"
"Adamts19","1","1.112","2.026e-02","4.516e-02"
"Hal","1","1.112","1.962e-02","4.373e-02"
"Wfikkn2","1","1.112","1.962e-02","4.373e-02"
"Fmo3","1","1.112","1.951e-02","4.350e-02"
"Ccdc173","1","1.112","1.951e-02","4.350e-02"
"Gucy1a1","1","1.112","1.951e-02","4.350e-02"
"Mxra8","1","1.112","1.951e-02","4.350e-02"
"Vmn1r84","1","1.112","1.951e-02","4.350e-02"
"Vmn1r179","1","1.112","1.951e-02","4.350e-02"
"Vat1l","1","1.112","1.951e-02","4.350e-02"
"Wnt7b","1","1.112","1.951e-02","4.350e-02"
"Emp2","1","1.112","1.951e-02","4.350e-02"
"Hs6st2","1","1.112","1.951e-02","4.350e-02"
"Actl10","1","1.112","1.950e-02","4.347e-02"
"Cebpe","1","1.112","1.947e-02","4.339e-02"
"Spo11","1","1.112","1.932e-02","4.306e-02"
"Zpbp2","1","1.112","1.932e-02","4.306e-02"
"Zfp184","1","1.112","1.932e-02","4.306e-02"
"Cd164l2","1","1.112","1.930e-02","4.301e-02"
"Igfals","1","1.112","1.930e-02","4.301e-02"
"Art3","1","1.112","1.916e-02","4.270e-02"
"Dact3","1","1.112","1.916e-02","4.270e-02"
"Ccdc8","1","1.112","1.916e-02","4.270e-02"
"Nt5dc2","1","1.112","1.916e-02","4.270e-02"
"Nme5","1","1.112","1.916e-02","4.270e-02"
"Ifit3","1","1.112","1.916e-02","4.270e-02"
"Il4i1","1","1.112","1.894e-02","4.222e-02"
"Camk2a","1","1.112","1.894e-02","4.222e-02"
"Sox17","1","1.112","1.874e-02","4.178e-02"
"Apcs","1","1.112","1.874e-02","4.178e-02"
"Olfr1052","1","1.112","1.874e-02","4.178e-02"
"Ibsp","1","1.112","1.874e-02","4.178e-02"
"Slc46a3","1","1.112","1.874e-02","4.178e-02"
"C1ra","1","1.112","1.874e-02","4.178e-02"
"Rln3","1","1.112","1.874e-02","4.178e-02"
"Oprm1","1","1.112","1.874e-02","4.178e-02"
"Kcnh4","1","1.112","1.874e-02","4.178e-02"
"Dnah17","1","1.112","1.874e-02","4.178e-02"
"Tmem179","1","1.112","1.874e-02","4.178e-02"
"Pcdhb8","1","1.112","1.874e-02","4.178e-02"
"Olfr1424","1","1.112","1.874e-02","4.178e-02"
"Nkx2-3","1","1.112","1.874e-02","4.178e-02"
"Spin2g","1","1.112","1.874e-02","4.178e-02"
"Ninl","1","1.112","1.863e-02","4.152e-02"
"Gpr160","1","1.112","1.863e-02","4.152e-02"
"Mamstr","1","1.112","1.863e-02","4.152e-02"
"Cacna2d2","1","1.112","1.863e-02","4.152e-02"
"Msc","1","1.112","1.832e-02","4.084e-02"
"Pcdh7","1","1.112","1.832e-02","4.084e-02"
"St3gal2","1","1.112","1.832e-02","4.084e-02"
"Cfap300","1","1.112","1.832e-02","4.084e-02"
"Gpr135","1","1.112","1.832e-02","4.084e-02"
"Katnal2","1","1.112","1.830e-02","4.080e-02"
"Hcst","1","1.112","1.823e-02","4.063e-02"
"Krtap8-1","1","1.112","1.823e-02","4.063e-02"
"Pabpc2","1","1.112","1.783e-02","3.975e-02"
"Dnajc17","1","1.112","1.737e-02","3.873e-02"
"Rab30","1","1.112","1.737e-02","3.873e-02"
"Dock3","1","1.112","1.737e-02","3.873e-02"
"Slc16a14","1","1.112","1.729e-02","3.854e-02"
"Reg3d","1","1.112","1.729e-02","3.854e-02"
"Cuzd1","1","1.112","1.729e-02","3.854e-02"
"Slc38a3","1","1.112","1.729e-02","3.854e-02"
"Pah","1","1.112","1.729e-02","3.854e-02"
"Gls2","1","1.112","1.729e-02","3.854e-02"
"Flvcr2","1","1.112","1.729e-02","3.854e-02"
"Rnf180","1","1.112","1.729e-02","3.854e-02"
"Ranbp3l","1","1.112","1.729e-02","3.854e-02"
"Zfp37","1","1.112","1.692e-02","3.772e-02"
"Ston1","1","1.112","1.692e-02","3.772e-02"
"Moap1","1","1.112","1.666e-02","3.713e-02"
"Kantr","1","1.112","1.666e-02","3.713e-02"
"Phpt1","1","1.112","1.633e-02","3.639e-02"
"Zfp964","1","1.112","1.633e-02","3.639e-02"
"Fam186b","1","1.112","1.633e-02","3.639e-02"
"Pdgfrb","1","1.112","1.633e-02","3.639e-02"
"Spin2c","1","1.112","1.633e-02","3.639e-02"
"Bdnf","1","1.112","1.614e-02","3.597e-02"
"Map6","1","1.112","1.614e-02","3.597e-02"
"Erich6","1","1.112","1.593e-02","3.550e-02"
"Erich4","1","1.112","1.593e-02","3.550e-02"
"Vmn2r60","1","1.112","1.593e-02","3.550e-02"
"Dtl","1","1.112","1.576e-02","3.512e-02"
"Slc27a2","1","1.112","1.576e-02","3.512e-02"
