"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"mt-Nd4l",0.646656919557568,1.83334588799278,2.9319193084097,0.00418123929988743,0.496267997733344,-4.75181589836651
"Haus6",0.218669172819943,0.207601046399165,2.92975067739156,0.00420815685881188,0.496267997733344,-4.75772382086002
"Rbm17",-0.325483213260932,0.964086947782359,-2.92492335039645,0.00426864862242889,0.496267997733344,-4.77086152990524
"Tbc1d23",0.216458196142201,0.228313327050755,2.92303662010921,0.00429250824954796,0.496267997733344,-4.77599136600383
"Rcbtb1",0.296491616592845,0.467856094234358,2.92230773990367,0.00430175850855592,0.496267997733344,-4.7779723743954
"Tjp2",0.35852403655995,1.27737620033306,2.92092914584753,0.00431930450923391,0.496267997733344,-4.78171808949405
"Ap3m1",0.207200771386112,0.176156588276282,2.91505239632273,0.00439484191301873,0.496267997733344,-4.79766884269484
"Thap3",0.246155430763602,0.256050696146717,2.91419775877578,0.00440592776357529,0.496267997733344,-4.79998625786482
"Nectin1",-0.144111612611278,0.127883729104892,-2.91368460158961,0.00441259648934342,0.496267997733344,-4.8013774478061
"Map2k2",-0.352985267337077,1.08063963469747,-2.91367429101913,0.0044127305753072,0.496267997733344,-4.80140539806542
"Peak1",-0.195487742105121,0.175494076132283,-2.9136495250053,0.00441305266541416,0.496267997733344,-4.8014725343116
"Trp53bp1",0.236905750400597,0.316174522993102,2.91355384876811,0.00441429716934697,0.496267997733344,-4.80173189100908
"Bag3",-0.249065860783261,0.34349383066534,-2.9123671964451,0.0044297593501708,0.496267997733344,-4.80494804131927
"Dgat1",0.246359567032774,0.261755060327198,2.91139054259384,0.00444252259437355,0.496267997733344,-4.80759421041503
"Smpd4",0.240271885405141,0.268378797363604,2.91028836026115,0.00445696691132313,0.496267997733344,-4.81057959094442
"Gsdma2",0.265483343909262,0.271567145432104,2.90904711824668,0.00447328534331204,0.496267997733344,-4.81394048897114
"Dbn1",0.216715336735213,0.162825035582985,2.90864194060099,0.0044786240416672,0.496267997733344,-4.8150373225864
"Pgm2l1",0.243545261900024,0.29363602169874,2.90178046134302,0.0045699266771481,0.497441446774614,-4.83359208053596
"Tcf4",0.269956682406708,0.398276706282989,2.90122294757983,0.00457741993378174,0.497441446774614,-4.83509808094841
"Foxo4",-0.229252489185874,0.242664694049016,-2.90015238677896,0.00459184047327387,0.497441446774614,-4.83798928009851
"Tfcp2",0.196605490925109,0.155427142651815,2.89948613873857,0.00460083595918514,0.497441446774614,-4.83978812151619
"Zdhhc5",-0.309460857961863,0.552637296492276,-2.89809179996262,0.00461971436482012,0.497441446774614,-4.84355164808352
"Polr2i",-0.213309511488733,0.219745710622996,-2.88989931195203,0.00473208079415395,0.50478575811483,-4.8656335068772
"Serbp1",-0.345277001253428,0.848224850113754,-2.889264518385,0.00474089147922528,0.50478575811483,-4.86734231172417
"Xdh",0.355144164282545,0.493103410594115,2.87931081493174,0.00488103052313914,0.512681805717574,-4.89409524504022
"Fat1",-0.373680253005611,1.01960621609589,-2.87841964558743,0.0048937611229284,0.512681805717574,-4.89648666511762
"Ywhag",-0.412144767857623,1.97915952525705,-2.87638398698692,0.00492295551269965,0.512681805717574,-4.90194693039974
"Aldh2",-0.327088779937021,0.761545664591092,-2.8754150195084,0.00493690805340559,0.512681805717574,-4.90454485219542
"Zfp991",0.195833900075919,0.162931835497067,2.87453931489472,0.00494954888777132,0.512681805717574,-4.90689208740091
"Ereg",-0.234697433044905,0.227678366827192,-2.86549024263865,0.00508192359959417,0.523252586238361,-4.93111173150366
"Tonsl",0.16171122306573,0.142627931904669,2.86285541604672,0.00512107347366268,0.523252586238361,-4.93815162587225
"Snapc3",0.351042159064797,0.72900712576417,2.86199186550854,0.00513396472147403,0.523252586238361,-4.94045771989243
"Isg15",-0.208291551908057,0.145748269200741,-2.85691790082666,0.0052103130856741,0.525488473230306,-4.95399572306698
"Mynn",0.208751078575875,0.255193588978912,2.85686953887975,0.00521104577577669,0.525488473230306,-4.95412466107144
"Chp1",-0.318405705232505,0.757331113807566,-2.85359901293415,0.00526081452104254,0.52661247508503,-4.96283992843283
"Rbfox2",0.301002221511842,0.560619814110892,2.85251193007781,0.00527745331555909,0.52661247508503,-4.96573490123061
"Ube3b",0.303589720980253,0.538546008039955,2.85050531545504,0.00530829317956998,0.526931040153252,-4.97107618853128
"Tubgcp5",0.180987126720105,0.143199999976771,2.83604584023876,0.00553545324021114,0.540085690547861,-5.00947060487304
"Rhbdl1",0.261954565943949,0.340632192804244,2.83464700908774,0.00555789495261673,0.540085690547861,-5.01317613420721
"Zdhhc12",-0.215959980597795,0.301428311166608,-2.83443780325162,0.00556125843633163,0.540085690547861,-5.01373019066906
"Gbe1",0.131517823602042,0.0841915680539487,2.83147709906076,0.00560905915503836,0.540085690547861,-5.02156753023007
"Myo1c",-0.398847431945788,1.45449785072541,-2.83042773105356,0.00562609137124378,0.540085690547861,-5.02434366103187
"Ncbp1",-0.256626454051097,0.385940567702966,-2.82899246538752,0.00564946375972952,0.540085690547861,-5.02813927663541
"Mycl",-0.181233915535008,0.177838152278089,-2.82729653297469,0.00567719552124583,0.540085690547861,-5.03262212401364
"Sfn",-0.553953576324701,1.38054625666525,-2.82622212139484,0.00569482865529864,0.540085690547861,-5.0354609255062
"Ahcyl2",0.373128257586538,0.809451874762071,2.82529089851306,0.00571015233987019,0.540085690547861,-5.03792065201629
"Wnk4",0.199960475770496,0.180593448578629,2.82443992136251,0.00572418854560406,0.540085690547861,-5.04016781452563
"Trim47",-0.287437917397754,0.385899322763463,-2.82153595355818,0.00577232537013233,0.541944577484493,-5.0478319388788
"Kcnk1",-0.386750287242076,1.47180937452139,-2.81807109747703,0.00583024424397948,0.544699142382377,-5.05696756868882
"Tuba1c",-0.471029706503763,1.06922969412767,-2.81013911488331,0.00596484363896705,0.548761753160238,-5.07784545010387
"Mfhas1",-0.244029417337924,0.310055780684862,-2.80941124508938,0.00597733631335446,0.548761753160238,-5.07975877308227
"Gabarapl1",-0.328134003011063,0.587508072873126,-2.80910104620398,0.00598266763041803,0.548761753160238,-5.08057405235734
"Slf1",0.132722147144699,0.097434979595635,2.80871514712349,0.0059893060600764,0.548761753160238,-5.08158818327326
"Eef1g",-0.239010909503341,0.324104884016103,-2.80706939784713,0.00601769276512355,0.548761753160238,-5.08591182767851
"Dnajc21",0.290305250598616,0.438583906357152,2.8044553591737,0.00606303402446769,0.550263645106332,-5.09277487784611
"Pi4ka",0.206269319242738,0.287820703415687,2.7930804222504,0.00626399527543644,0.563448608913922,-5.12257574196599
"Vat1",-0.329061855870075,0.657870710109038,-2.78968993661448,0.00632506197434077,0.563448608913922,-5.1314383597887
"Lpgat1",-0.32809745699135,0.832919895260303,-2.78951016138044,0.00632831507510247,0.563448608913922,-5.13190802949224
"Mtpn",-0.222030795265643,0.305369162120935,-2.78906074805032,0.006336454066961,0.563448608913922,-5.13308202590175
"BC031181",-0.247936186134458,0.368472830024943,-2.78719842538968,0.00637028323364396,0.563448608913922,-5.13794522301175
"Zranb2",0.295607342056949,0.425843407464776,2.78523493676456,0.00640612868117588,0.563448608913922,-5.1430695932481
"Hspa8",-0.389295465533994,1.25397053229931,-2.78473662289325,0.0064152551620925,0.563448608913922,-5.14436961611125
"Igha",0.357754774894678,0.987257306844712,2.77645304584353,0.00656871624600045,0.574280563910654,-5.16595102048466
"Vps13a",0.215510871665193,0.333994796620707,2.76952665770916,0.00669959867407232,0.580959813566973,-5.1839542545939
"M6pr",-0.266332543630563,0.521872667334216,-2.76918693425443,0.00670607896451725,0.580959813566973,-5.18483628106483
"Krit1",0.251537276996755,0.353121189437465,2.76590701593731,0.00676893885396453,0.58153153428013,-5.1933471884068
"Nfil3",-0.151311980510338,0.134446303345205,-2.76565957874902,0.00677370274464499,0.58153153428013,-5.19398890101724
"Celsr2",-0.147020059757287,0.129762427285855,-2.76104581095045,0.00686309336169315,0.583644562572512,-5.20594540015927
"Cox8a",-0.378219609305963,1.15648444436706,-2.76084250257138,0.00686705704948221,0.583644562572512,-5.20647187657471
"Pmm2",0.279710429179183,0.606009369250707,2.75905398268923,0.00690201599634608,0.583644562572512,-5.21110189853806
"Slc49a4",0.295678590190897,0.538373974400609,2.75809600688045,0.00692080755241029,0.583644562572512,-5.21358079536006
"Prpsap1",-0.282437807359606,0.544030998308407,-2.75480896909474,0.00698564096576124,0.584687816859516,-5.22208085248909
"Tnni2",0.400412844150577,1.13604664356929,2.75386835212943,0.00700429529165412,0.584687816859516,-5.22451162378368
"H2-Q6",-0.274735789507646,0.368460724200248,-2.7528163843563,0.0070252117141943,0.584687816859516,-5.22722930737722
"Slc35a4",0.286145144205547,0.48928771826551,2.7502381609391,0.00707671588502549,0.586413600229134,-5.2338861944398
"Il18rap",0.281813197803105,0.367795909333348,2.748691353786,0.00710778079045499,0.586438069633254,-5.23787742889368
"Sertad3",-0.235847635901875,0.288210473718734,-2.74501503978392,0.00718211240201396,0.590016725301656,-5.24735570298248
"Cubn",-0.0734894363015146,0.0320151999729366,-2.74071087644912,0.0072700381646707,0.592190169190002,-5.25843884942874
"Srsf3",-0.190534451645377,0.184352844489954,-2.74067807526239,0.00727071197809227,0.592190169190002,-5.25852325453894
"Rap1gap",0.373463891192326,0.926935485314669,2.73910362866741,0.0073031217844371,0.592298715274837,-5.26257365211627
"Myl12b",-0.20758760041298,0.320566907282531,-2.73689238613597,0.00734886215799049,0.593482897750596,-5.26825888300893
"Rere",0.337206630374863,0.784414376274358,2.73348101212993,0.00741993958162238,0.596676762846206,-5.27702197667739
"Ppox",0.273114364438397,0.54999002417619,2.73153689183282,0.00746072559749501,0.596676762846206,-5.28201180268323
