"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Arl13b",-0.157564614180513,0.221427406291055,-2.14316495706683,0.0345412500073195,0.883819956861696,-6.64750525663319
"Rab24",0.263599865401753,0.684484706295837,2.14287440319514,0.0345652033517256,0.883819956861696,-6.64810629081446
"Hps3",0.119830424286987,0.124037211534621,2.14193067750031,0.0346431037670531,0.883819956861696,-6.65005795120968
"Ctsz",-0.278461027628426,0.847157775669452,-2.14140411435518,0.0346866353735092,0.883819956861696,-6.65114656301361
"Tubgcp3",0.210567491976295,0.55469221978223,2.14105317596474,0.0347156742010232,0.883819956861696,-6.65187195429544
"Anxa11",-0.291471138872258,1.07610541234864,-2.14094734018376,0.0347244358481433,0.883819956861696,-6.6520906960707
"Med24",0.150593564787618,0.252827185161495,2.140840807404,0.0347332571325574,0.883819956861696,-6.65231086844866
"Plekhs1",0.428097329294358,1.07154494898168,2.13981934266981,0.0348179366281266,0.884793405593954,-6.65442143287598
"Trim56",-0.157658474347405,0.208087424421487,-2.13917670810301,0.0348713027409645,0.88496958580565,-6.65574878251571
"Leng1",0.313562907624148,0.955669560484747,2.13495718989461,0.0352234671247868,0.890361195012132,-6.66445508573519
"Agtpbp1",0.19260887358593,0.320471088329941,2.13477031968278,0.035239134464909,0.890361195012132,-6.66484030002706
"Egfr",-0.315208060647723,0.776426568878831,-2.1345500221248,0.0352576121330454,0.890361195012132,-6.66529438194975
"Nln",0.167581474627555,0.241012517653821,2.13439502525937,0.0352706176732336,0.890361195012132,-6.66561383910137
"Rufy2",0.117748507261995,0.0963431709843884,2.13318314062681,0.0353724483480243,0.890620440727362,-6.66811087099672
"Ccdc125",0.166243026509598,0.216126286513676,2.13136693418455,0.0355255349955107,0.890620440727362,-6.67185065701653
"Fan1",0.13564330269976,0.138653414848625,2.13079287168258,0.0355740414788479,0.890620440727362,-6.673032115689
"Tmcc1",0.222596383583467,0.493386452825752,2.12971794335454,0.0356650238214229,0.890620440727362,-6.67524360830165
"Tmem238l",-0.187163192574345,0.272513706302457,-2.12893627213152,0.0357313112410491,0.890620440727362,-6.67685113186016
"Rev1",0.123644634500366,0.137425171147794,2.12847421664646,0.0357705446940675,0.890620440727362,-6.67780110553419
"Khdc4",0.273923932942063,1.18358557533014,2.12838709255114,0.0357779466395733,0.890620440727362,-6.67798020924497
"Bcl7c",-0.220980888543262,0.538572696296217,-2.12817202431684,0.0357962242237215,0.890620440727362,-6.6784223030503
"Kcnj11",0.0667855859962851,0.0529141793403855,2.12781255990078,0.0358267913715391,0.890620440727362,-6.67916112630042
"Eif4b",-0.279016939914288,1.15083380745107,-2.12746332342426,0.0358565104231229,0.890620440727362,-6.67987881850156
"P2ry6",-0.0460008474356158,0.0287498580623432,-2.12687198187715,0.035906880604881,0.890620440727362,-6.68109379920881
"Zkscan3",0.261459981235087,0.845516139108063,2.12680316144947,0.0359127466721512,0.890620440727362,-6.68123517883549
"Glb1l",-0.0681688091162865,0.0534804840215447,-2.12622710570706,0.0359618806480939,0.890620440727362,-6.6824184216108
"Zfp703",-0.276536020249837,1.60266655621457,-2.12602004299673,0.0359795560218032,0.890620440727362,-6.68284366564863
"Atg9b",0.354552120505764,1.07735817257254,2.12580215150817,0.0359981638853753,0.890620440727362,-6.68329110788632
"Ddx17",0.276881483955879,2.0574593208333,2.12453102729469,0.0361068836048682,0.890620440727362,-6.68590053888131
"Haghl",0.191231533902842,0.269653465880866,2.12281821381007,0.0362538305147733,0.890620440727362,-6.68941443890843
"Clptm1",-0.206749613459815,0.600567965658265,-2.12213052217603,0.0363129748683644,0.890620440727362,-6.69082453549228
"Tedc2",0.109668228049749,0.133669960853232,2.12204786535762,0.0363200893169005,0.890620440727362,-6.69099399339259
"Slc25a29",-0.084951487430781,0.0370085687817263,-2.12165858625094,0.0363536116152301,0.890620440727362,-6.69179198830862
"Ciapin1",0.223186746167772,0.490388438342477,2.12145536696045,0.0363711222298754,0.890620440727362,-6.69220852050647
"Rabep2",0.178901040497078,0.293650662292713,2.12111418262648,0.0364005371639754,0.890620440727362,-6.69290775337321
"Pgam1",-0.257243513256633,0.930154230623154,-2.12084389726302,0.0364238542071727,0.890620440727362,-6.69346161095657
"Large1",0.13421935686755,0.17381204898769,2.1207034826344,0.036435972629287,0.890620440727362,-6.69374931735918
"Foxp1",0.248611075090505,0.709499260547202,2.12055109070693,0.0364491286933912,0.890620440727362,-6.69406154528819
"Zfp94",0.083763917800428,0.0472727060853899,2.11779550110333,0.0366877298860882,0.893232104426151,-6.69970379399578
"Med30",-0.150978937016514,0.205233279951852,-2.11728097139061,0.0367324313576037,0.893232104426151,-6.70075658439611
"Ifngr2",-0.181260114851649,0.350621716194949,-2.11698410528022,0.0367582440031902,0.893232104426151,-6.70136390225346
"Cd274",0.108219583969714,0.0714778852378706,2.11634271335531,0.0368140668836699,0.893232104426151,-6.70267577279363
"Sec16b",0.160950730953076,0.21994311786431,2.11619322596628,0.0368270878910641,0.893232104426151,-6.70298147453075
"Phf11d",0.0880058231399227,0.066649349626988,2.11607702156705,0.0368372125546437,0.893232104426151,-6.70321909891723
"Ybx2",0.0745570957982739,0.0589464029510486,2.11458698121605,0.0369672503024408,0.895246281466606,-6.70626500021003
"Adssl1",-0.0692768719175993,0.0556892477360389,-2.11365616704034,0.0370486848748471,0.896079803337197,-6.70816675106221
"Wbp2",-0.217997405375396,0.635756525164341,-2.11224102810666,0.0371727888521735,0.896572574125723,-6.71105656196356
"Ccdc92",-0.0781925290820901,0.0745681654140733,-2.11148597101224,0.0372391522492535,0.896572574125723,-6.71259771664612
"Zeb2",0.0824612884360595,0.0593097472238287,2.11125409581301,0.0372595527369439,0.896572574125723,-6.71307089837454
"Pcdhgb4",0.0935717084656379,0.0658388982224348,2.11097101064922,0.0372844717927334,0.896572574125723,-6.71364851855594
"Phyhd1",0.145599892899073,0.167077864376319,2.11053776627835,0.0373226367545236,0.896572574125723,-6.71453239348861
"Dok3",-0.0582883175967778,0.0253929304382002,-2.11021251866441,0.0373513103444999,0.896572574125723,-6.7151958319839
"Fchsd1",-0.11947763438623,0.141070162785019,-2.1085147391493,0.0375012945220315,0.898218243688223,-6.71865743677734
"Sdcbp",-0.298458990603325,1.18032183539346,-2.108369766141,0.0375141257136169,0.898218243688223,-6.71895290437819
"Nr4a2",0.145728641116032,0.195322029509141,2.1075041754103,0.0375908158928237,0.898925169512329,-6.7207166670041
"Mlf2",-0.255749996541642,0.93299605254452,-2.10674450216493,0.0376582334652303,0.899408861671459,-6.72226406220419
"Ywhaz",-0.0832521550360293,0.0816256418983404,-2.10604977727211,0.0377199785581981,0.899756034218646,-6.7236787160638
"Zfp358",-0.0779194874457328,0.079459894455747,-2.10535638636383,0.0377816922516232,0.900101590779609,-6.7250902280845
"Nuf2",-0.0949896032544475,0.0752018149135327,-2.10339573614069,0.0379566675674358,0.902438023884963,-6.72907915571929
"R3hdm4",-0.292170845393909,1.37787762796909,-2.10284982784294,0.0380055106888986,0.902438023884963,-6.7301891968645
"Synj1",0.152350127566215,0.244459641168864,2.10178941459081,0.038100542319011,0.902438023884963,-6.73234467081505
"Ankrd13d",-0.0631434077719081,0.0551903852789377,-2.10158565106848,0.0381188265807193,0.902438023884963,-6.73275874160843
"Tnnc1",0.078281763356325,0.0533490796628103,2.1012636428242,0.0381477367090824,0.902438023884963,-6.73341302432502
"Pcnx",0.134504249755755,0.181422356587764,2.10108412598535,0.0381638620731035,0.902438023884963,-6.73377774151472
"Zfp111",0.0964342161441772,0.0797954038402455,2.0993011958463,0.0383243360416404,0.902885328689819,-6.73739850169917
"Golph3l",0.205959606168266,0.398487231904049,2.0992147616866,0.0383321303903756,0.902885328689819,-6.73757396001531
"Kcnu1",0.126260884374531,0.15033121065814,2.09911267654167,0.0383413378554879,0.902885328689819,-6.73778118076865
"Med21",-0.171918321460046,0.293176838336895,-2.0978592446751,0.03845454552932,0.902885328689819,-6.74032474725281
"Ces2c",0.20431934609251,0.400218113724979,2.09714629673391,0.0385190662719376,0.902885328689819,-6.74177089919904
"Psmd13",-0.227675509547348,0.638236506772209,-2.09685130812864,0.0385457896125425,0.902885328689819,-6.74236912595933
"Arglu1",0.297422134603433,1.58007050156312,2.09667825910797,0.0385614737552428,0.902885328689819,-6.74272002758592
"Gjb1",-0.294763577245938,0.67414487440299,-2.09667505876116,0.0385617638676485,0.902885328689819,-6.74272651686681
"Bhlha15",-0.0975051952148605,0.0768429009946772,-2.09227708234589,0.0389622251816965,0.910272663852853,-6.75163563996049
"Pygb",0.240407084434461,0.727342178975296,2.09216153424807,0.0389727946746381,0.910272663852853,-6.75186947858277
"Tmem59",-0.239427914305231,0.803694317437224,-2.09120696230341,0.0390602065353664,0.911197645480475,-6.75380082599341
"Scfd1",0.146195759444876,0.233999627744252,2.08968418208499,0.039200000147346,0.912511279887949,-6.75688013583423
"Ikzf5",0.173133334613229,0.312650726437652,2.08767500212631,0.0393851057789835,0.912511279887949,-6.76093988182812
"Ankdd1b",0.195140703749313,0.422426248378154,2.08681171324368,0.039464871617253,0.912511279887949,-6.76268314339677
"Zfp518b",-0.0270214795401393,0.0117717336610508,-2.08563143549177,0.0395741517198113,0.912511279887949,-6.7650654399983
"Zfp52",-0.19875306111645,0.308981614310065,-2.08505378182216,0.0396277307481931,0.912511279887949,-6.76623093788073
"Tipin",0.189440292332731,0.307500885955292,2.0848024814029,0.0396510590816455,0.912511279887949,-6.76673787965085
"Fkbp1b",-0.0533894943737527,0.032279988908002,-2.08471599234937,0.0396590906365317,0.912511279887949,-6.76691233881015
"Ddx52",0.17722037012901,0.264998623551406,2.08430439396559,0.0396973317345998,0.912511279887949,-6.76774249298547
"Ovca2",-0.0419156879348056,0.0182602996943707,-2.08385128421449,0.0397394663321332,0.912511279887949,-6.76865619790914
"Frk",0.237576317811889,0.703842834708972,2.08281068999191,0.0398363768649803,0.912511279887949,-6.77075388806524
"Cst3",-0.306730301817535,1.6488465142637,-2.08261885965182,0.0398542642276842,0.912511279887949,-6.77114048597763
"Gnaq",0.24548197682722,0.65409025411205,2.08175079891609,0.0399352937037544,0.912511279887949,-6.77288949095152
"Ldha",-0.315919898367627,1.25800633353222,-2.08034150767958,0.0400671467158777,0.912511279887949,-6.77572756663803
"Tmem200a",-0.0359664790133723,0.0156685651147365,-2.08013252902491,0.0400867305982825,0.912511279887949,-6.77614826455852
"Acsl3",-0.222586891591203,0.39822031641167,-2.08001484295134,0.0400977628650691,0.912511279887949,-6.77638516302843
"Rexo2",-0.289536685660589,1.01049352427338,-2.07994700508529,0.0401041233901207,0.912511279887949,-6.77652171299835
"Cchcr1",0.194434055428598,0.384080815385997,2.07986534327003,0.0401117812105002,0.912511279887949,-6.77668608360388
"Mrfap1",-0.332999173817988,1.38448066163067,-2.07970187467447,0.0401271142281813,0.912511279887949,-6.77701509883225
"Eif6",-0.26899166654238,1.02755495614942,-2.07838146899622,0.0402511506801593,0.912511279887949,-6.77967182637837
"Rad23a",-0.150746141597264,0.252402449459395,-2.07783127195866,0.0403029325093698,0.912511279887949,-6.78077839602278
"Gk5",0.151674419294819,0.213833179737422,2.07772694082497,0.0403127581061027,0.912511279887949,-6.78098819904043
"Dag1",-0.24423970996744,0.58637538549326,-2.07724335737083,0.0403583274955182,0.912511279887949,-6.78196052729741
"Polg",-0.206754139768375,0.387792515984661,-2.07715744637542,0.0403664277598848,0.912511279887949,-6.78213324452236
"Evl",0.245201880164363,0.451088574621798,2.07687811755758,0.0403927744255638,0.912511279887949,-6.78269476763769
"Fos",-0.410787401481259,1.206543308941,-2.07664032960844,0.0404152145633328,0.912511279887949,-6.78317272831683
"Dcp2",0.187479892768928,0.357930021834447,2.07661121093496,0.0404179632407634,0.912511279887949,-6.78323125424748
"Cyba",-0.279443389052785,0.862745855237025,-2.07628078562986,0.0404491652413206,0.912511279887949,-6.78389532686237
"Paqr8",-0.269552873586152,0.811499755765807,-2.07613404203655,0.0404630288584088,0.912511279887949,-6.78419021389029
"Col7a1",-0.113880460998987,0.0932690658442059,-2.07502474483713,0.0405679622015035,0.912511279887949,-6.78641877204351
"Ddx55",0.199229292120953,0.375714486112382,2.07494543963745,0.0405754729935112,0.912511279887949,-6.78657805293741
"Ccdc149",0.127576834642647,0.168281916899011,2.07424690139367,0.0406416814651246,0.912511279887949,-6.78798079416611
"Ccnd3",-0.120141273539327,0.161908708560526,-2.07392871535716,0.0406718704041067,0.912511279887949,-6.78861960297249
"Fcgbp",0.261638411580931,0.584464626875993,2.0736692773923,0.0406964997064251,0.912511279887949,-6.78914039922116
"Agap2",-0.0325493138961658,0.0141798991230822,-2.07259975780766,0.0407981682729701,0.912659360020487,-6.79128672394189
"Myo10",-0.229239776967971,0.544441501152981,-2.0725923224191,0.0407988758453988,0.912659360020487,-6.7913016418144
"Ccdc22",-0.153631777822982,0.261684890257513,-2.07204038724927,0.040851429031388,0.9127636411597,-6.79240887103605
"Papola",0.267002645267201,1.19878952379836,2.0700924562795,0.0410373693723379,0.914105813250274,-6.79631442555068
"Cnn1",0.0810749114281196,0.0502171191533384,2.06928729962985,0.041114438199076,0.914105813250274,-6.79792776095074
"Cep170b",-0.251384250502269,1.02732526635904,-2.06909204433948,0.0411331465910068,0.914105813250274,-6.79831891766734
"Prpf38b",0.257012341972657,1.11060439749229,2.06896533234411,0.0411452914215467,0.914105813250274,-6.79857274285415
"Crebzf",0.260255683261989,1.53269084291821,2.06888428308564,0.0411530612809762,0.914105813250274,-6.7987350905116
"Stk19",0.196042899039179,0.370636867617544,2.06810434471329,0.0412278952824274,0.914105813250274,-6.80029706651188
"Mogat1",0.141224957153887,0.130582657730173,2.06790300804167,0.0412472322469823,0.914105813250274,-6.80070019402088
"Qars",-0.208949261130267,0.549341604515718,-2.0672730845537,0.041307782322752,0.914384463750675,-6.80196122937348
"Chchd2",-0.362623770841405,1.58119338376872,-2.06660478993051,0.0413721042757309,0.914745864722918,-6.80329869401278
"Numbl",-0.0653671596844215,0.0445745949503038,-2.06497255483423,0.0415295655577231,0.917163371917317,-6.80656363413241
"Naa35",0.0992391485362183,0.123729281201961,2.06440091885993,0.041584832788046,0.91732098160575,-6.80770651093279
"Pik3ap1",0.157935694929302,0.134397385792852,2.0635386982287,0.0416683140679842,0.917574633804746,-6.80942980683012
"Mgme1",0.0801431747927219,0.0759393372769458,2.06327649248957,0.0416937296980673,0.917574633804746,-6.80995373898022
"Wdyhv1",0.14336867981996,0.219133461295755,2.06279162256612,0.0417407632881429,0.917574633804746,-6.81092243147518
"Rab5a",-0.2136522701098,0.618504797327002,-2.06184968034762,0.0418322643611282,0.918526643385647,-6.81280368393822
"Dbnl",0.207188925824981,0.546343769038158,2.06117194889844,0.0418982063398196,0.918915897158367,-6.8141567652155
"Ppp1ca",-0.173361133549405,0.344304179721529,-2.06022739368177,0.0419902587207312,0.919789987914873,-6.8160418752186
"Clec3b",-0.0798294485609924,0.0543783030272597,-2.05958853594347,0.0420526175602397,0.919789987914873,-6.81731643525965
"Sik1",-0.238156969757276,0.658652084422212,-2.05914858391482,0.0420956074737635,0.919789987914873,-6.81819395529406
"Mettl22",0.11201800639553,0.0931350099901758,2.0584896952702,0.042160061379604,0.919789987914873,-6.81950784026039
"Smarcc1",0.197157405745324,0.435973355378798,2.05829256628689,0.0421793614270213,0.919789987914873,-6.81990085867191
"Gm2a",-0.196013951217531,0.33229936252951,-2.05727821780384,0.0422787919315269,0.919967045918682,-6.82192263090966
"Rab5if",-0.228818270304241,0.57699025387633,-2.05722494259555,0.0422840197400055,0.919967045918682,-6.82202879233401
"Med26",-0.0774944470911735,0.0699367262479937,-2.05554352259237,0.0424493001916246,0.920907053078181,-6.82537805808053
"Zfp207",0.232879381012231,0.926320059587722,2.05528853763479,0.0424744131129896,0.920907053078181,-6.82588574985631
"Rilpl2",-0.230578853566159,0.479247283889652,-2.05528421014249,0.0424748394284749,0.920907053078181,-6.82589436567813
"Gal",-0.0499353564871738,0.027256582007406,-2.054372854879,0.0425647019221842,0.920907053078181,-6.82770845742131
"Cdk14",0.166185418725876,0.316522059994795,2.0543311444616,0.042568818603383,0.920907053078181,-6.82779146611125
"Zcchc8",0.19513054128068,0.337886114239315,2.05354173059391,0.0426467956331328,0.921547934208479,-6.82936220166487
"Nelfe",-0.194633047385735,0.409461888477869,-2.05223297261883,0.0427763427783613,0.923300472268163,-6.83196507988357
"Zfp668",-0.107423472861882,0.134018042520898,-2.05055143284901,0.0429432852827619,0.925855287561266,-6.83530711466957
"Rpap2",0.12832190749276,0.142826045755105,2.05003588556972,0.0429945804313344,0.925913794848364,-6.83633125292689
"Tsr3",0.191505806154758,0.406114126379384,2.04606446987724,0.0433914875573948,0.933406728393215,-6.84421256473853
"Cd82",-0.275398621581744,0.914747362783613,-2.04397393490277,0.043601677214885,0.934292884681397,-6.84835560779623
"Hspb6",-0.0730696879235161,0.0596770956240127,-2.04394643890437,0.043604447564581,0.934292884681397,-6.8484100737
"Bms1",0.133665958589969,0.2174643491221,2.04376777019303,0.0436224529449168,0.934292884681397,-6.84876397616704
"Ncstn",0.206120192648043,0.70521991577664,2.04370513183735,0.0436287668485463,0.934292884681397,-6.84888804190538
"Uchl3",0.167421571974041,0.306844523536947,2.04206879362897,0.0437939864373893,0.934587173097567,-6.85212784483609
"Irf9",0.183269046135211,0.307219320815108,2.0419038627232,0.0438106690772213,0.934587173097567,-6.85245426087985
"Errfi1",0.271249684255136,0.732032485209608,2.0413625341785,0.0438654623479317,0.934587173097567,-6.85352543807894
"Gak",-0.204488620647484,0.613519089564778,-2.04105720242765,0.043896393926697,0.934587173097567,-6.8541295112549
"Hspa4",-0.138915997865218,0.188853798496249,-2.04029206407783,0.0439739882638295,0.934587173097567,-6.85564290810426
"Ctdspl2",0.186348690034815,0.428624765214882,2.0396590622532,0.0440382711743709,0.934587173097567,-6.85689455257532
"Camk1",0.187110448974277,0.272763025190801,2.03896357873571,0.0441089920853732,0.934587173097567,-6.85826933128901
"Ppp1r14d",-0.0410462253974862,0.0178815239355385,-2.03826835147648,0.0441797841798763,0.934587173097567,-6.85964317249425
"Fam102a",-0.222618487042296,0.651345797788105,-2.03803514002674,0.0442035529245262,0.934587173097567,-6.86010392600185
"Marf1",0.192101380489029,0.395632980821932,2.03738941302149,0.0442694221347305,0.934587173097567,-6.86137942932147
"Sgsm3",0.272335335872627,1.07393383705313,2.03642138714673,0.0443683258691759,0.934587173097567,-6.86329087254359
"Mtcp1",-0.112264989164246,0.0830629739332451,-2.03637100277403,0.0443734788464568,0.934587173097567,-6.86339033757267
"Sbsn",-0.0929311775667609,0.0694765954535939,-2.03586906354623,0.0444248418391535,0.934587173097567,-6.86438110453305
"Cldn12",-0.197030529866249,0.462678139042335,-2.03480449308539,0.044533946948079,0.934587173097567,-6.86648169346772
"Casp12",0.0548867059467526,0.0356043061673874,2.03452417360606,0.044562714318181,0.934587173097567,-6.86703464608478
"Cfap97",0.0745046644922377,0.0634334566006833,2.03440884068455,0.0445745548080412,0.934587173097567,-6.86726212915652
"Dap3",0.183545245995322,0.373575999768691,2.03344931396183,0.0446731677451018,0.934587173097567,-6.86915424316181
"Ide",0.193006264007554,0.459561148695682,2.03330041510347,0.0446884871816562,0.934587173097567,-6.86944778681888
"Spata6",0.159154203305392,0.259666597432247,2.03326757480676,0.0446918665560505,0.934587173097567,-6.86951252649868
"Nol7",-0.153982038547364,0.18730722605333,-2.03310767055504,0.0447083243557235,0.934587173097567,-6.86982773980764
"Ptpn2",0.16463475942889,0.26853996473601,2.03263888757008,0.0447566027429356,0.934587173097567,-6.87075170282557
"Tnks1bp1",-0.276559295755855,1.58471933588545,-2.03225555909938,0.0447961136241846,0.934587173097567,-6.87150709079556
"Nrtn",-0.0984344308188732,0.0909879052153535,-2.0305030241937,0.0449771335494429,0.934587173097567,-6.8749589702392
"Utp3",-0.20345296979605,0.529073761777284,-2.02980693583075,0.0450492063049535,0.934587173097567,-6.87632925983944
"Psca",0.368473297784523,1.19051583677904,2.02971292666547,0.0450589475551129,0.934587173097567,-6.87651428909413
"Dctpp1",-0.096976732198273,0.103411579864364,-2.02963278086048,0.0450672537045329,0.934587173097567,-6.87667202619343
"Tagln2",-0.309538538347239,2.80504005623,-2.02883500861642,0.0451500046817172,0.934587173097567,-6.87824183051239
"Sema4c",0.221065558407083,0.399718628083905,2.02856572483225,0.0451779661742311,0.934587173097567,-6.87877158139266
"Coq9",0.143070876631098,0.216974533904363,2.02814670953985,0.0452215047369881,0.934587173097567,-6.87959576417789
"Hook3",0.188678220610669,0.429830408682255,2.02685956520224,0.0453554724891361,0.934587173097567,-6.88212653457582
"Rnf114",-0.187200922035754,0.428660543019319,-2.02673326884305,0.0453686358640079,0.934587173097567,-6.88237477754026
"Fam89a",-0.0516997875980908,0.0225226797457029,-2.02658922451575,0.0453836530300184,0.934587173097567,-6.88265788780296
"Nfkb2",-0.308263002166276,1.00104839490581,-2.02611662622028,0.0454329530608127,0.934587173097567,-6.88358662058229
"Ndufb8",-0.24397748894098,0.804935223672088,-2.02563823472038,0.0454829040785209,0.934587173097567,-6.88452653485563
"Haus4",0.152931350144491,0.165782916039012,2.02545356235895,0.0455021991191545,0.934587173097567,-6.8848893131163
"Cdca3",-0.230159793632451,0.391883605360512,-2.02534682359415,0.0455133546513374,0.934587173097567,-6.88509898140991
"Uchl1",-0.0313757638007643,0.0136686495765706,-2.02509236203943,0.0455399584951902,0.934587173097567,-6.88559878239586
"Slirp",-0.150161854854557,0.259446669370833,-2.02503467933768,0.0455459910455584,0.934587173097567,-6.88571207190884
"Lin52",0.130589265617692,0.190620090751662,2.02450009538401,0.045601931232849,0.934587173097567,-6.88676185979249
"Calr",-0.249048834695282,0.859878298572246,-2.0241899409877,0.0456344134881807,0.934587173097567,-6.88737080771756
"Ptbp2",0.2195102710775,0.554132712278587,2.02401248832876,0.0456530068814647,0.934587173097567,-6.88771917435837
"Dnajc24",0.166453892239716,0.29980733169314,2.02152199866764,0.0459146434278387,0.937898326640186,-6.89260541821967
"Ethe1",-0.184489439617835,0.277422838696937,-2.02120913385036,0.0459476016844231,0.937898326640186,-6.89321885509634
"Nt5c",-0.224358026145794,0.621771662128647,-2.02063349130901,0.0460082947007146,0.937898326640186,-6.89434729416663
"Ltf",0.577196814114364,1.15924959683309,2.0201474351143,0.0460595955181944,0.937898326640186,-6.89529988550654
"Mbp",0.24354173499027,0.872932695521348,2.01968896352767,0.0461080297286192,0.937898326640186,-6.89619822202896
"Cda",-0.0732361587211629,0.0656385728769521,-2.01955012533472,0.0461227055668075,0.937898326640186,-6.8964702267437
"Hpx",-0.04093214845846,0.0231336006949853,-2.01875106696122,0.0462072473758114,0.937898326640186,-6.89803536636344
"Ppid",0.152153725232336,0.219187515683571,2.0184083506319,0.0462435479471059,0.937898326640186,-6.89870648028461
"Avpr1a",-0.0300275594728403,0.013081313037673,-2.01827533568229,0.0462576434777153,0.937898326640186,-6.89896692452473
"Smpdl3b",0.118932965397513,0.136090195930067,2.01740193153753,0.0463502889496093,0.938591429037592,-6.90067666340759
"Ecm2",-0.02126127267901,0.00926233661263803,-2.01667607435568,0.0464274041385842,0.938591429037592,-6.90209705185275
"B4galt4",0.0657539749053655,0.0513104709989434,2.01569727036801,0.0465315660268045,0.938591429037592,-6.90401167172332
"Tmem260",0.175026335474188,0.243819788723791,2.01519858867432,0.0465847112316267,0.938591429037592,-6.90498680417362
"Sema3f",0.255966400251352,1.16617292941051,2.01401184621197,0.0467113926308859,0.938591429037592,-6.90730649069588
"Donson",0.123256436074157,0.155404455868615,2.01354403236652,0.046761411244691,0.938591429037592,-6.9082205650212
"Trak2",-0.193105975521381,0.431722455971742,-2.01330396915661,0.0467870965396315,0.938591429037592,-6.90868955514517
"Apoc2",0.0479618566167928,0.0316962228821625,2.01327531478146,0.0467901631874332,0.938591429037592,-6.90874553120453
"Cenpk",-0.0537378908732473,0.0387744218596687,-2.01264784134243,0.0468573596920299,0.938591429037592,-6.90997111073668
"Rttn",0.116080532284797,0.13737547099279,2.01231872745896,0.0468926376365543,0.938591429037592,-6.91061379436822
"Dcun1d2",-0.104806125433189,0.0766210257722604,-2.01177562699928,0.0469509025537761,0.938591429037592,-6.91167413268556
"Ptpn4",0.152429298806722,0.249800308743473,2.01158987471691,0.0469708446193248,0.938591429037592,-6.91203673112944
"Nkrf",0.0666184571269617,0.0602026747926054,2.01158719603279,0.0469711322514346,0.938591429037592,-6.91204195983915
"Ano6",0.217888887574519,0.64016728402026,2.01149269640254,0.0469812804083038,0.938591429037592,-6.91222641612903
"Foxn3",0.223567689565548,0.540954818233022,2.0100098412566,0.0471407671110263,0.940791497768638,-6.91511979363747
"Frat2",-0.212310573783542,0.410651217078366,-2.00895085073179,0.0472549483203204,0.942083744808563,-6.9171849137755
"Gnai2",-0.254449499575064,1.27994593599826,-2.00750053952593,0.0474117050826958,0.942939049431938,-6.9200115139472
"Lypd8",0.231910208673791,0.855656843897163,2.00745472086267,0.047416664613294,0.942939049431938,-6.92010078207156
"Setd1a",0.211412810298226,0.685087552157193,2.00718125345815,0.0474462746421758,0.942939049431938,-6.920633537297
"Enpp3",0.216434417597528,0.324227635594557,2.00601375736813,0.0475728643373849,0.944470022298145,-6.92290724076349
"Lrp11",-0.015102350002191,0.0065792415851129,-2.00517183876547,0.0476643309767607,0.945301232139524,-6.92454612366505
"Zyg11b",-0.136790121971949,0.212670474450695,-2.00284846687594,0.0479175225925122,0.949334784917558,-6.92906551930072
"Adcy3",-0.0703155012356976,0.0554789048934009,-2.00154842742323,0.0480596955744458,0.951162760076182,-6.93159223201832
"Ubl7",-0.144525848145524,0.287907900655195,-2.00033470938254,0.0481927530043777,0.951505166351247,-6.93394980730273
"Tmem150c",0.0880885568458141,0.0661193473509832,1.99997069204319,0.0482327206722579,0.951505166351247,-6.93465663220968
"Stard5",0.117104556680468,0.159933712136694,1.99964981100559,0.0482679755815022,0.951505166351247,-6.93527959946622
"Cfap410",0.123312698763128,0.112784726333917,1.99957049624707,0.0482766932085448,0.951505166351247,-6.93543356910101
"Zmym3",-0.144922657249507,0.227036913828667,-1.99842239790442,0.0484030332044944,0.953009720913697,-6.9376616818481
"Pla2g12a",0.128632444293748,0.137588495903596,1.99762504263084,0.0484909422204845,0.953755281506929,-6.93920841324605
"Zfp846",0.0439108274706343,0.0294099985125483,1.99614191040863,0.0486548207387815,0.955991988103543,-6.94208391824368
"Slco2a1",0.0952324529685349,0.118107093090427,1.99521746949186,0.0487572053666451,0.957017072175994,-6.94387523228837
"Gnl1",-0.185914956727345,0.432235921513636,-1.99365890131876,0.0489302372578111,0.959425300305166,-6.94689357769407
"Dusp18",-0.131189669520209,0.168370620613437,-1.99216262531565,0.0490968455026431,0.959830891368591,-6.94978923868815
"Kctd1",0.0827068873730328,0.0523208345940047,1.99169046479546,0.0491495201347447,0.959830891368591,-6.95070256849229
"Tuba4a",-0.09635078253598,0.110910476274612,-1.99168445476136,0.0491501909294744,0.959830891368591,-6.95071419279119
"Serf2",-0.231732028171466,1.31191962902592,-1.99166496453974,0.0491523663348415,0.959830891368591,-6.95075188955283
"H2-T23",-0.0342107854838784,0.0225916445712915,-1.99012833691017,0.0493241357107842,0.96219928609195,-6.95372286617528
"Sdr39u1",0.117115901135398,0.13048440511533,1.98913062920965,0.0494359363418816,0.963394182760657,-6.9556507400496
"Zfp566",0.11515298011655,0.108468165976699,1.98814749387698,0.0495463150600225,0.963972414481206,-6.95754958244855
"Mdc1",0.134874903294154,0.173200247603054,1.98789576692841,0.0495746107071579,0.963972414481206,-6.9580356322727
"Slc26a9",0.254544836548116,0.761621998523539,1.98751583960115,0.049617342914427,0.963972414481206,-6.95876911162127
