"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"1374",7.96015338246551e-11,0.406742742790773,0.703,0.414,1.5171256331641e-06,"5","Gipc1"
"1375",5.62105500032017e-12,0.406356856214103,0.703,0.363,1.07131687251102e-07,"5","Ddx46"
"1376",5.39528534336044e-09,0.406167300275611,0.673,0.383,0.000102828743359107,"5","Zdhhc18"
"1377",6.91167375597014e-14,0.406040332342283,0.416,0.131,1.31729590115035e-09,"5","Snrpd2"
"1378",9.08182770472902e-10,0.405948867301946,0.881,0.611,1.7309055422443e-05,"5","Lrch4"
"1379",5.8636813396642e-22,0.40571935067279,0.505,0.126,1.1175590265266e-17,"5","Cnpy4"
"1380",1.21443433518617e-08,0.405512542899015,0.673,0.421,0.000231459039943132,"5","Cltc"
"1381",2.59469174141667e-13,0.405508529269838,0.693,0.353,4.94522298996603e-09,"5","Psmd2"
"1382",7.74480101219062e-15,0.405422801143738,0.495,0.17,1.47608162491341e-10,"5","Dph3"
"1383",5.42264792877367e-11,0.405052085919075,0.792,0.46,1.03350246874497e-06,"5","Rabgap1l"
"1384",1.2555737409986e-14,0.405019744939942,0.584,0.234,2.39299799296923e-10,"5","Psmd6"
"1385",9.54638047531638e-10,0.404905774088152,0.822,0.54,1.81944465479055e-05,"5","Sdf2"
"1386",1.02523616356367e-14,0.404728727877143,0.545,0.202,1.95399760413599e-10,"5","Fgd6"
"1387",3.10414511526649e-09,0.404278886071066,0.683,0.391,5.9161901751864e-05,"5","Polr2f"
"1388",2.52989916761132e-08,0.404142336850086,0.703,0.407,0.000482173482355041,"5","Hmgcs1"
"1389",3.73505285179045e-08,0.403827460745093,0.485,0.249,0.000711863723022741,"5","Atp2c2"
"1390",5.75342249282559e-18,0.403558327996073,0.545,0.181,1.09654479290763e-13,"5","Hyal2"
"1391",4.00641158740311e-12,0.402945905305134,0.644,0.314,7.63581984443159e-08,"5","Ddx5"
"1392",3.51987217294322e-13,0.402408312770878,0.713,0.352,6.70852437441249e-09,"5","Ccar1"
"1393",7.52228539773616e-23,0.402400031346226,0.455,0.099,1.43367237395453e-18,"5","Rhoq"
"1394",3.91991280971268e-12,0.402349288723974,0.772,0.437,7.47096182403139e-08,"5","Lsm14a"
"1395",7.45361632579929e-16,0.402200973461501,0.554,0.184,1.42058473553409e-11,"5","Slc38a1"
"1396",6.51340277401149e-11,0.401721711893319,0.663,0.35,1.24138943469885e-06,"5","Casp3"
"1397",4.26720193137706e-16,0.401639815564874,0.772,0.366,8.13286016101154e-12,"5","Phf14"
"1398",4.08952228496123e-20,0.401519507181583,0.485,0.126,7.7942205229076e-16,"5","Katnbl1"
"1399",3.83237897892369e-12,0.401189406554325,0.485,0.193,7.30413109593067e-08,"5","Slc7a1"
"1400",8.51492875931904e-12,0.401175380990171,0.673,0.344,1.62286027223862e-07,"5","Pnpla6"
"1401",1.42732965738565e-12,0.401047201638452,0.703,0.349,2.72034759401132e-08,"5","Tpm4"
"1402",9.05056831558812e-17,0.401042112406724,0.436,0.12,1.72494781526794e-12,"5","Dnajc2"
"1403",1.27012606698242e-11,0.400591335072388,0.564,0.268,2.4207332710618e-07,"5","Ripk4"
"1404",1.17610063305063e-14,0.400572962767021,0.604,0.248,2.2415301965312e-10,"5","Abracl"
"1405",2.92550617390341e-13,0.400537035929466,0.693,0.331,5.57572221684251e-09,"5","Nemf"
"1406",1.64392630113372e-12,0.400003524061157,0.703,0.378,3.13315913733076e-08,"5","Tsen34"
"1407",1.70222808587616e-20,0.399792844394305,0.535,0.149,3.24427650887137e-16,"5","Tars2"
"1408",1.83780716309384e-11,0.399686451907821,0.515,0.213,3.50267667214055e-07,"5","Cxcl17"
"1409",3.97433640788984e-16,0.399572770719388,0.307,0.062,7.57468775979725e-12,"5","Cdca7"
"1410",3.54460819140606e-10,0.399497313360314,0.614,0.326,6.7556687520008e-06,"5","Cyb5b"
"1411",4.69645589790514e-09,0.399319721840102,0.653,0.344,8.9509752958174e-05,"5","Capg"
"1412",2.53463710543981e-15,0.399213988134874,0.713,0.319,4.83076485925774e-11,"5","Anapc1"
"1413",2.82222578575573e-13,0.399210988002918,0.535,0.219,5.37888012507185e-09,"5","Emc6"
"1414",7.08484404335293e-11,0.399155125096992,0.535,0.248,1.35030042622264e-06,"5","Vdac3"
"1415",3.9464289041522e-14,0.399076319897877,0.624,0.272,7.52149884842369e-10,"5","Icmt"
"1416",1.36116439055111e-10,0.399074833620416,0.99,0.83,2.59424321195136e-06,"5","Atp1b1"
"1417",8.33280820057172e-13,0.398733729676069,0.564,0.248,1.58814991494696e-08,"5","Eaf1"
"1418",6.65753944745075e-16,0.398330078142434,0.485,0.154,1.26886044328964e-11,"5","Knop1"
"1419",1.63641345840483e-17,0.398284437395027,0.455,0.131,3.11884041037377e-13,"5","Lsm3"
"1420",2.23096150412317e-24,0.397827527287794,0.465,0.1,4.25198953070835e-20,"5","Ehd2"
"1421",5.72363104965071e-05,0.397661382392722,0.614,0.397,1,"5","Il18"
"1422",5.48656633831016e-19,0.397269583269211,0.535,0.159,1.04568467841853e-14,"5","Tinf2"
"1423",1.81510705121742e-28,0.397174993800174,0.406,0.062,3.45941252891527e-24,"5","Map6"
"1424",7.17172422965277e-21,0.397101870592795,0.307,0.047,1.36685892092952e-16,"5","Nek2"
"1425",2.04742206357909e-17,0.39697610853236,0.455,0.122,3.90218171097539e-13,"5","Hat1"
"1426",3.57029272674729e-12,0.395930841552375,0.723,0.383,6.80462090790766e-08,"5","Ikbkb"
"1427",3.07509015409527e-20,0.395676639983942,0.277,0.041,5.86081432469017e-16,"5","Slc12a4"
"1428",1.46222553093983e-09,0.395671149762595,0.96,0.656,2.78685563941822e-05,"5","Lgals4"
"1429",2.5286010774468e-10,0.395468368697332,0.752,0.437,4.81926079350585e-06,"5","Ppp1r13b"
"1430",8.82149028368517e-14,0.395318363889826,0.594,0.262,1.68128783316756e-09,"5","Vps4b"
"1431",1.90514077820132e-11,0.395200484922109,0.614,0.298,3.63100780917389e-07,"5","Psma1"
"1432",1.59743616003612e-11,0.39518496557071,0.535,0.238,3.04455357741284e-07,"5","Vps36"
"1433",3.1759569701103e-16,0.394882846908008,0.416,0.111,6.05305638933322e-12,"5","Dhx33"
"1434",2.898069261667e-14,0.394603621222824,0.584,0.242,5.52343020581113e-10,"5","Hprt"
"1435",1.12346253061696e-18,0.394555825685263,0.485,0.136,2.14120723710286e-14,"5","Tmem65"
"1436",5.15497679119385e-10,0.394548024444502,0.733,0.428,9.82487026633635e-06,"5","Ctbp2"
"1437",1.55785563239602e-19,0.394136811486391,0.455,0.116,2.96911704978358e-15,"5","Uxs1"
"1438",2.73302174597065e-59,0.394002100553735,0.386,0.012,5.20886614564547e-55,"5","Gjb3"
"1439",5.99818545524830e-12,0.393841886262828,0.822,0.452,1.14319416591577e-07,"5","Bclaf1"
"1440",3.281525599799e-15,0.393781102102366,0.644,0.279,6.25425964065691e-11,"5","Mast2"
"1441",1.2392639870426e-10,0.393677340411135,0.851,0.548,2.36191323290449e-06,"5","Srpk1"
"1442",4.75863536531055e-18,0.393518741115147,0.376,0.083,9.06948314274537e-14,"5","Cenpa"
"1443",7.37165697700075e-14,0.393371052047823,0.574,0.232,1.40496410324657e-09,"5","Cldn12"
"1444",9.59257995051243e-13,0.393059924440829,0.673,0.309,1.82824981276816e-08,"5","Ptpa"
"1445",1.01001073284553e-09,0.392958849320098,0.406,0.16,1.92497945573029e-05,"5","Gadd45a"
"1446",1.53990146629423e-07,0.392187446198496,0.713,0.411,0.00293489820461016,"5","Rhof"
"1447",9.4556399958571e-16,0.392100108721617,0.396,0.1,1.80215042681041e-11,"5","Top2a"
"1448",1.77842812074397e-11,0.392007115247543,0.891,0.54,3.38950615532593e-07,"5","Fam110c"
"1449",1.33018644303271e-12,0.391956114619682,0.485,0.174,2.53520234177605e-08,"5","Hilpda"
"1450",1.13222930298963e-19,0.391909794245037,0.416,0.091,2.15791582856794e-15,"5","Tacc3"
"1451",3.8845664517583e-12,0.391757434332108,0.703,0.366,7.40359520040614e-08,"5","Frk"
"1452",4.75000987163163e-15,0.391510165870919,0.644,0.291,9.05304381434272e-11,"5","Pmpca"
"1453",3.79941206083878e-10,0.391424681745446,0.564,0.281,7.24129944675264e-06,"5","Crybg3"
"1454",7.10845401965779e-12,0.391285438492762,0.673,0.339,1.35480025160658e-07,"5","Tmem115"
"1455",1.33531709143181e-16,0.390532748552642,0.703,0.3,2.54498084455989e-12,"5","Aebp2"
"1456",9.28732939422967e-19,0.39049249109116,0.545,0.16,1.77007210924623e-14,"5","Ddx10"
"1457",1.76507793267739e-14,0.390479906643695,0.713,0.352,3.36406203188984e-10,"5","Acap2"
"1458",4.46225875298742e-25,0.390468720028493,0.436,0.084,8.50461895731872e-21,"5","Abcc4"
"1459",9.03744639878353e-17,0.390388545064483,0.723,0.298,1.72244690914415e-12,"5","Trrap"
"1460",1.18078593358657e-15,0.39003769713797,0.634,0.26,2.25045991082265e-11,"5","Svil"
"1461",7.10617247522641e-13,0.389887675837579,0.762,0.404,1.3543654120534e-08,"5","Paxbp1"
"1462",2.347736199836e-08,0.389686871423209,0.743,0.491,0.000447455042326743,"5","Dock7"
"1463",1.18402131628525e-16,0.389540540557601,0.525,0.176,2.25662622670806e-12,"5","Pfdn2"
"1464",8.9101916891598e-13,0.389385791825685,0.485,0.181,1.69819343403697e-08,"5","Amotl2"
"1465",4.19709829838757e-17,0.389280177738142,0.713,0.299,7.99924964689688e-13,"5","Setd1a"
"1466",3.34816213792864e-17,0.389273225676772,0.446,0.126,6.38126221867819e-13,"5","Aimp2"
"1467",1.7501210702708e-07,0.389214984923288,0.525,0.287,0.00333555574782911,"5","Denr"
"1468",1.65689626260925e-09,0.389144097454889,0.604,0.297,3.15787858690697e-05,"5","Maff"
"1469",1.33731805047103e-12,0.388606308371042,0.634,0.287,2.54879447239274e-08,"5","Mical3"
"1470",7.95615071612136e-13,0.388591589740054,0.663,0.317,1.51636276498557e-08,"5","Smg7"
"1471",1.00734673212724e-15,0.388283212614086,0.317,0.071,1.9199021367613e-11,"5","Socs5"
"1472",2.22395087578586e-20,0.388214453736561,0.347,0.064,4.23862797416028e-16,"5","Dpp7"
"1473",1.22027088463675e-06,0.388089175025025,0.832,0.607,0.0232571427902918,"5","Midn"
"1474",7.39159741568223e-10,0.387987265819543,0.604,0.328,1.40876455145488e-05,"5","Psma6"
"1475",1.86959713005022e-14,0.387977938169827,0.554,0.22,3.56326517016272e-10,"5","Cpne3"
"1476",9.67280869283396e-16,0.387736455220493,0.446,0.139,1.84354060876722e-11,"5","Dusp8"
"1477",5.51152702462128e-12,0.38751607994036,0.762,0.383,1.05044193562257e-07,"5","Atp5g3"
"1478",5.48855194333236e-14,0.387397313562501,0.337,0.088,1.04606311487971e-09,"5","Nudt1"
"1479",5.64361243573613e-11,0.387010209325894,0.822,0.5,1.07561609412695e-06,"5","Senp6"
"1480",1.00229607831487e-10,0.386919952861767,0.792,0.48,1.91027609566032e-06,"5","Csnk1d"
"1481",1.14985534914266e-14,0.386663015292706,0.545,0.194,2.191509309931e-10,"5","Rprd1a"
"1482",5.63936468727068e-15,0.386353611914119,0.535,0.198,1.07480651574692e-10,"5","Fam104a"
"1483",3.14906019576917e-09,0.386234360569843,0.941,0.639,6.00179382711646e-05,"5","Ctnna1"
"1484",3.73142737694094e-05,0.386135374689918,0.614,0.421,0.711172743771175,"5","Egfr"
"1485",5.7785186193195e-11,0.386021348260336,0.347,0.109,1.1013278636561e-06,"5","Mybl2"
"1486",5.64493909465613e-22,0.385643975202954,0.297,0.041,1.07586894205051e-17,"5","Il34"
"1487",5.64055471505423e-16,0.38553513468212,0.436,0.127,1.07503332314219e-11,"5","Sephs1"
"1488",4.00292789429479e-12,0.385208018914508,0.832,0.493,7.62918027373644e-08,"5","Sf3b2"
"1489",6.3904403504948e-08,0.385078835963549,0.594,0.357,0.0012179540264008,"5","Sema3c"
"1490",1.4063167873867e-19,0.384956898636728,0.564,0.172,2.68029916508032e-15,"5","Actl6a"
"1491",8.21398857910401e-13,0.384956599632335,0.525,0.211,1.56550408329143e-08,"5","Zcchc14"
"1492",1.03038615933036e-15,0.384404505058264,0.376,0.096,1.96381298106772e-11,"5","Tm4sf4"
"1493",4.05949560159302e-10,0.38428571749223,0.634,0.35,7.73699266707614e-06,"5","Eif5a"
"1494",2.59515530191965e-27,0.384272078509696,0.515,0.103,4.94610648992866e-23,"5","Ptpn14"
"1495",3.53946662579488e-24,0.384218287615945,0.515,0.12,6.74586944210246e-20,"5","Rhno1"
"1496",2.89801958671998e-08,0.384106173691031,0.792,0.5,0.000552333553032961,"5","Mier1"
"1497",3.82850524472059e-08,0.383879915728791,0.713,0.44,0.000729674814591298,"5","Cdk16"
"1498",4.40763038750244e-15,0.383789088650187,0.723,0.34,8.40050275554090e-11,"5","Prpf40a"
"1499",5.64773471478956e-12,0.383322992206005,0.812,0.451,1.07640175929174e-07,"5","Atpif1"
"1500",2.79148104536829e-08,0.382530103683612,0.624,0.357,0.000532028372436743,"5","Psme1"
"1501",6.08340954939062e-08,0.382289629053898,0.861,0.566,0.00115943702601836,"5","Arf6"
"1502",1.03120084502065e-14,0.38217027481194,0.554,0.207,1.96536569052486e-10,"5","Ciapin1"
"1503",7.57748252722209e-08,0.381939792869731,0.406,0.184,0.00144419239486326,"5","Rgs12"
"1504",2.38777660344992e-16,0.381429890549563,0.703,0.301,4.55086342851519e-12,"5","Tjap1"
"1505",2.74629114266999e-14,0.381075963395221,0.624,0.266,5.23415628881474e-10,"5","Srpk2"
"1506",2.58333574609148e-13,0.38101644260925,0.446,0.152,4.92357959847576e-09,"5","Malt1"
"1507",1.4478505337948e-10,0.380951500364503,0.564,0.282,2.7594583323595e-06,"5","Psmb1"
"1508",5.07542568370249e-07,0.380897358811314,0.822,0.594,0.00967325381056858,"5","Cux1"
"1509",2.52547952102257e-13,0.380891346573122,0.535,0.202,4.81331141911691e-09,"5","Stn1"
"1510",1.02305705005158e-11,0.380622338856045,0.871,0.533,1.9498444316933e-07,"5","Luc7l3"
"1511",1.08829177499898e-14,0.380591996706795,0.554,0.216,2.07417529397055e-10,"5","Pi4k2b"
"1512",4.51852401966909e-10,0.380491559357489,0.95,0.707,8.61185492908733e-06,"5","Kdm2a"
"1513",1.74255049214632e-10,0.380311123536111,0.733,0.426,3.32112698298168e-06,"5","Ago2"
"1514",2.73300757886162e-08,0.380095248381749,0.693,0.394,0.000520883914455235,"5","Gclc"
"1515",1.03624198760382e-14,0.380071973245115,0.624,0.278,1.97497360417411e-10,"5","Ptpn21"
"1516",2.17592194071018e-15,0.380055067598479,0.416,0.124,4.14708962679952e-11,"5","Ubtd1"
"1517",1.00465194720979e-17,0.379928294790052,0.564,0.172,1.91476614618714e-13,"5","Ppan"
"1518",1.10463370084562e-24,0.37988746525777,0.396,0.069,2.10532137044168e-20,"5","Larp7"
"1519",1.21969226238281e-16,0.379859532022417,0.525,0.169,2.32461148287539e-12,"5","Krr1"
"1520",1.02236077631071e-08,0.37974158632833,0.624,0.342,0.000194851740357059,"5","Rab5if"
"1521",5.6615678935629e-19,0.379624544340019,0.455,0.117,1.07903822483415e-14,"5","Lpar6"
"1522",9.16456130924075e-16,0.379403244368042,0.713,0.316,1.74667373992819e-11,"5","Foxk1"
"1523",5.79430622445687e-12,0.37937721215994,0.634,0.312,1.10433682331924e-07,"5","Zc3h15"
"1524",6.8411707020188e-11,0.379329438047622,0.624,0.293,1.30385872409776e-06,"5","Socs2"
"1525",3.4763166453127e-14,0.37921412735778,0.465,0.158,6.62551189430148e-10,"5","Pola2"
"1526",1.03117441301621e-11,0.379175153861745,0.584,0.266,1.9653153137676e-07,"5","Ccdc25"
"1527",4.86687841205794e-14,0.379104018598094,0.446,0.144,9.27578356554122e-10,"5","Nsun4"
"1528",3.66838453364823e-11,0.3787863236217,0.535,0.237,6.99157408268016e-07,"5","Ncoa3"
"1529",1.08025355259725e-16,0.378714149031952,0.584,0.209,2.0588552458951e-12,"5","Etv6"
"1530",5.08794118702866e-14,0.378618025168825,0.812,0.45,9.69710710835792e-10,"5","Arf4"
"1531",3.14877922757782e-18,0.378585595224556,0.475,0.134,6.00125832984056e-14,"5","Ercc1"
"1532",1.20115694867117e-06,0.378486621581716,0.564,0.332,0.0228928502847237,"5","Gk"
"1533",6.00391406708503e-22,0.377904800637441,0.545,0.143,1.14428598204573e-17,"5","Sipa1l1"
"1534",3.23320364668986e-09,0.377857842927702,0.762,0.49,6.16216283022621e-05,"5","Fus"
"1535",3.95636229069684e-11,0.377839288600011,0.772,0.437,7.54043088983911e-07,"5","Yme1l1"
"1536",3.39979370939571e-11,0.377421088334146,0.663,0.356,6.47966683073729e-07,"5","Ppp4r2"
"1537",1.60938641898516e-10,0.377405566820956,0.564,0.284,3.06732957594382e-06,"5","Golt1b"
"1538",3.30889689775172e-15,0.377294956720815,0.545,0.188,6.306426597425e-11,"5","Enah"
"1539",3.08918902224655e-11,0.376915950701206,0.743,0.407,5.88768535749969e-07,"5","Psmc5"
"1540",4.19426822581257e-32,0.376870798514037,0.297,0.023,7.99385581157617e-28,"5","Srd5a1"
"1541",5.86538953729074e-11,0.376542253470335,0.703,0.369,1.11788459191224e-06,"5","Tnpo3"
"1542",3.55054578437763e-12,0.376499282841041,0.851,0.522,6.76698521044533e-08,"5","Prpf38b"
"1543",3.97063579148292e-11,0.376412189908568,0.653,0.35,7.5676347549873e-07,"5","Man1a2"
"1544",6.31258942580636e-25,0.37612150665134,0.416,0.074,1.20311641866443e-20,"5","Gas8"
"1545",9.47532297706029e-08,0.37605662117447,0.911,0.619,0.00180590180619792,"5","Rnf10"
"1546",1.35080721477747e-13,0.37585749473013,0.624,0.281,2.57450347064439e-09,"5","Ammecr1l"
"1547",8.07087015545201e-13,0.375847088195477,0.713,0.344,1.5382271429276e-08,"5","Pygb"
"1548",9.10799398736291e-24,0.375734720796604,0.396,0.071,1.7358925740515e-19,"5","Grwd1"
"1549",1.70317393940529e-10,0.375501959304882,0.564,0.272,3.24607921111253e-06,"5","Adam17"
"1550",2.15792117340239e-18,0.37532197976419,0.366,0.078,4.11278196438761e-14,"5","Lysmd2"
"1551",2.99578052332067e-22,0.375101470994652,0.554,0.147,5.70965809939687e-18,"5","Cdk4"
"1552",4.09511017656909e-12,0.37489691305422,0.762,0.43,7.80487048552302e-08,"5","Ehmt1"
"1553",3.46886945968961e-13,0.374427809538351,0.614,0.253,6.61131830322242e-09,"5","Jmjd6"
"1554",8.17066965007291e-11,0.374414939694214,0.713,0.377,1.5572479286074e-06,"5","Prdx2"
"1555",5.95541951582639e-16,0.374237169180485,0.574,0.226,1.13504340552135e-11,"5","Ppp1r13l"
"1556",6.28621589279198e-10,0.374131874953556,0.604,0.294,1.19808988700722e-05,"5","Fyttd1"
"1557",1.06116470500809e-06,0.37402735646244,0.98,0.778,0.0202247381127492,"5","Elf3"
"1558",3.325599776941e-06,0.373793104213145,0.901,0.597,0.0633826061487186,"5","Vamp8"
"1559",1.05852046360154e-09,0.373772610666736,0.505,0.234,2.01743415157818e-05,"5","Cop1"
"1560",3.15933890088109e-10,0.373751044384067,0.535,0.242,6.02138401118928e-06,"5","Eid3"
"1561",2.28344528034772e-14,0.373724407196282,0.634,0.239,4.35201835981472e-10,"5","Degs1"
"1562",4.35775194432469e-15,0.373686033352313,0.881,0.466,8.30543943068843e-11,"5","Ndfip1"
"1563",7.06449683799038e-19,0.37346554241663,0.396,0.09,1.34642245235259e-14,"5","Lsm2"
"1564",1.26673742142661e-17,0.373203257494286,0.446,0.111,2.41427485149698e-13,"5","Mki67"
"1565",4.36370363125391e-16,0.372743455363611,0.455,0.137,8.31678275080683e-12,"5","Jpt2"
"1566",6.84587513508863e-13,0.372343964502381,0.743,0.377,1.30475534199654e-08,"5","Cops6"
"1567",6.33717666244391e-11,0.372275277045709,0.366,0.127,1.20780250009518e-06,"5","Sdhaf1"
"1568",1.53631211689733e-09,0.372163327455481,0.614,0.34,2.92805726359461e-05,"5","Mapre1"
"1569",1.48693087327875e-11,0.372130804009871,0.812,0.463,2.83394155138197e-07,"5","Srrm1"
"1570",6.30705914755907e-16,0.37206642910109,0.574,0.214,1.20206240293328e-11,"5","Bud23"
"1571",4.61868271696185e-11,0.371994876930633,0.584,0.284,8.80274739025759e-07,"5","Skp1a"
"1572",2.99093364645597e-11,0.371958636965879,0.554,0.267,5.70042043678044e-07,"5","Nipa2"
"1573",1.02023059700151e-12,0.371863398312137,0.663,0.311,1.94445749482518e-08,"5","Ints6"
"1574",1.59064153308488e-16,0.371512011613097,0.515,0.16,3.03160369790647e-12,"5","Ext1"
"1575",1.09838677922767e-09,0.37140526758705,0.683,0.41,2.09341536253002e-05,"5","Hmg20b"
"1576",6.42348631549821e-05,0.371254637698446,0.475,0.3,1,"5","H6pd"
"1577",1.67873393938713e-08,0.371086829717306,0.594,0.326,0.000319949901507794,"5","Sc5d"
"1578",3.10244164800093e-13,0.371082044579457,0.683,0.323,5.91294353692497e-09,"5","Ube2z"
"1579",9.65750170080213e-14,0.371074492973926,0.604,0.256,1.84062324915588e-09,"5","Paip1"
"1580",8.21977666359628e-13,0.370925197073461,0.683,0.346,1.56660723431482e-08,"5","Mob1a"
"1581",1.70110432108877e-12,0.370863782034985,0.733,0.369,3.24213472556309e-08,"5","U2surp"
"1582",3.65410801135735e-09,0.370862242834079,0.822,0.494,6.96436445884597e-05,"5","Eps8"
"1583",8.0938359736349e-25,0.370788205509839,0.307,0.038,1.54260419821508e-20,"5","Traf1"
"1584",1.10567024567784e-16,0.370782193471162,0.554,0.172,2.1072969212374e-12,"5","Bri3bp"
"1585",4.62377809264887e-10,0.370765939539506,0.604,0.307,8.81245866677948e-06,"5","Foxn3"
"1586",1.91074054369407e-13,0.37057897300544,0.545,0.228,3.64168040222653e-09,"5","Vopp1"
"1587",9.15739153992021e-15,0.37017938698634,0.535,0.197,1.74530725359339e-10,"5","Ubald1"
"1588",1.51137279349075e-12,0.369858872378333,0.574,0.244,2.88052540711401e-08,"5","Pex26"
"1589",2.22168615693778e-08,0.369792003427608,0.386,0.154,0.000423431164650771,"5","Arhgef38"
"1590",9.64597596003028e-30,0.369500743262985,0.485,0.089,1.83842655822217e-25,"5","AI467606"
"1591",9.30616787806757e-30,0.369489266150798,0.396,0.056,1.7736625358809e-25,"5","Fzd7"
"1592",1.55051320315441e-06,0.369253561436546,0.644,0.403,0.0295512311389199,"5","Sh3bgrl3"
"1593",5.49210676858031e-37,0.369163132252209,0.416,0.046,1.04674062902372e-32,"5","Wwtr1"
"1594",2.10816172308246e-12,0.369157950219093,0.634,0.313,4.01794542802285e-08,"5","Top1"
"1595",2.84680996395658e-09,0.368996008029958,0.663,0.371,5.42573511030484e-05,"5","Ncmap"
"1596",2.43068402403981e-08,0.368655029638303,0.366,0.152,0.000463264068141748,"5","Trim15"
"1597",2.18447650091773e-13,0.368274703836726,0.426,0.138,4.1633937630991e-09,"5","Wdr45b"
"1598",3.17505000904973e-11,0.368246608861972,0.644,0.338,6.05132781224788e-07,"5","Ctdnep1"
"1599",9.19689022492287e-17,0.367924859110485,0.485,0.144,1.75283530796805e-12,"5","Pck2"
"1600",5.37588083513049e-08,0.367894382616976,0.861,0.598,0.00102458912836752,"5","Tm9sf3"
"1601",1.59613827136248e-12,0.367775248711044,0.723,0.386,3.04207993138976e-08,"5","Ppp2r5b"
"1602",4.00165337553492e-19,0.366899883149586,0.347,0.069,7.626751168432e-15,"5","Tshz2"
"1603",3.0421410233801e-24,0.366767458511109,0.604,0.161,5.79801657646014e-20,"5","Sema4d"
"1604",7.57435095076171e-16,0.366745945358001,0.416,0.12,1.44359554770567e-11,"5","Med21"
"1605",7.44672989154919e-09,0.366693803266819,0.663,0.372,0.000141927225003036,"5","Selenow"
"1606",6.7214876637787e-18,0.366265436362951,0.505,0.153,1.28104833383958e-13,"5","Traf3"
"1607",5.42840963386253e-12,0.365996336552402,0.614,0.277,1.03460059211786e-07,"5","Plcd3"
"1608",2.00910499446393e-11,0.365794207041715,0.594,0.281,3.8291532089488e-07,"5","Lamtor5"
"1609",2.1191111346071e-24,0.365218212966269,0.297,0.037,4.03881391144767e-20,"5","Tnnt2"
"1610",6.87326301051969e-13,0.365196298606437,0.802,0.453,1.30997519717495e-08,"5","Casc3"
"1611",6.02341076788436e-18,0.365166056460087,0.465,0.129,1.14800185825108e-13,"5","Sac3d1"
"1612",9.66085920138866e-09,0.365149495621422,0.624,0.362,0.000184126315519266,"5","Sumo3"
"1613",2.71043549587785e-13,0.364995665686574,0.624,0.278,5.16581901159358e-09,"5","Cacnb3"
"1614",9.49760362920261e-07,0.364980273553307,0.733,0.506,0.0181014827568973,"5","Chd3"
"1615",4.23719808052214e-10,0.364900834378323,0.426,0.163,8.07567582166714e-06,"5","Slc30a1"
"1616",3.49701561840883e-25,0.364797788068723,0.317,0.04,6.66496206712539e-21,"5","Tead2"
"1617",5.73220046361171e-10,0.364748141057984,0.881,0.588,1.09250008635976e-05,"5","Srcap"
"1618",1.83127033378171e-10,0.364694291686748,0.723,0.386,3.49021812915457e-06,"5","Adgrg1"
"1619",2.05251275490917e-09,0.364471475673271,0.802,0.52,3.91188405958138e-05,"5","Syf2"
"1620",5.0882816078252e-15,0.36439134745914,0.624,0.236,9.69775591635406e-11,"5","Mycbp2"
"1621",2.90655697034964e-16,0.364350196705001,0.406,0.106,5.53960692978939e-12,"5","Cdca3"
"1622",7.84413828977816e-13,0.36429075739067,0.663,0.278,1.49501431664882e-08,"5","Trim44"
"1623",8.69820050962396e-11,0.36406029592819,0.703,0.383,1.65779003512923e-06,"5","Cdcp1"
"1624",1.6060969186956e-08,0.36391251507687,0.663,0.381,0.000306106011734193,"5","Mdm2"
"1625",1.30556712770719e-11,0.363822493752422,0.485,0.178,2.48828038869713e-07,"5","Pdlim4"
"1626",2.40310463265394e-14,0.363820211847745,0.634,0.261,4.58007711937514e-10,"5","Rbfox2"
"1627",4.64676689968087e-11,0.363817823445354,0.802,0.473,8.85627303410176e-07,"5","Napa"
"1628",5.1003915857778e-21,0.36366482386829,0.554,0.157,9.72083632333391e-17,"5","Ahr"
"1629",3.01060328326331e-22,0.363604842487378,0.475,0.112,5.73790879757155e-18,"5","Trmt6"
"1630",1.81510926133534e-10,0.363376976575158,0.743,0.42,3.45941674117902e-06,"5","Ppm1b"
"1631",4.48306373075386e-18,0.363224622307666,0.564,0.181,8.54427116444378e-14,"5","Cops8"
"1632",3.44303423428137e-16,0.362726460654804,0.545,0.186,6.56207894711687e-12,"5","Slf2"
"1633",1.04874990798367e-14,0.362685860427581,0.505,0.189,1.99881244962607e-10,"5","Psmb7"
"1634",5.02013305225569e-11,0.362363404274207,0.762,0.44,9.56787158429411e-07,"5","Sh3glb1"
"1635",5.86933372488486e-09,0.362223125541444,0.683,0.39,0.000111863631462581,"5","Cyb5r3"
"1636",3.28635129533872e-09,0.362137146239154,0.911,0.638,6.26345693378606e-05,"5","Mat2a"
"1637",8.53715524918968e-13,0.362079962642135,0.743,0.384,1.62709641894306e-08,"5","Pgs1"
"1638",5.802072787732e-12,0.362049522559435,0.653,0.313,1.10581705261384e-07,"5","Zfp330"
"1639",1.02790056375235e-10,0.361940651258624,0.406,0.146,1.95907568445561e-06,"5","Tm4sf5"
"1640",3.82176829517699e-08,0.36179308196187,0.584,0.322,0.000728390819377782,"5","Las1l"
"1641",2.96810676061848e-15,0.361613742212122,0.624,0.251,5.65691467506277e-11,"5","Gmps"
"1642",7.02707858506361e-15,0.361510608367049,0.554,0.206,1.33929090752727e-10,"5","Atad1"
"1643",2.48755687307701e-08,0.361139933300586,0.574,0.307,0.000474103464439747,"5","Ilvbl"
