"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.48584015705779e-14,1.19010298967394,0.47,0.355,4.73776275533644e-10,"2","Erp29"
1.66417963142653e-19,1.18993182792319,0.503,0.215,3.17175995953582e-15,"4","Mt2"
2.25108717953896e-159,1.18992922103536,0.772,0.143,4.2903470554833e-155,"0","Sh3bgrl2"
8.81773317672683e-10,1.18949191052097,0.427,0.18,1.68057176615237e-05,"13","Card10"
1.68457439054246e-31,1.18942498580031,0.259,0.018,3.21063033093487e-27,"15","Pira2"
5.57415230052917e-17,1.18923375538476,0.375,0.059,1.06237768695785e-12,"17","Sfxn2"
7.00591529135388e-37,1.18916440449584,0.567,0.196,1.33525739537914e-32,"3","Bmp1"
1.87383292683815e-36,1.18884914589247,0.337,0.041,3.57133817526082e-32,"11","Ifit3"
3.43225854961669e-05,1.18861730300786,0.357,0.205,0.654154156971445,"12","Bcl2"
7.25616775203867e-19,1.18829758923687,0.496,0.195,1.38295301186105e-14,"7","Galnt6"
0.000665840514194704,1.18825592610901,1,0.449,1,"18","Prpf38b"
1.82218727328414e-21,1.18803239859911,0.286,0.005,3.47290672415224e-17,"18","Prkag3"
3.13352551194554e-14,1.18782609604942,0.48,0.279,5.972186273217e-10,"5","Maf"
6.63883086562828e-40,1.18782570709029,0.423,0.105,1.26529477468009e-35,"3","Zfp521"
5.02883992350512e-15,1.18767535269551,0.428,0.288,9.58446601020841e-11,"2","Tnfrsf1b"
2.87786603795582e-05,1.1876249770711,0.714,0.166,0.548492488174,"18","Vsig10"
3.98395774536412e-16,1.18732405491594,0.57,0.275,7.59302506688948e-12,"7","Tmprss2"
1.01858235796754e-26,1.18690116714306,0.356,0.16,1.94131611605034e-22,"1","Ghr"
6.23161112070559e-08,1.18687807069699,0.267,0.092,0.00118768276349528,"13","Vamp5"
4.83772731051031e-40,1.18650759213814,0.428,0.112,9.2202244811016e-36,"3","Fzd7"
3.96052539180526e-07,1.18631921188239,0.272,0.19,0.00754836534424165,"2","Tpcn2"
0.000837666070082202,1.18627915511536,0.857,0.378,1,"18","Syngr2"
0.00016782804947047,1.18615811736669,0.714,0.202,1,"18","Rnf5"
1.3121200183018e-18,1.18604792697559,0.433,0.092,2.50076954288139e-14,"14","Vcan"
0.000128690735975983,1.18572117515986,1,0.339,1,"18","Cdkn1a"
9.54471062382389e-15,1.18560633579766,0.46,0.218,1.81912639779459e-10,"6","Zfp687"
7.32845034480754e-05,1.18550524202815,0.405,0.259,1,"12","Cbx7"
1.12480414783708e-177,1.18548883837034,0.772,0.127,2.1437642253627e-173,"0","Tmem54"
1.10223377985848e-35,1.18532302815335,0.443,0.187,2.10074736103227e-31,"1","Bmp1"
1.2928951995441e-36,1.18487782816054,0.468,0.208,2.4641289608111e-32,"1","Cald1"
0.00241841011794575,1.18462195294467,0.457,0.34,1,"16","Grk2"
3.7707912351661e-07,1.18461311864432,0.311,0.152,0.00718675101510307,"10","Ttyh2"
1.32686119526504e-10,1.18454538953667,0.349,0.143,2.52886475205564e-06,"10","Galnt10"
1.48147794810439e-15,1.18454057219519,0.479,0.212,2.82354882129216e-11,"7","Sh2d4a"
2.13102309572663e-07,1.1845307799666,0.488,0.278,0.00406151691814538,"12","Lcp1"
5.03182001748873e-09,1.18452094545265,0.453,0.26,9.59014577133176e-05,"10","Spint1"
0.00754378124213348,1.18448837316561,0.28,0.188,1,"13","Mtmr12"
1.25582030124953e-168,1.18410597697296,0.767,0.131,2.39346791215148e-164,"0","Fut2"
1.47554643015974e-48,1.18391240775776,0.5,0.035,2.81224394124145e-44,"17","Camk2b"
0.000147772387158145,1.18384975836617,0.609,0.503,1,"16","Gnai2"
4.35623828362496e-14,1.18372114872833,0.483,0.14,8.30255454476081e-10,"14","Ogn"
5.63815165664607e-09,1.183421841541,0.714,0.086,0.000107457532424017,"18","Syne3"
1.10296777718854e-66,1.1834157850218,0.275,0.006,2.10214628654363e-62,"17","Pcsk2"
1.26661571508843e-12,1.18319783736961,0.349,0.13,2.41404289138705e-08,"10","Marveld3"
0.000401182651223012,1.18309329349443,0.857,0.298,1,"18","Atp8b1"
3.27313687961702e-06,1.18289901908928,0.292,0.151,0.0623827157886207,"10","Kctd5"
1.69113924419226e-17,1.18277109119738,0.537,0.232,3.22314228550603e-13,"7","Slc44a4"
3.81121299696279e-13,1.18247782443739,0.302,0.174,7.26379085091138e-09,"2","Ptprj"
1.98322688214646e-36,1.18235504816404,0.375,0.027,3.77983211468294e-32,"17","Pclo"
3.91859339146811e-19,1.18224787250791,0.3,0.045,7.46844714479907e-15,"14","Itga11"
3.75564277039406e-14,1.18220366640576,0.429,0.02,7.15787955609403e-10,"18","Tmem116"
0.000545775417494957,1.18210170980353,0.857,0.326,1,"18","Rnf103"
0.000898251210993685,1.18198286013189,0.349,0.262,1,"10","Dbi"
1.74509398845751e-183,1.18160359147091,0.841,0.148,3.32597463260116e-179,"0","Slc44a4"
9.2001242047861e-38,1.18150910255397,0.375,0.086,1.75345167219018e-33,"3","Slc43a3"
3.68203617052426e-15,1.18105398509083,0.453,0.179,7.01759273740219e-11,"10","Ceacam1"
1.43604125713431e-103,1.18022038509352,0.673,0.061,2.73695103197228e-99,"9","Dbt"
1.89605290680432e-09,1.1798917133014,0.286,0.014,3.61368723507836e-05,"18","Vash2"
3.88379288167527e-184,1.17981982792441,0.798,0.127,7.40212085318489e-180,"0","Tfcp2l1"
5.37002650257387e-20,1.17966081024537,0.347,0.183,1.02347335112555e-15,"1","Spry2"
3.62579986469437e-16,1.17943276544477,0.488,0.2,6.91041196212101e-12,"7","Slc9a4"
9.48226191351917e-29,1.17882619403324,0.64,0.171,1.80722429809762e-24,"11","Tgfbr3"
2.46000847471546e-14,1.17852753411904,0.305,0.161,4.6885301519602e-10,"2","Slc38a6"
0.00238125966490884,1.17830597285044,0.857,0.367,1,"18","Ak2"
2.82956013231502e-81,1.17822971022442,0.957,0.575,5.3928586561792e-77,"0","Ucp2"
1.82225494461817e-06,1.17807024794349,0.39,0.307,0.0347303569894776,"5","Ptk2b"
2.11799081477651e-16,1.17786536973967,0.278,0.043,4.03667869388255e-12,"15","Phgdh"
5.64901811218748e-62,1.17732743445714,0.675,0.183,1.07664636200181e-57,"4","Kcnn4"
0.000330845899855595,1.17725975951021,0.368,0.274,1,"10","Fam135a"
0.000518628987914141,1.17687412842179,0.571,0.138,1,"18","Szt2"
2.67594655377819e-24,1.17680376293211,0.443,0.246,5.10008653684585e-20,"1","Maged1"
6.74527941619577e-27,1.17653856846166,0.847,0.311,1.28558280393275e-22,"9","Baiap2l1"
1.04136054073911e-66,1.17631537319408,0.322,0.036,1.98472905459468e-62,"3","Limch1"
4.5701103148444e-58,1.17625315201394,0.279,0.03,8.71017324906194e-54,"3","Abcb1b"
6.07662073636815e-15,1.17620114304522,0.483,0.186,1.15814314614441e-10,"11","Aldh1a1"
6.18445207302931e-123,1.17603575546194,0.425,0.007,1.17869472059866e-118,"17","Cdk5r2"
2.59721995616506e-50,1.17601550042725,0.322,0.051,4.95004151445498e-46,"3","Stk26"
6.20592866522164e-18,1.17599440879077,0.338,0.168,1.18278794430459e-13,"2","Slc8b1"
3.1288502659017e-17,1.17598864931703,0.332,0.19,5.96327572178204e-13,"1","Lpar1"
2.40925229435896e-20,1.17582833418922,0.512,0.195,4.59179394781874e-16,"7","Trim24"
1.28461408777142e-32,1.17534620764219,0.806,0.3,2.44834598988354e-28,"9","Tcn2"
2.79283795587208e-44,1.17529290159394,0.272,0.061,5.32286986009659e-40,"1","Akap12"
0.00238791127169663,1.17527564188778,0.368,0.289,1,"10","Gmds"
3.41406555187539e-16,1.17502754183091,0.375,0.06,6.50686753531932e-12,"17","Map3k15"
4.84925634897522e-14,1.17501669545517,0.326,0.113,9.24219767551186e-10,"8","Ccdc9b"
0.00450905769685885,1.17462373054433,0.714,0.307,1,"18","Arrb1"
8.95631820682171e-25,1.17460950954366,0.427,0.098,1.70698468703815e-20,"11","Ccdc149"
1.09045447235735e-21,1.17443888743191,0.854,0.437,2.07829717886587e-17,"11","Cd81"
1.10526766549355e-06,1.17401893515683,0.283,0.102,0.0210652964366415,"14","Asap3"
5.36822438021618e-113,1.17393684316276,0.304,0.011,1.0231298846254e-108,"4","Ncapg"
6.12935402398792e-06,1.17362866844486,0.509,0.377,0.116819358343186,"10","Chd3"
5.45734422874447e-13,1.17352811952562,0.725,0.245,1.04011523655641e-08,"17","Alcam"
3.78947730936845e-06,1.17341878770223,0.533,0.32,0.0722236480392534,"14","Nr1d1"
1.0135187597856e-12,1.1731912280518,0.45,0.131,1.93166540427538e-08,"14","Col5a3"
2.34483340428276e-30,1.17313751271722,0.796,0.304,4.46901798522251e-26,"9","Saraf"
6.28195796513561e-25,1.17278900440347,0.479,0.15,1.1972783685752e-20,"7","Fermt1"
1.26031818574414e-28,1.17256004149664,0.538,0.223,2.40204043020975e-24,"3","Tef"
7.11003415480878e-05,1.17234030020509,0.613,0.447,1,"13","Igfbp7"
3.43840380009561e-163,1.17218617044787,0.744,0.129,6.55325380260222e-159,"0","Vsig1"
3.16263936143057e-39,1.17180459261675,0.673,0.17,6.02767435895052e-35,"9","Sephs2"
1.53010542948582e-08,1.17151045341267,0.425,0.239,0.000291622793805702,"10","Klf5"
3.05942722997841e-84,1.17142792191033,0.591,0.149,5.83096235761585e-80,"0","Plet1"
6.0648083895969e-27,1.17142360912994,0.683,0.408,1.15589183097327e-22,"3","Sdc4"
3.79298046090244e-15,1.17096477551963,0.65,0.182,7.22904146043397e-11,"17","Tmx4"
1.8523352267535e-15,1.1709422764229,0.45,0.113,3.5303657086695e-11,"14","Fyn"
5.31945923251106e-56,1.17091791004622,0.938,0.449,1.01383573512428e-51,"3","Ltbp4"
6.43826192465805e-06,1.17079165055566,0.261,0.084,0.122706834022058,"16","Itprip"
2.26317700486138e-14,1.1707061485444,0.791,0.593,4.3133890535653e-10,"6","Srsf6"
1.3586745139318e-28,1.17028513612284,0.639,0.324,2.58949775610262e-24,"3","Pbx1"
1.25756396857808e-13,1.17022558767088,0.317,0.12,2.39679116771297e-09,"6","Pex11g"
4.54431212885311e-08,1.17015752692483,0.509,0.338,0.000866100448638114,"10","Ahcyl1"
1.43189683006261e-63,1.17008774362,0.714,0.116,2.72905216841633e-59,"9","Dnajc15"
1.80809045846111e-07,1.1699598106071,0.298,0.118,0.00344603960478103,"12","Dennd1c"
4.59710100490232e-203,1.16994248179445,0.739,0.084,8.76161480524332e-199,"0","Adam28"
6.75523517469385e-11,1.1691220325018,0.45,0.156,1.2874802719449e-06,"14","Crip2"
0.00623699919647241,1.16867965084029,0.571,0.214,1,"18","Eps8l3"
1.22911858482406e-21,1.16859152625364,0.742,0.296,2.34257711081617e-17,"11","Ltbp3"
2.44771288706985e-171,1.16831444622521,0.435,0.014,4.66509599146643e-167,"4","Sftpd"
1.04386684934295e-39,1.16827738798784,0.847,0.272,1.98950582816273e-35,"9","Hadha"
9.11749280489314e-32,1.16808183348994,0.785,0.403,1.73770295368458e-27,"4","Elf3"
8.14742566233168e-07,1.16786934743305,0.4,0.195,0.015528178569838,"13","Nod1"
7.00260363982761e-07,1.16783471100328,0.406,0.24,0.0133462622771474,"10","Casp8"
1.18699455824331e-17,1.16775360438522,0.332,0.165,2.26229292855593e-13,"2","Sema4d"
1.67616494625576e-65,1.16761459764011,0.337,0.04,3.19460277106886e-61,"3","Chrd"
2.84967600762138e-37,1.16735384025423,0.837,0.278,5.43119750292559e-33,"9","Tmem14c"
0.00194894041219963,1.16700447587608,0.714,0.257,1,"18","Stk40"
3.89861260254083e-29,1.16700295402305,0.398,0.119,7.43036575918257e-25,"4","Lama3"
2.59689025015697e-08,1.1668275802447,0.398,0.321,0.000494941312777418,"2","Ap2a2"
1.29098765325457e-21,1.16659780065454,0.483,0.096,2.46049336833788e-17,"14","Sparcl1"
3.40362930911357e-116,1.16643949232684,0.875,0.282,6.48697710023955e-112,"0","Efhd2"
2.44408404237925e-63,1.16624076203298,0.25,0.021,4.65817977637062e-59,"3","Bmper"
0.0077910454032175,1.16599681802774,0.283,0.167,1,"16","Nup98"
2.29409269032418e-96,1.16573444305158,0.335,0.021,4.37231125848886e-92,"4","Spc24"
1.23257660245529e-05,1.16562994474243,0.983,0.948,0.234916774661953,"7","Pgc"
6.36433020897498e-13,1.16555092217611,0.5,0.123,1.21297769452854e-08,"17","Ocrl"
2.98663736495918e-19,1.16542755773197,0.389,0.165,5.6922321538757e-15,"3","Amotl2"
1.42386844142642e-32,1.16535887338216,0.347,0.128,2.71375086251461e-28,"1","Rcn1"
0.00158430838711557,1.16506667087964,0.31,0.261,1,"5","Pim1"
2.11810256552951e-28,1.1649774948621,0.504,0.141,4.0368916796427e-24,"7","Kcnq1"
1.92955470722559e-43,1.16451385909554,0.576,0.171,3.67753831650125e-39,"4","Ccdc141"
1.09825482770367e-19,1.1641988625066,0.591,0.335,2.09316387612043e-15,"3","Hjurp"
7.6878858480807e-29,1.16419840975809,0.285,0.101,1.4652341637857e-24,"1","Sdc2"
0.00201581586607487,1.16399522984844,0.714,0.267,1,"18","Camsap3"
1.76095841461892e-20,1.16357378562462,0.371,0.184,3.3562106424222e-16,"2","Trim14"
2.90640197647634e-143,1.16353263641872,0.65,0.104,5.53931152696625e-139,"0","B4galnt3"
4.25713965843771e-30,1.16327233191241,0.562,0.243,8.11368247501643e-26,"3","Nfib"
6.14052193412109e-05,1.16320856408373,0.857,0.258,1,"18","Slc35a3"
2.20790730444838e-15,1.16289347691053,0.62,0.354,4.20805053154817e-11,"8","Rexo2"
9.92036377610734e-13,1.16225792640156,0.255,0.071,1.8907221320883e-08,"10","Hmgcs2"
1.41935553529892e-232,1.1619937647633,0.726,0.067,2.70514971472622e-228,"0","Sult1d1"
1.93720955944663e-09,1.16172731306016,0.357,0.179,3.69212769934933e-05,"8","Tead3"
1.06323329355405e-05,1.16131054349466,0.341,0.2,0.202641633418466,"8","Podn"
1.47085565200687e-41,1.16058721115539,0.806,0.229,2.8033037871599e-37,"9","Pdha1"
1.010578830456e-34,1.16042344222923,0.888,0.297,1.92606219296609e-30,"9","Cdh1"
9.40219333710245e-50,1.15987118853581,0.445,0.094,1.79196402811836e-45,"4","H2afx"
7.66392459596396e-31,1.15960342868615,0.324,0.064,1.46066738874477e-26,"6","Klf15"
5.66137236459707e-30,1.15954750618778,0.535,0.311,1.07900095896856e-25,"1","Tns2"
8.26786126557798e-56,1.15905034656558,0.292,0.018,1.57577167860651e-51,"11","Pianp"
1.65850479104436e-16,1.15896570630722,0.607,0.24,3.16094428125145e-12,"11","Klf2"
1.157208129203e-17,1.15891639956208,0.27,0.125,2.20552297344799e-13,"1","Osmr"
1.01781857533213e-07,1.15890843051528,0.305,0.181,0.00193986042272551,"5","Rin3"
5.72316378559745e-16,1.15878141294124,0.293,0.142,1.09077778589702e-11,"2","Gusb"
2.99527779158914e-17,1.15861038969093,0.528,0.198,5.70869994298974e-13,"11","Cobll1"
1.09045843455915e-36,1.15839150228961,0.707,0.289,2.07830473042628e-32,"4","Mecom"
1.44572428169507e-118,1.1581978559644,0.992,0.582,2.75540590848262e-114,"0","Tpm1"
2.01280134460217e-52,1.15812781551181,0.332,0.051,3.83619808267727e-48,"3","Mras"
9.06881680556297e-16,1.15796070853525,0.5,0.137,1.72842579497225e-11,"14","Angptl2"
3.45968083777616e-37,1.15794229593047,0.786,0.238,6.59380570871759e-33,"9","Sik1"
3.34749998645053e-28,1.1574669936761,0.553,0.251,6.38000022417606e-24,"3","H6pd"
2.46900483526543e-61,1.15746145810351,0.837,0.339,4.70567631553239e-57,"3","Krt7"
7.72790000888862e-54,1.15728156160273,0.634,0.186,1.47286046269408e-49,"4","Lad1"
1.06237325667683e-05,1.15703470258287,0.98,0.879,0.202477718990037,"9","Clps"
1.06876009322498e-16,1.15690425399915,0.36,0.13,2.03694986167749e-12,"6","Gca"
3.65553397788159e-24,1.15686691723175,0.496,0.169,6.96708220844452e-20,"6","Bckdhb"
4.10353930936694e-24,1.15662628866953,0.391,0.199,7.82093556972245e-20,"1","Mmp14"
1.26837931124893e-07,1.15650454372543,0.653,0.48,0.00241740412930934,"13","Sptan1"
1.21802682519429e-07,1.15631173601458,0.547,0.363,0.00232143732613779,"10","Meis2"
0.000173804261221331,1.15625387778616,0.286,0.033,1,"18","Dpf3"
1.94574816152607e-18,1.15623419360648,0.55,0.249,3.70840142105253e-14,"8","Dock6"
2.86704914259157e-144,1.15620834911233,0.854,0.197,5.46430896086528e-140,"0","Tspan15"
2.19339527363242e-105,1.15558927727896,0.872,0.315,4.18039205201603e-101,"0","Lasp1"
4.18455199173219e-14,1.15557467422922,0.295,0.107,7.97533764104237e-10,"6","Slc10a5"
0.000356606616040276,1.1555490643933,0.571,0.128,1,"18","Calml4"
1.22397805382333e-09,1.15528201321686,0.517,0.226,2.33277977278189e-05,"14","Nenf"
1.15421116242073e-12,1.15524114900918,0.359,0.215,2.19981105445766e-08,"2","Fcgrt"
2.18359313858827e-12,1.15523991296154,0.427,0.145,4.16171016283539e-08,"13","Lama4"
2.56364895684076e-14,1.15511816590698,0.357,0.134,4.88605854684281e-10,"8","Kank2"
7.01604366821569e-10,1.15498354334142,0.3,0.063,1.33718776272523e-05,"17","Map6"
7.83103301088475e-22,1.15488962329532,0.843,0.42,1.49251658154452e-17,"11","Slc9a3r1"
4.13963713699711e-28,1.1544907636433,0.468,0.249,7.88973441940278e-24,"1","Ecm1"
5.4462207934167e-200,1.15445152679842,0.475,0.003,1.03799522101729e-195,"17","Unc79"
0.000755853795806754,1.1543178815454,0.274,0.165,1,"12","Slc12a6"
3.27367516088578e-19,1.15397902925706,0.281,0.12,6.23929748913221e-15,"2","Il6ra"
2.60347055716437e-57,1.15396853338442,0.518,0.114,4.96195453489957e-53,"4","Gpx2"
3.43267008972053e-28,1.153905694267,0.317,0.034,6.54232592399835e-24,"14","Lgi2"
8.71834801251543e-09,1.15385483206514,0.382,0.157,0.000166162994770531,"11","Il1r1"
1.35414679058687e-45,1.15376887795212,0.717,0.243,2.58086836817952e-41,"4","Taf1d"
2.47305984545302e-43,1.15316197385801,0.49,0.133,4.71340475944891e-39,"3","Phyhd1"
1.45725361917136e-67,1.15307938186676,0.67,0.163,2.77737967277869e-63,"4","B4galt6"
4.69368687984197e-20,1.15302362881594,0.574,0.226,8.94569782429081e-16,"8","Mxra8"
5.69663628498054e-98,1.15290894360274,0.604,0.134,1.08572190955444e-93,"0","Spns2"
4.85702353430215e-12,1.15287449155733,0.374,0.256,9.25700115402647e-08,"2","Il10rb"
1.12804821680313e-11,1.15273223621943,0.612,0.384,2.14994709640508e-07,"8","Cirbp"
7.08492698015708e-185,1.15269962431911,0.739,0.11,1.35031623314814e-180,"0","Chmp4c"
4.52848342647473e-23,1.15197873102457,0.885,0.856,8.63083656251819e-19,"5","Tmsb4x"
1.03162289430293e-06,1.15192140360664,0.425,0.272,0.0196617007425195,"10","Cgn"
8.79429205494366e-20,1.15189318422437,0.554,0.232,1.67610412275171e-15,"7","Ppp1r13b"
1.8481924719884e-06,1.15160278294019,0.417,0.197,0.0352247003236269,"14","Ext1"
1.28580584400827e-08,1.15158772632276,0.575,0.396,0.000245061735809537,"10","Ugdh"
4.39203225319355e-45,1.15150652037733,0.32,0.071,8.37077427136159e-41,"2","Ikzf1"
2.17505971815516e-15,1.15148875635516,0.446,0.315,4.14544631683192e-11,"2","Abhd12"
1.81716206148761e-61,1.15113886194587,0.765,0.143,3.46332917298923e-57,"9","Aco2"
8.24518828402578e-15,1.1507726327275,0.5,0.145,1.57145043505247e-10,"14","Lama4"
0.00153147895899512,1.15005190120465,0.25,0.147,1,"12","Arid3b"
2.3879415104084e-38,1.14982841793941,0.397,0.069,4.55117772468737e-34,"7","Arhgef38"
4.42603554719404e-06,1.14957685781924,0.472,0.338,0.0843558114939713,"10","Myo1d"
2.69966494081616e-06,1.14949000921261,0.28,0.115,0.0514529141070153,"13","Mill2"
7.0968448008831e-216,1.14944017291569,0.665,0.058,1.35258765060031e-211,"0","Ankdd1b"
1.80490406691438e-13,1.14929110510274,0.3,0.046,3.43996666113212e-09,"17","Pcbp3"
7.98057751585186e-18,1.14928451883316,0.545,0.24,1.52101826874621e-13,"7","Sgsm3"
0.000162457658712855,1.14869487188044,0.547,0.425,1,"13","Cd9"
1.36580349207732e-08,1.14837467006102,0.293,0.097,0.000260308487555017,"13","Rab3il1"
1.7995295446508e-48,1.14835933295409,0.755,0.17,3.42972335914995e-44,"9","Degs1"
3.62725742413167e-05,1.14828123880264,0.307,0.156,0.691318992465255,"13","Cpne8"
2.12923633785569e-18,1.14826335804373,0.597,0.292,4.05811153631916e-14,"6","Bcat2"
0.000621765503150506,1.14732566481687,0.857,0.328,1,"18","Pfkp"
5.34271975022196e-112,1.14679418189007,0.931,0.333,1.0182689571948e-107,"0","Atp2a3"
2.19905126247605e-28,1.14671516357131,0.341,0.07,4.19117180115311e-24,"8","Gnao1"
1.26470146719345e-33,1.14633372803358,0.857,0.288,2.410394526324e-29,"9","Epn3"
0.000164545891027532,1.14615212788903,0.429,0.071,1,"18","Tstd1"
1.48927241819616e-18,1.14598948524504,0.573,0.213,2.83840430184006e-14,"11","Agap1"
2.23548216251061e-48,1.14532804383832,0.26,0.033,4.26060545352897e-44,"3","Hoxb5"
1.63560392324576e-101,1.14530884489771,0.527,0.092,3.1172975173141e-97,"0","Ddx60"
2.49243233051135e-19,1.14501828309907,0.806,0.55,4.75032677872159e-15,"6","Rrbp1"
2.73382450948255e-29,1.14468689910657,0.382,0.067,5.21039613262279e-25,"11","Bicd1"
0.00111554308035667,1.14445921481469,0.25,0.192,1,"5","Cnot6l"
1.15933484035655e-08,1.14432698399939,0.299,0.201,0.000220957627223554,"2","Itsn1"
1.71233310582399e-33,1.14398575770727,0.822,0.478,3.26353566638994e-29,"4","Atp1b1"
2.51894973847772e-154,1.14385682204748,0.66,0.099,4.80086630656468e-150,"0","Rab11fip4"
6.92653685726099e-07,1.14365681191976,0.538,0.378,0.0132012865962537,"10","Hsd17b11"
0.00224003067944227,1.14337315645332,0.28,0.174,1,"13","Myzap"
1.38916378232656e-173,1.14313470581446,0.754,0.124,2.6476072527362e-169,"0","AI661453"
5.66168412856176e-26,1.1431091368651,0.365,0.152,1.07906037806259e-21,"2","Sh2b3"
0.000426743452369648,1.14308490351369,0.36,0.228,1,"13","Arhgef7"
3.29153912634817e-47,1.14242477966115,0.786,0.174,6.27334442090698e-43,"9","Kifc3"
4.37539182857667e-21,1.14219379905225,0.575,0.416,8.33905928608428e-17,"2","Ehbp1l1"
4.97672225808455e-10,1.14214917858817,0.35,0.106,9.48513495168335e-06,"14","Chst12"
3.6436516288504e-08,1.14199220899308,0.512,0.356,0.000694443563942598,"8","Dgkz"
0.000216754690002575,1.14197807834371,0.714,0.207,1,"18","Fut8"
0.0044366299686493,1.14188718809231,0.25,0.159,1,"12","Nfatc1"
2.84627227897647e-13,1.14172337446127,0.4,0.107,5.42471033650126e-09,"14","Arhgef10"
1.73238424263256e-93,1.14133189925519,0.908,0.347,3.30175112803339e-89,"0","Sri"
3.1622910045228e-146,1.14096990395136,0.803,0.167,6.02701042552001e-142,"0","Coro2a"
0.00414513108439687,1.14073251569074,0.714,0.296,1,"18","Slc6a8"
1.05692727339693e-31,1.14070650581715,0.611,0.336,2.0143976903672e-27,"2","Celf2"
2.10384587653983e-22,1.14063666387771,0.333,0.048,4.00971985609727e-18,"14","Gpc6"
2.91675396980692e-136,1.14057728640531,0.662,0.11,5.55904139105501e-132,"0","Utp14b"
1.36059980301463e-07,1.14041510442945,0.6,0.351,0.00259316716456558,"13","Tgm2"
1.08887796390697e-12,1.14028091737233,0.635,0.593,2.07529251141029e-08,"5","Serinc3"
1.22304663592376e-07,1.14024213302953,0.387,0.175,0.00233100458340709,"13","Vgll4"
3.58789801494534e-15,1.14008821893313,0.423,0.22,6.83817482668432e-11,"3","Mt2"
6.97247432694382e-25,1.13982940704082,0.411,0.213,1.32888388197222e-20,"1","Pkd2"
1.40056730690129e-71,1.13966260577305,0.735,0.103,2.66934123022316e-67,"9","Dbn1"
1.69889486091107e-28,1.13961618326481,0.254,0.073,3.2379237154104e-24,"2","Epsti1"
1.06969997676964e-10,1.13927712148235,0.5,0.184,2.03874118572525e-06,"14","Emp3"
4.02843118433984e-83,1.13925578964817,0.461,0.056,7.6777869942333e-79,"4","Aspa"
7.24560315679192e-62,1.13923844414595,0.776,0.145,1.38093950565297e-57,"9","Coq9"
3.43339609045897e-140,1.13899340434843,0.829,0.189,6.54370960880575e-136,"0","Fam102a"
5.61658662435969e-23,1.13897688392769,0.427,0.098,1.07046524473671e-18,"11","Rab6b"
3.9674336956999e-194,1.13895548608403,0.714,0.087,7.56153188063444e-190,"0","Evpl"
1.37797550863901e-21,1.1387266591117,0.267,0.039,2.62628352191509e-17,"13","Zfp423"
9.2526076993262e-154,1.13870407976997,0.734,0.135,1.76345450141458e-149,"0","Cnnm4"
6.36373182114373e-60,1.13864589157949,0.288,0.023,1.21286364779178e-55,"6","Myo16"
3.01224340025064e-16,1.1385221816046,0.333,0.064,5.7410346965377e-12,"14","Aox1"
4.00917106369483e-48,1.13840263388443,0.628,0.195,7.64107913029597e-44,"4","Inava"
4.89267523155321e-12,1.13796554315633,0.429,0.024,9.32494972381726e-08,"18","St18"
8.01516426511714e-34,1.13773342256206,0.765,0.226,1.52761015728868e-29,"9","Gstm2"
0.000338969844375437,1.13741172739355,0.714,0.207,1,"18","Rnasel"
1.27265067482622e-13,1.13711069092347,0.413,0.279,2.42554492115129e-09,"2","Tbc1d22a"
8.40599172831001e-13,1.13678983384042,0.426,0.204,1.60209796349861e-08,"8","Stim1"
2.95645978500735e-06,1.13671489477577,0.358,0.22,0.0563471670424552,"10","Gna11"
9.81876635972747e-182,1.1364901958562,0.813,0.128,1.87135868050046e-177,"0","Inava"
5.24727190588798e-22,1.13643681267642,0.287,0.063,1.00007755254319e-17,"8","Col12a1"
4.55209958310665e-11,1.1364018560519,0.383,0.113,8.67584659544297e-07,"14","Npr2"
1.5769977074378e-68,1.13628142188104,0.317,0.033,3.0055999306057e-64,"3","Chrdl1"
3.3011372005886e-17,1.13621971614699,0.417,0.089,6.29163739060182e-13,"14","Itih5"
1.99613067864631e-156,1.13617461615454,0.706,0.11,3.80442546043201e-152,"0","Pmaip1"
4.38477156236673e-59,1.13605648837816,0.643,0.106,8.35693612071476e-55,"9","Bdh1"
3.97399675151355e-123,1.13597598905428,0.621,0.113,7.57404040870968e-119,"0","Gpa33"
2.69276147176479e-55,1.13597091174254,0.274,0.032,5.13213408903651e-51,"3","Star"
0.00189077642886191,1.13591267640096,0.857,0.355,1,"18","Tra2a"
4.17608465990363e-11,1.1355965919528,0.279,0.105,7.95919975331033e-07,"8","Rbm38"
3.32649968763751e-82,1.13554236069209,0.275,0.004,6.33997575466832e-78,"17","Pappa2"
5.5817728612795e-06,1.13516990548447,0.548,0.395,0.106383008963126,"12","Samhd1"
3.1068229342129e-110,1.13484157416995,0.351,0.019,5.92129383031636e-106,"4","Ccna2"
1.69549317434015e-96,1.13480470425794,0.35,0.006,3.23144044097489e-92,"17","Scn3a"
2.71724189834656e-29,1.13479550685363,0.806,0.308,5.17879133405871e-25,"9","Dynll2"
4.35310149592065e-06,1.13472717440162,0.857,0.207,0.0829657614107517,"18","Clic6"
3.96218065839032e-102,1.13471029731691,0.921,0.364,7.55152011682612e-98,"0","Plxnb2"
1.45947441972505e-21,1.13468241896826,0.295,0.068,2.78161229655398e-17,"8","Prickle2"
0.000126712206610917,1.13444287171649,0.311,0.195,1,"10","Entpd5"
1.5458435868676e-08,1.13442775309791,0.679,0.543,0.000294622329221097,"12","Clec2d"
