"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Als2","0.998","-0.447","1.001","-1.278"
"Fzd7","0.998","-0.373","1.408","-0.830"
"Sumo1","0.998","0.146","8.292","0.132"
"Nop58","0.998","-0.811","6.810","-0.774"
"Bmpr2","0.998","-0.135","2.701","-0.201"
"Fam117b","0.998","-1.174","5.312","-1.490"
"Wdr12","0.998","0.553","1.258","1.460"
"Carf","0.998","0.481","0.222","2.389"
"Nbeal1","0.998","-0.628","7.011","-0.615"
"Cyp20a1","0.998","-0.217","4.974","-0.245"
"Abi2","0.998","-0.386","0.482","-1.878"
"Raph1","0.998","0.401","7.851","0.356"
"Cd28","0.998","0.481","0.222","2.389"
"Icos","0.998","-5.824e-02","0.149","-0.291"
"Pard3b","0.998","-0.810","4.695","-1.036"
"Nrp2","0.998","0.539","1.906","0.923"
"Ino80d","0.998","-0.664","7.644","-0.618"
"Ndufs1","0.998","0.500","8.166","0.432"
"Eef1b2","0.998","-1.853","16.628","-1.526"
"Fastkd2","0.998","1.510","3.868","1.866"
"Klf7","0.998","-0.686","5.902","-0.716"
"Creb1","0.998","-0.518","8.881","-0.442"
"Mettl21a","0.998","7.131e-02","2.815","0.102"
"Ccnyl1","0.998","9.788e-02","3.828","0.121"
"Fzd5","0.998","3.468e-02","6.253","6.852e-02"
"Plekhm3","0.998","0.200","0.371","0.990"
"Idh1","0.998","-0.432","9.243","-0.384"
"Pikfyve","0.998","-0.257","2.314","-0.400"
"Crygf","0.998","-5.824e-02","0.149","-0.291"
"Map2","0.998","-0.386","0.482","-1.878"
"Rpe","0.998","-0.514","6.633","-0.509"
"Kansl1l","0.998","0.446","8.593","0.388"
"Acadl","0.998","0.817","15.311","0.593"
"Lancl1","0.998","-0.380","1.963","-0.671"
"Ikzf2","0.998","0.620","3.148","0.817"
"Bard1","0.998","-0.244","0.297","-1.194"
"Atic","0.998","0.265","4.998","0.278"
"Fn1","0.998","-1.142","2.280","-2.176"
"Mreg","0.998","-5.824e-02","0.149","-0.291"
"Pecr","0.998","0.162","1.740","0.307"
"Xrcc5","0.998","-0.176","4.296","-0.201"
"Smarcal1","0.998","0.326","2.126","0.538"
"Igfbp2","0.998","1.023","14.179","1.978"
"Igfbp5","0.998","1.260","6.849","1.167"
"Tns1","0.998","1.682e-02","1.981","2.834e-02"
"Rufy4","0.998","0.962","0.795","3.662"
"Cxcr2","0.998","-5.824e-02","0.149","-0.291"
"Arpc2","0.998","0.607","3.183","0.787"
"Gpbar1","0.998","-8.998e-02","0.184","-0.448"
"Aamp","0.998","-0.130","23.241","-8.046e-02"
"Pnkd","0.998","-0.459","3.702","-0.580"
"Tmbim1","0.998","0.315","22.374","0.191"
"Slc11a1","0.998","-0.880","1.041","-2.997"
"Ctdsp1","0.998","0.379","31.367","0.215"
"Vil1","0.998","-0.494","19.149","-0.323"
"Usp37","0.998","0.505","3.739","0.604"
"Cnot9","0.998","0.584","4.183","0.716"
"Zfp142","0.998","-0.281","1.831","-0.521"
"Bcs1l","0.998","0.119","1.297","0.278"
"Rnf25","0.998","0.247","2.553","0.382"
"Stk36","0.998","0.200","0.371","0.990"
"Ttll4","0.998","-0.622","1.741","-1.222"
"Cyp27a1","0.998","1.595","5.034","1.960"
"Fev","0.998","0.625","0.573","3.083"
"Cfap65","0.998","-5.824e-02","0.149","-0.291"
"Ihh","0.998","-0.358","1.928","-0.647"
"Nhej1","0.998","0.313","1.684","0.581"
"Slc23a3","0.998","-0.303","0.369","-1.477"
"Cnppd1","0.998","-0.261","14.492","-0.182"
"Retreg2","0.998","-0.508","12.054","-0.386"
"Zfand2b","0.998","1.227","12.567","0.970"
"Abcb6","0.998","1.346","2.111","2.467"
"Atg9a","0.998","-0.479","8.341","-0.445"
"Ankzf1","0.998","-0.253","5.411","-0.286"
"Glb1l","0.998","-1.271e-02","0.555","-5.934e-02"
"Stk16","0.998","-0.532","20.392","-0.331"
"Tuba4a","0.998","-0.541","0.666","-2.342"
"Dnajb2","0.998","9.610e-02","6.258","9.214e-02"
"Ptprn","0.998","-8.998e-02","0.184","-0.448"
"Resp18","0.998","-8.998e-02","0.184","-0.448"
"Dnpep","0.998","1.454","11.878","1.110"
"Des","0.998","0.625","0.573","3.083"
"Speg","0.998","-5.824e-02","0.149","-0.291"
"Gmppa","0.998","-0.311","15.298","-0.221"
"Chpf","0.998","-3.868e-02","5.855","-4.271e-02"
"Obsl1","0.998","0.168","0.407","0.833"
"Tmem198","0.998","7.206e-02","1.369","0.163"
"Inha","0.998","0.346","2.781","0.530"
"Stk11ip","0.998","0.870","5.534","0.927"
"Slc4a3","0.998","0.271","2.960","0.396"
"Epha4","0.998","1.094","2.573","1.619"
"Sgpp2","0.998","-1.298","8.665","-1.242"
"Farsb","0.998","-0.765","10.930","-0.637"
"BC035947","0.998","0.481","0.222","2.389"
"Mogat1","0.998","2.465","6.479","2.808"
"Acsl3","0.998","-0.375","4.129","-0.437"
"Utp14b","0.998","0.627","7.678","0.561"
"Scg2","0.998","1.274","1.146","4.122"
"Ap1s3","0.998","-8.998e-02","0.184","-0.448"
"Wdfy1","0.998","0.986","15.286","0.673"
"Serpine2","0.998","-0.274","0.333","-1.341"
"Cul3","0.998","1.079e-02","17.361","7.052e-03"
"Dock10","0.998","0.962","0.795","3.662"
"Nyap2","0.998","0.481","0.222","2.389"
"Irs1","0.998","-0.771","4.327","-0.943"
"Rhbdd1","0.998","-0.359","4.629","-0.399"
"Col4a4","0.998","0.615","0.445","3.034"
"Mff","0.998","-0.260","8.179","-0.226"
"Tm4sf20","0.998","0.412","2.483","0.679"
"Agfg1","0.998","0.462","7.532","0.445"
"Pid1","0.998","-0.253","1.259","-0.601"
"Dner","0.998","-8.998e-02","0.184","-0.448"
"Trip12","0.998","-0.435","8.624","-0.377"
"Fbxo36","0.998","-0.407","0.518","-1.975"
"Slc16a14","0.998","0.625","0.573","3.083"
"Sp110","0.998","-5.824e-02","0.149","-0.291"
"Sp140","0.998","-5.824e-02","0.149","-0.291"
"Sp100","0.998","0.696","0.980","2.122"
"Cab39","0.998","-1.137","15.601","-0.891"
"Itm2c","0.998","0.105","19.540","7.075e-02"
"Gpr55","0.998","0.386","0.722","1.629"
"Psmd1","0.998","0.100","7.755","8.767e-02"
"Armc9","0.998","0.148","2.368","0.234"
"Ncl","0.998","-0.734","7.187","-0.690"
"Ptma","0.998","-1.259","12.729","-0.997"
"Pde6d","0.998","-1.271e-02","0.555","-5.934e-02"
"Cops7b","0.998","-0.179","6.420","-0.173"
"Nppc","0.998","0.481","0.222","2.389"
"Dis3l2","0.998","-1.129","1.816","-2.283"
"Alpi","0.998","1.430","1.740","3.337"
"Akp3","0.998","0.507","1.778","0.951"
"Eif4e2","0.998","0.426","9.900","0.340"
"Gigyf2","0.998","1.338","3.404","1.875"
"Kcnj13","0.998","-0.541","0.666","-2.342"
"Ngef","0.998","0.271","3.537","0.334"
"Neu2","0.998","-0.274","0.333","-1.341"
"Inpp5d","0.998","0.551","2.834","0.896"
"Atg16l1","0.998","-0.906","6.475","-0.899"
"Dgkd","0.998","0.406","31.660","0.225"
"Usp40","0.998","0.840","8.936","0.707"
"Hjurp","0.998","1.095","18.377","0.694"
"Arl4c","0.998","0.331","4.552","0.390"
"Sh3bp4","0.998","-0.225","4.387","-0.255"
"Agap1","0.998","-0.767","6.106","-0.769"
"Cops8","0.998","-1.650","2.703","-2.900"
"Col6a3","0.998","0.481","0.222","2.389"
"Mlph","0.998","2.432e-02","39.874","1.285e-02"
"Prlh","0.998","-0.303","0.369","-1.477"
"Lrrfip1","0.998","-0.367","14.238","-0.257"
"Ramp1","0.998","1.046","6.570","1.128"
"Ube2f","0.998","8.935e-02","11.775","6.718e-02"
"Scly","0.998","-0.181","5.870","-0.182"
"Erfe","0.998","-0.426","0.553","-2.066"
"Ilkap","0.998","-0.611","6.349","-0.605"
"Hes6","0.998","-0.441","10.534","-0.387"
"Per2","0.998","3.701e-02","4.658","0.167"
"Traf3ip1","0.998","-0.378","5.306","-0.430"
"Asb1","0.998","0.256","1.149","0.649"
"Hdac4","0.998","0.217","7.015","0.197"
"Ndufa10","0.998","-1.328","8.241","-1.239"
"Cops9","0.998","-0.551","15.651","-0.394"
