"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Acap2","1.000","1.719e-02","0.764","6.006e-02"
"Bdh1","1.000","0.720","1.237","1.973"
"Dlg1","1.000","0.392","5.050","0.577"
"Ncbp2","1.000","5.731e-02","3.622","9.364e-02"
"Senp5","1.000","4.329e-02","2.266","8.694e-02"
"Pak2","1.000","0.213","1.398","0.556"
"Pigx","1.000","-0.440","1.151","-1.221"
"Cep19","1.000","0.718","0.713","2.936"
"Nrros","1.000","-0.136","7.986e-02","-0.671"
"Fbxo45","1.000","0.123","0.403","0.558"
"Wdr53","1.000","0.945","0.834","3.342"
"Rnf168","1.000","-0.841","0.828","-2.899"
"Ubxn7","1.000","5.640e-02","2.040","0.123"
"Tctex1d2","1.000","0.472","0.243","2.326"
"Pcyt1a","1.000","-0.147","0.441","-0.642"
"Tfrc","1.000","-1.746e-04","0.281","-8.491e-04"
"Tnk2","1.000","-0.547","2.705","-1.072"
"Muc4","1.000","0.358","0.122","1.767"
"Rubcn","1.000","-0.210","1.675","-0.502"
"Fyttd1","1.000","-0.192","3.430","-0.326"
"Lrch3","1.000","-0.861","3.641","-1.530"
"Lmln","1.000","-0.425","0.508","-1.975"
"Osbpl11","1.000","-7.635e-02","0.361","-0.362"
"Snx4","1.000","1.278","4.035","2.183"
"Zfp148","1.000","0.123","0.403","0.558"
"Slc12a8","1.000","0.218","1.411","0.592"
"Heg1","1.000","0.358","0.122","1.767"
"Muc13","1.000","0.112","0.202","0.549"
"Itgb5","1.000","-1.053","3.758","-1.827"
"Umps","1.000","0.396","3.584","0.656"
"Kalrn","1.000","-1.060","4.670","-1.708"
"Mylk","1.000","-0.136","7.986e-02","-0.671"
"Hacd2","1.000","-0.168","0.630","-0.656"
"Sec22a","1.000","-0.113","1.797","-0.260"
"Pdia5","1.000","0.558","1.922","1.266"
"Slc49a4","1.000","0.661","1.640","1.610"
"Hspbap1","1.000","-1.746e-04","0.281","-8.491e-04"
"Parp14","1.000","-0.486","0.479","-2.260"
"Dtx3l","1.000","-0.321","0.240","-1.580"
"Parp9","1.000","-0.321","0.240","-1.580"
