"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Xkr4","1.000","0.784","0.172","3.859"
"Rp1","1.000","0.166","0.171","0.809"
"Sox17","1.000","0.784","0.172","3.859"
"Lypla1","1.000","-0.298","8.295","-0.385"
"Tcea1","1.000","0.749","7.699","1.020"
"Atp6v1h","1.000","-0.184","14.167","-0.193"
"Rb1cc1","1.000","-0.436","5.616","-0.645"
"St18","1.000","-0.312","0.566","-1.133"
"Pcmtd1","1.000","-0.182","6.872","-0.249"
"Rrs1","1.000","-0.932","29.682","-0.931"
"Adhfe1","1.000","0.346","8.539","0.440"
"Vcpip1","1.000","-0.428","6.968","-0.575"
"Sgk3","1.000","0.667","6.416","0.877"
"Mcmdc2","1.000","3.667e-02","0.225","0.178"
"Tcf24","1.000","0.203","0.113","0.992"
"Cops5","1.000","-0.467","11.472","-0.553"
"Cspp1","1.000","-0.352","4.370","-0.565"
"Arfgef1","1.000","0.296","22.347","0.272"
"Sulf1","1.000","0.339","0.341","1.535"
"Slco5a1","1.000","0.203","0.113","0.992"
"Ncoa2","1.000","-0.348","3.919","-0.578"
"Tram1","1.000","-0.662","21.908","-0.692"
"Lactb2","1.000","-0.852","8.054","-1.133"
"Xkr9","1.000","-1.078","2.379","-2.191"
"Msc","1.000","0.784","0.172","3.859"
"Terf1","1.000","-1.400e-02","1.079","-3.654e-02"
"Rdh10","1.000","-0.588","13.680","-0.670"
"Stau2","1.000","-0.517","7.431","-0.699"
"Ube2w","1.000","-0.316","4.711","-0.493"
"Eloc","1.000","-0.485","3.862","-0.812"
"Tmem70","1.000","-0.372","6.815","-0.511"
"Ly96","1.000","-0.612","0.906","-1.856"
"Jph1","1.000","0.239","0.455","0.880"
"Pkhd1","1.000","0.221","0.795","0.651"
"Mcm3","1.000","0.849","5.147","1.533"
"Paqr8","1.000","-0.881","12.265","-1.047"
"Efhc1","1.000","-0.221","0.967","-0.617"
"Tram2","1.000","0.491","1.139","1.274"
"Tmem14a","1.000","0.172","1.535","0.396"
"Gsta3","1.000","-0.550","15.171","-0.619"
"Kcnq5","1.000","0.532","0.228","2.597"
"Ogfrl1","1.000","3.667e-02","0.225","0.178"
"Smap1","1.000","-0.213","4.372","-0.340"
"Sdhaf4","1.000","-6.073e-02","8.177","-7.731e-02"
"Fam135a","1.000","-0.183","7.661","-0.248"
"Lmbrd1","1.000","-0.295","12.199","-0.322"
"Phf3","1.000","-0.507","4.429","-0.813"
"Prim2","1.000","0.438","2.942","0.848"
"Rab23","1.000","-0.356","0.624","-1.257"
"Bag2","1.000","-0.199","0.907","-0.556"
"Zfp451","1.000","-5.906e-02","7.200","-7.619e-02"
"Dst","1.000","-0.631","23.416","-0.610"
"Ccdc115","1.000","0.564","4.935","0.828"
"Imp4","1.000","-0.816","6.189","-1.197"
"Ptpn18","1.000","-2.243e-02","19.532","-2.208e-02"
"Arhgef4","1.000","1.290","11.641","1.404"
"Arhgef4.1","1.000","0.784","0.172","3.859"
"Fam168b","1.000","-0.701","9.415","-0.887"
"Plekhb2","1.000","-0.223","46.660","-0.184"
"Hs6st1","1.000","1.529e-02","8.224","1.872e-02"
"Uggt1","1.000","1.073e-02","11.521","1.181e-02"
"Neurl3","1.000","-0.564","2.543","-1.158"
"Arid5a","1.000","0.784","0.172","3.859"
"Kansl3","1.000","7.039e-02","13.483","8.026e-02"
"Lman2l","1.000","-0.498","5.393","-0.746"
"Cnnm4","1.000","-0.212","6.280","-0.304"
"Cnnm3","1.000","-0.349","9.637","-0.410"
"Ankrd23","1.000","0.391","5.979","0.553"
"Ankrd39","1.000","-0.524","8.971","-0.665"
"Sema4c","1.000","-0.140","1.247","-0.348"
"Cox5b","1.000","-0.588","191.018","-0.467"
"Actr1b","1.000","-0.281","31.871","-0.259"
"Zap70","1.000","0.329","5.627e-02","1.621"
"Tmem131","1.000","-0.413","9.766","-0.511"
"Vwa3b","1.000","0.242","0.797","0.717"
"Inpp4a","1.000","-0.998","5.671","-1.498"
"Coa5","1.000","-0.108","15.409","-0.119"
"Unc50","1.000","0.806","10.043","0.922"
"Mgat4a","1.000","-0.103","6.918","-0.135"
"Tsga10","1.000","0.302","0.741","0.934"
"Lipt1","1.000","0.281","0.739","0.852"
"Mitd1","1.000","-5.782e-02","1.135","-0.148"
"Txndc9","1.000","-0.788","16.361","-0.877"
"Eif5b","1.000","-0.271","2.781","-0.503"
"Rev1","1.000","2.364e-02","1.760","5.184e-02"
"Aff3","1.000","0.784","0.172","3.859"
"Pdcl3","1.000","-0.288","11.685","-0.318"
"Npas2","1.000","-0.147","0.847","-0.464"
"Tbc1d8","1.000","0.809","9.146","0.955"
"Cnot11","1.000","-0.143","3.355","-0.250"
"Rnf149","1.000","-0.289","67.063","-0.226"
"Creg2","1.000","0.201","0.453","0.806"
"Map4k4","1.000","1.073e-02","11.521","1.181e-02"
"Il1r1","1.000","7.999e-02","0.966","0.218"
"Il18r1","1.000","0.203","0.113","0.992"
"Il18rap","1.000","0.329","5.627e-02","1.621"
"Slc9a4","1.000","-0.593","15.595","-0.673"
"Slc9a2","1.000","-0.145","22.674","-0.134"
"Mfsd9","1.000","-0.747","2.383","-1.492"
"Tgfbrap1","1.000","-4.675e-02","6.367","-6.509e-02"
"AI597479","1.000","0.578","4.254","0.919"
"Fhl2","1.000","-0.609","2.606","-1.167"
"Nck2","1.000","-0.687","5.374","-1.073"
"Uxs1","1.000","-0.543","3.519","-0.938"
"Tpp2","1.000","0.282","16.638","0.281"
"Tex30","1.000","0.618","0.968","1.846"
"Poglut2","1.000","0.829","3.570","1.422"
"Bivm","1.000","-0.481","1.304","-1.183"
"Ercc5","1.000","-0.759","1.818","-1.715"
"Gulp1","1.000","0.166","0.171","0.809"
"Col3a1","1.000","-0.502","5.903","-0.729"
"Col5a2","1.000","0.302","0.741","0.934"
"Wdr75","1.000","-0.464","0.737","-1.526"
"Slc40a1","1.000","-5.386e-02","3.463","-9.375e-02"
"Slc39a10","1.000","0.160","1.192","0.407"
"Tmeff2","1.000","0.118","0.169","0.576"
"Cavin2","1.000","3.667e-02","0.225","0.178"
"Nabp1","1.000","6.272e-02","28.030","5.598e-02"
"Myo1b","1.000","-0.386","13.097","-0.416"
"Stat1","1.000","-1.611","5.077","-2.757"
"Gls","1.000","-0.485","2.836","-0.897"
"Nab1","1.000","4.660e-02","10.555","5.256e-02"
"Nemp2","1.000","-8.386e-03","0.680","-2.631e-02"
"Mfsd6","1.000","-0.516","7.947","-0.679"
"Inpp1","1.000","0.355","5.731","0.495"
"Hibch","1.000","-0.383","8.233","-0.497"
"Pms1","1.000","0.339","0.341","1.535"
"Ormdl1","1.000","-0.484","2.323","-0.964"
"Osgepl1","1.000","-0.201","1.363","-0.482"
"Asnsd1","1.000","-0.644","5.450","-0.971"
"Stk17b","1.000","0.158","7.773","0.196"
"Gtf3c3","1.000","-8.991e-02","1.988","-0.187"
"Pgap1","1.000","0.142","8.608","0.180"
"Ankrd44","1.000","-0.537","1.928","-1.140"
"Sf3b1","1.000","-0.478","17.053","-0.525"
"Coq10b","1.000","-0.709","2.265","-1.432"
"Hspd1","1.000","-0.987","19.818","-1.057"
"Hspe1","1.000","-3.976e-02","9.307","-4.684e-02"
"Mob4","1.000","-0.944","4.135","-1.562"
"Rftn2","1.000","0.329","5.627e-02","1.621"
"Mars2","1.000","0.266","1.022","0.779"
"Plcl1","1.000","-0.370","4.943","-0.570"
"Satb2","1.000","5.431e-02","0.227","0.264"
"Tyw5","1.000","0.141","0.850","0.442"
"Maip1","1.000","0.294","3.414","0.505"
"Spats2l","1.000","-0.739","1.182","-2.277"
"Kctd18","1.000","-9.797e-02","1.986","-0.205"
"Aox1","1.000","-1.643e-02","0.283","-7.936e-02"
"Bzw1","1.000","-0.234","13.161","-0.249"
"Clk1","1.000","-0.558","23.113","-0.576"
"Ppil3","1.000","3.184e-02","1.022","8.482e-02"
"Nif3l1","1.000","-0.113","2.046","-0.234"
"Orc2","1.000","0.131","0.910","0.365"
"Fam126b","1.000","8.104e-02","1.707","0.179"
"Ndufb3","1.000","-0.339","5.347","-0.520"
"Cflar","1.000","-0.479","5.852","-0.701"
"Casp8","1.000","-0.259","2.784","-0.483"
"Trak2","1.000","0.764","42.490","0.612"
"Stradb","1.000","0.847","11.522","0.918"
"Tmem237","1.000","0.378","1.251","0.946"
"Mpp4","1.000","0.329","5.627e-02","1.621"
"Als2","1.000","-6.435e-02","7.655","-8.107e-02"
"Fzd7","1.000","-0.151","0.851","-0.432"
"Sumo1","1.000","-0.815","8.456","-1.068"
"Nop58","1.000","-0.435","6.518","-0.607"
"Bmpr2","1.000","-0.896","8.274","-1.192"
"Fam117b","1.000","-0.564","4.085","-0.927"
"Ica1l","1.000","0.784","0.172","3.859"
"Wdr12","1.000","0.221","0.795","0.651"
"Carf","1.000","1.474","2.434","3.560"
"Nbeal1","1.000","-0.827","12.372","-0.971"
"Cyp20a1","1.000","-9.427e-02","1.590","-0.213"
"Abi2","1.000","1.073","0.743","3.649"
"Raph1","1.000","-0.753","3.564","-1.334"
"Ctla4","1.000","0.329","5.627e-02","1.621"
"Icos","1.000","0.329","5.627e-02","1.621"
"Pard3b","1.000","6.478e-02","5.175","9.626e-02"
"Nrp2","1.000","0.329","5.627e-02","1.621"
"Ino80d","1.000","-0.423","5.625","-0.625"
"Ndufs1","1.000","-0.250","52.839","-0.198"
"Eef1b2","1.000","-0.146","30.953","-0.129"
"Gpr1","1.000","0.329","5.627e-02","1.621"
"Zdbf2","1.000","0.203","0.113","0.992"
"Adam23","1.000","0.339","0.341","1.535"
"Fastkd2","1.000","-0.719","2.327","-1.449"
"Klf7","1.000","-0.184","3.799","-0.317"
"Creb1","1.000","1.520e-02","7.037","1.996e-02"
"Mettl21a","1.000","0.242","4.421","0.383"
"Ccnyl1","1.000","0.417","4.758","0.647"
"Fzd5","1.000","-1.262","13.835","-1.461"
"Plekhm3","1.000","0.141","0.850","0.442"
"Idh1","1.000","8.800e-02","3.125","0.157"
"Pikfyve","1.000","-5.702e-02","2.331","-0.112"
"Map2","1.000","-8.386e-03","0.680","-2.631e-02"
"Unc80","1.000","0.532","0.228","2.597"
"Rpe","1.000","-0.219","7.503","-0.291"
"Kansl1l","1.000","0.351","3.242","0.620"
"Acadl","1.000","-0.559","65.175","-0.456"
"Lancl1","1.000","-0.366","4.945","-0.568"
"Cps1","1.000","0.784","0.172","3.859"
"Ikzf2","1.000","-0.228","2.730","-0.431"
"Atic","1.000","0.148","6.179","0.201"
"Fn1","1.000","7.747e-03","2.955","1.406e-02"
"Mreg","1.000","0.209","9.938","0.239"
"Pecr","1.000","0.218","3.564","0.385"
"Xrcc5","1.000","-0.363","3.524","-0.629"
"March4","1.000","0.203","0.113","0.992"
"Smarcal1","1.000","-0.158","2.099","-0.325"
"Igfbp2","1.000","-0.681","167.470","-0.491"
"Igfbp5","1.000","1.951e-02","4.540","7.745e-02"
"Tns1","1.000","-0.220","23.103","-0.203"
"Rufy4","1.000","-0.453","9.541","-0.564"
"Cxcr1","1.000","-0.312","0.566","-1.133"
"Arpc2","1.000","-1.123","3.278","-2.059"
"Aamp","1.000","-0.513","42.645","-0.441"
"Pnkd","1.000","0.205","22.635","0.200"
"Tmbim1","1.000","-0.629","28.752","-0.557"
"Slc11a1","1.000","0.329","5.627e-02","1.621"
"Ctdsp1","1.000","0.430","36.315","0.353"
"Vil1","1.000","-6.722e-02","1.532","-0.155"
"Usp37","1.000","0.490","2.334","0.974"
"Cnot9","1.000","0.307","5.445","0.438"
"Zfp142","1.000","-0.562","1.415","-1.346"
"Bcs1l","1.000","-8.206e-02","2.785","-0.152"
"Rnf25","1.000","0.160","3.018","0.292"
"Stk36","1.000","0.715","0.400","3.063"
"Ttll4","1.000","-0.565","0.849","-1.754"
"Cyp27a1","1.000","0.166","0.171","0.809"
"Prkag3","1.000","1.145","2.092","5.603"
"Cdk5r2","1.000","-0.195","0.454","-0.777"
"Fev","1.000","-0.356","0.624","-1.257"
"Cryba2","1.000","0.532","0.228","2.597"
"Ihh","1.000","-0.176","4.259","-0.283"
"Nhej1","1.000","0.608","1.311","1.501"
"Cnppd1","1.000","-6.489e-03","12.831","-6.946e-03"
"Retreg2","1.000","-0.950","15.486","-1.060"
"Zfand2b","1.000","1.377e-02","7.338","1.841e-02"
"Abcb6","1.000","-0.192","2.154","-0.397"
"Atg9a","1.000","-0.523","10.387","-0.638"
"Ankzf1","1.000","0.386","3.930","0.633"
"Glb1l","1.000","-0.235","0.965","-0.644"
"Stk16","1.000","0.194","21.085","0.184"
"Tuba4a","1.000","0.360","0.625","1.269"
"Dnajb2","1.000","-0.316","7.435","-0.424"
"Ptprn","1.000","-8.088e-02","0.339","-0.363"
"Resp18","1.000","-0.421","0.677","-1.438"
"Dnpep","1.000","0.961","6.360","1.277"
"Des","1.000","0.892","3.514","1.540"
"Speg","1.000","0.329","5.627e-02","1.621"
"Gmppa","1.000","-0.457","4.706","-0.723"
"Chpf","1.000","-1.105","2.435","-2.230"
"Tmem198","1.000","1.098","0.515","4.654"
"Inha","1.000","-0.312","0.566","-1.133"
"Stk11ip","1.000","0.151","4.135","0.246"
"Slc4a3","1.000","0.431","0.569","1.580"
"Epha4","1.000","0.427","0.911","1.201"
"Sgpp2","1.000","-0.388","7.430","-0.512"
"Farsb","1.000","0.116","7.947","0.145"
"Mogat1","1.000","-1.271","2.878","-2.522"
"Acsl3","1.000","-0.448","8.054","-0.595"
"Utp14b","1.000","-0.327","4.010","-0.601"
"Kcne4","1.000","0.784","0.172","3.859"
"Scg2","1.000","-0.286","0.563","-1.151"
"Ap1s3","1.000","-0.606","2.608","-1.159"
"Wdfy1","1.000","0.244","4.820","0.371"
"Serpine2","1.000","0.329","5.627e-02","1.621"
"Cul3","1.000","-0.179","21.450","-0.191"
"Dock10","1.000","0.118","0.169","0.576"
"Irs1","1.000","-1.007","7.720","-1.386"
"Rhbdd1","1.000","-0.580","5.155","-0.909"
"Col4a4","1.000","-0.130","10.037","-0.150"
"Col4a3","1.000","6.199e-02","11.657","7.277e-02"
"Mff","1.000","-0.237","11.983","-0.266"
"Tm4sf20","1.000","0.784","0.172","3.859"
"Agfg1","1.000","8.007e-02","7.203","0.103"
"Slc19a3","1.000","0.766","0.628","2.738"
"Pid1","1.000","-0.615","0.904","-1.871"
"Dner","1.000","-0.217","0.512","-0.924"
"Trip12","1.000","-0.266","13.237","-0.304"
"Fbxo36","1.000","-0.101","0.794","-0.297"
"Sp110","1.000","5.431e-02","0.227","0.264"
"Sp100","1.000","-0.185","0.450","-0.814"
"Cab39","1.000","-0.616","41.319","-0.611"
"Itm2c","1.000","-0.954","46.657","-0.850"
"Gpr55","1.000","0.266","0.397","1.126"
"Psmd1","1.000","0.346","15.890","0.343"
"Armc9","1.000","0.184","1.877","0.391"
"B3gnt7","1.000","0.329","5.627e-02","1.621"
"Ncl","1.000","-0.881","9.924","-1.101"
"Ptma","1.000","-0.177","21.186","-0.172"
"Pde6d","1.000","-0.223","4.431","-0.354"
"Cops7b","1.000","-4.112e-02","5.115","-6.151e-02"
"Dis3l2","1.000","0.116","1.249","0.291"
"Alpi","1.000","1.422","2.890","2.819"
"Akp3","1.000","1.998","4.490","3.363"
"Eif4e2","1.000","-6.997e-02","9.265","-8.717e-02"
"Gigyf2","1.000","-0.481","1.304","-1.183"
"Kcnj13","1.000","8.739e-02","0.566","0.321"
"Snorc","1.000","0.784","0.172","3.859"
"Ngef","1.000","-9.217e-02","12.033","-0.100"
"Neu2","1.000","0.124","0.569","0.423"
"Inpp5d","1.000","1.098","0.515","4.654"
"Atg16l1","1.000","-0.371","5.911","-0.540"
"Dgkd","1.000","0.220","8.742","0.263"
"Usp40","1.000","-0.299","2.835","-0.555"
"Ugt1a9","1.000","0.166","0.171","0.809"
"Hjurp","1.000","0.646","8.124","0.783"
"Arl4c","1.000","0.173","0.513","0.673"
"Sh3bp4","1.000","0.115","2.730","0.215"
"Agap1","1.000","-0.766","4.764","-1.203"
"Ackr3","1.000","3.667e-02","0.225","0.178"
"Cops8","1.000","-0.746","5.277","-1.136"
"Col6a3","1.000","-8.088e-02","0.339","-0.363"
"Mlph","1.000","-6.179e-02","21.164","-6.274e-02"
"Prlh","1.000","-8.088e-02","0.339","-0.363"
"Rab17","1.000","-1.824","4.415","-3.169"
"Lrrfip1","1.000","-0.787","12.593","-0.920"
"Ramp1","1.000","-8.067e-02","0.338","-0.388"
"Ube2f","1.000","-0.706","10.054","-0.882"
"Scly","1.000","-0.363","7.275","-0.493"
"Ilkap","1.000","0.530","9.070","0.639"
"Hes6","1.000","-0.337","12.054","-0.399"
"Per2","1.000","0.459","4.422","0.714"
"Traf3ip1","1.000","0.149","6.639","0.198"
"Asb1","1.000","-0.161","1.307","-0.394"
"Twist2","1.000","0.405","0.284","1.968"
"Hdac4","1.000","-0.267","4.540","-0.422"
"Ndufa10","1.000","-0.599","59.074","-0.512"
"Cops9","1.000","-0.609","85.742","-0.502"
"Gpc1","1.000","-0.325","1.077","-0.854"
"Dusp28","1.000","0.602","6.246","0.805"
"Rnpepl1","1.000","-0.304","22.219","-0.316"
"Capn10","1.000","-0.247","7.614","-0.327"
"Gpr35","1.000","0.329","5.627e-02","1.621"
"Kif1a","1.000","0.447","3.416","0.767"
"Sned1","1.000","-0.329","2.500","-0.637"
"Mterf4","1.000","-0.545","4.092","-0.912"
"Pask","1.000","5.431e-02","0.227","0.264"
"Ppp1r7","1.000","0.346","5.729","0.481"
"Ano7","1.000","-0.319","1.980","-0.698"
"Hdlbp","1.000","-0.322","28.595","-0.287"
"Sept2","1.000","-0.115","15.992","-0.115"
"Farp2","1.000","-0.772","3.631","-1.327"
"Stk25","1.000","-3.539e-02","21.853","-3.479e-02"
"Bok","1.000","-0.595","2.035","-1.271"
"Thap4","1.000","-0.389","9.134","-0.498"
"Atg4b","1.000","-0.419","7.497","-0.560"
"Dtymk","1.000","0.436","14.079","0.451"
"Ing5","1.000","0.344","9.239","0.417"
"D2hgdh","1.000","-2.651e-02","7.045","-3.587e-02"
"Fam174a","1.000","-0.149","18.414","-0.160"
"St8sia4","1.000","0.203","0.113","0.992"
"D1Ertd622e","1.000","-0.185","0.450","-0.814"
"Ppip5k2","1.000","0.635","4.762","0.953"
"Gin1","1.000","-0.142","2.499","-0.272"
"Pam","1.000","-0.306","5.218","-0.493"
"Rnf152","1.000","0.242","3.188","0.429"
"Pign","1.000","-4.983e-02","6.290","-6.797e-02"
"Relch","1.000","-0.148","6.763","-0.203"
"Tnfrsf11a","1.000","-9.865e-03","11.926","-1.184e-02"
"Zcchc2","1.000","0.277","8.052","0.347"
"Phlpp1","1.000","-0.185","4.256","-0.301"
"Bcl2","1.000","0.316","1.875","0.748"
"Kdsr","1.000","0.215","12.831","0.230"
"Vps4b","1.000","-0.139","2.896","-0.254"
"Serpinb5","1.000","0.118","0.169","0.576"
"Serpinb8","1.000","-0.615","0.904","-1.871"
"Cntnap5a","1.000","0.166","0.171","0.809"
"Tsn","1.000","-0.295","13.889","-0.314"
"Nifk","1.000","-0.148","2.498","-0.286"
"Clasp1","1.000","-0.394","9.197","-0.496"
"Tfcp2l1","1.000","-0.185","19.946","-0.177"
"Inhbb","1.000","-0.356","0.624","-1.257"
"Ralb","1.000","-0.424","4.144","-0.692"
"Tmem185b","1.000","-0.223","4.431","-0.354"
"Epb41l5","1.000","0.290","5.042","0.430"
"Ptpn4","1.000","0.696","5.675","0.961"
"Tmem177","1.000","-8.386e-03","0.680","-2.631e-02"
"Sctr","1.000","0.482","4.645","0.750"
"Tmem37","1.000","-0.132","0.397","-0.563"
"Dbi","1.000","1.086","44.576","0.921"
"Steap3","1.000","-0.189","1.760","-0.412"
"Insig2","1.000","-0.660","4.934","-1.024"
"Ccdc93","1.000","0.301","1.708","0.664"
"Ddx18","1.000","-5.773e-02","1.932","-0.121"
"Dpp10","1.000","0.329","5.627e-02","1.621"
"Actr3","1.000","-0.236","6.249","-0.332"
"Slc35f5","1.000","-0.521","15.947","-0.578"
"Gpr39","1.000","-0.575","6.180","-0.830"
"Nckap5","1.000","0.203","0.113","0.992"
"Mgat5","1.000","-0.492","3.345","-0.863"
"Ccnt2","1.000","0.278","17.292","0.273"
"Rab3gap1","1.000","7.492e-02","12.988","8.000e-02"
"Zranb3","1.000","0.166","0.171","0.809"
"R3hdm1","1.000","0.368","7.151","0.468"
"Ubxn4","1.000","0.133","17.383","0.133"
"Mcm6","1.000","0.908","3.171","1.668"
"Dars","1.000","-0.484","13.014","-0.561"
"Thsd7b","1.000","0.166","0.171","0.809"
"Cd55b","1.000","0.329","5.627e-02","1.621"
"Cd55","1.000","-0.538","4.543","-0.858"
"C4bp","1.000","0.251","4.148","0.412"
"Pfkfb2","1.000","-0.390","21.684","-0.375"
"Yod1","1.000","-0.181","3.864","-0.301"
"AA986860","1.000","-1.015","23.775","-0.974"
"Fcamr","1.000","0.784","0.172","3.859"
"Pigr","1.000","0.323","2.557","0.642"
"Mapkapk2","1.000","-0.694","31.692","-0.690"
"Dyrk3","1.000","0.166","0.171","0.809"
"Eif2d","1.000","9.189e-02","5.955","0.127"
"Rassf5","1.000","0.599","0.456","2.419"
"Ikbke","1.000","0.142","0.509","0.544"
"Srgap2","1.000","0.908","3.171","1.668"
"Fam72a","1.000","0.329","5.627e-02","1.621"
"Ctse","1.000","-0.898","371.915","-0.833"
"Slc26a9","1.000","-1.815","156.611","-1.362"
"Pm20d1","1.000","0.316","0.399","1.240"
"Slc41a1","1.000","-0.111","1.649","-0.251"
"Rab29","1.000","1.220","3.401","2.281"
"Nucks1","1.000","-6.937e-02","3.521","-0.119"
"Slc45a3","1.000","-0.630","3.843","-1.168"
"Elk4","1.000","0.694","7.892","0.859"
"Mfsd4a","1.000","-1.214","150.317","-1.066"
"Cdk18","1.000","-5.023e-02","22.063","-4.716e-02"
"Klhdc8a","1.000","-0.825","1.869","-1.801"
"Nuak2","1.000","0.242","0.797","0.717"
"Tmcc2","1.000","-0.356","0.624","-1.257"
"Dstyk","1.000","-0.581","6.755","-0.808"
"Rbbp5","1.000","-3.725e-02","5.117","-5.578e-02"
"Tmem81","1.000","-6.086e-02","0.736","-0.186"
"Nfasc","1.000","-0.844","1.248","-2.320"
"Mdm4","1.000","-0.437","9.585","-0.519"
"Pik3c2b","1.000","-0.507","4.429","-0.813"
"Ppp1r15b","1.000","-0.203","11.226","-0.228"
"Plekha6","1.000","0.935","19.333","0.899"
"Sox13","1.000","1.309","8.659","1.754"
"Snrpe","1.000","-0.363","3.524","-0.629"
"Lax1","1.000","0.784","0.172","3.859"
"Atp2b4","1.000","0.131","0.910","0.365"
"Prelp","1.000","0.266","0.397","1.126"
"Fmod","1.000","3.667e-02","0.225","0.178"
"Btg2","1.000","0.309","18.259","0.298"
"Chit1","1.000","0.339","0.341","1.535"
"Adora1","1.000","-1.728e-02","6.652","-2.371e-02"
"Ppfia4","1.000","0.203","0.113","0.992"
"Tmem183a","1.000","-0.175","9.875","-0.204"
"Cyb5r1","1.000","8.995e-02","7.131","0.131"
"Adipor1","1.000","-0.224","53.300","-0.178"
"Klhl12","1.000","-0.905","5.335","-1.389"
"Rabif","1.000","-0.243","10.157","-0.281"
"Kdm5b","1.000","-2.783e-02","4.661","-4.301e-02"
"Ppp1r12b","1.000","-0.655","2.720","-1.236"
"Arl8a","1.000","-0.850","20.937","-0.893"
"Gpr37l1","1.000","0.329","5.627e-02","1.621"
"Elf3","1.000","-0.862","101.973","-0.635"
"Rnpep","1.000","-0.458","26.351","-0.466"
"Timm17a","1.000","-0.527","19.721","-0.562"
"Shisa4","1.000","1.753e-03","4.882","2.741e-03"
"Ipo9","1.000","0.263","3.871","0.432"
"Nav1","1.000","-0.651","0.964","-1.936"
"Csrp1","1.000","-0.395","16.261","-0.401"
"Phlda3","1.000","0.532","0.228","2.597"
"Tnni1","1.000","0.329","5.627e-02","1.621"
"Lad1","1.000","8.403e-02","26.594","7.449e-02"
"Pkp1","1.000","0.532","0.228","2.597"
"Tmem9","1.000","-0.431","7.035","-0.591"
"Kif21b","1.000","-0.103","1.588","-0.234"
"Mroh3","1.000","0.405","0.284","1.968"
"Inava","1.000","-0.530","3.459","-0.919"
"Camsap2","1.000","0.194","2.560","0.369"
"Ddx59","1.000","5.839e-03","0.682","1.827e-02"
"Kif14","1.000","0.329","5.627e-02","1.621"
"Zfp281","1.000","-0.316","1.985","-0.660"
"Ptprc","1.000","-0.367","0.622","-1.283"
"Nek7","1.000","-0.134","3.690","-0.227"
"Dennd1b","1.000","-0.144","5.151","-0.218"
"Crb1","1.000","-6.475e-02","0.341","-0.312"
"Zbtb41","1.000","0.955","2.340","1.910"
"Aspm","1.000","0.329","5.627e-02","1.621"
"Cfh","1.000","-0.254","0.510","-0.965"
"Cdc73","1.000","-1.049","7.946","-1.436"
"Glrx2","1.000","-0.757","5.902","-1.117"
"Ro60","1.000","-0.379","5.003","-0.590"
"Uchl5","1.000","-7.487e-02","3.583","-0.128"
"Rgs2","1.000","0.124","0.569","0.423"
"Rgs18","1.000","0.329","5.627e-02","1.621"
"Pla2g4a","1.000","-0.376","7.718","-0.500"
"Ptgs2","1.000","0.203","0.113","0.992"
"Odr4","1.000","0.165","6.581","0.219"
"Tpr","1.000","0.664","15.921","0.706"
"Hmcn1","1.000","0.329","5.627e-02","1.621"
"Ivns1abp","1.000","9.997e-02","120.608","7.109e-02"
"Swt1","1.000","0.214","1.478","0.497"
"Trmt1l","1.000","-0.240","4.033","-0.394"
"Rnf2","1.000","-0.585","3.122","-1.056"
"Fam129a","1.000","-0.204","0.905","-0.580"
"Edem3","1.000","-0.872","6.974","-1.220"
"Tsen15","1.000","0.308","1.991","0.645"
"Colgalt2","1.000","0.347","0.683","1.089"
"Rgl1","1.000","0.329","5.627e-02","1.621"
"Arpc5","1.000","-0.473","13.676","-0.504"
"Ncf2","1.000","0.532","0.228","2.597"
"Smg7","1.000","-0.348","5.342","-0.522"
"Lamc2","1.000","-0.952","2.199","-2.093"
"Lamc1","1.000","-0.297","5.563","-0.437"
"Dhx9","1.000","0.396","21.086","0.375"
"Npl","1.000","-2.757e-02","0.281","-0.133"
"Rgs16","1.000","0.166","0.171","0.809"
"Rnasel","1.000","-0.181","2.547","-0.396"
"Teddm1a","1.000","1.145","2.092","5.603"
"Glul","1.000","-0.338","121.169","-0.292"
"Zfp648","1.000","0.329","5.627e-02","1.621"
"Ier5","1.000","-0.472","3.284","-0.856"
"Stx6","1.000","-0.184","9.870","-0.213"
"Xpr1","1.000","-0.793","1.812","-1.749"
"Acbd6","1.000","-0.467","8.240","-0.613"
"Qsox1","1.000","-0.497","8.323","-0.711"
"Cep350","1.000","-0.496","38.444","-0.449"
"Tor1aip1","1.000","-1.124","24.618","-1.151"
"Tor1aip2","1.000","-0.383","46.283","-0.309"
"Tdrd5","1.000","0.329","5.627e-02","1.621"
"Nphs2","1.000","0.784","0.172","3.859"
"Soat1","1.000","-0.710","6.239","-1.022"
"Abl2","1.000","0.146","3.752","0.243"
"Tor3a","1.000","0.200","4.414","0.326"
"Fam20b","1.000","5.324e-02","24.442","4.791e-02"
"Ralgps2","1.000","-6.688e-02","1.133","-0.174"
"Rasal2","1.000","0.316","0.399","1.240"
"Cryzl2","1.000","1.581","5.037","2.676"
"Sec16b","1.000","0.339","0.341","1.535"
"Pappa2","1.000","0.166","0.171","0.809"
"Cop1","1.000","8.932e-02","6.256","0.125"
"Tnr","1.000","0.451","0.913","1.296"
"Tnn","1.000","0.784","0.172","3.859"
"Cacybp","1.000","-2.128e-02","9.841","-2.622e-02"
"Rabgap1l","1.000","-0.677","23.506","-0.698"
"Gpr52","1.000","0.169","0.511","0.594"
