"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Hspa8","1.000","-1.802","30.993","-1.361"
"Ubash3b","1.000","0.297","0.455","1.317"
"Sorl1","1.000","-0.792","18.405","-0.737"
"Sc5d","1.000","-0.474","9.099","-0.542"
"Tbcel","1.000","1.082","4.046","1.931"
"Arhgef12","1.000","-0.234","9.677","-0.254"
"Pou2f3","1.000","0.316","0.850","1.110"
"Oaf","1.000","-0.444","0.814","-1.578"
"Trim29","1.000","0.477","0.241","2.339"
"Nectin1","1.000","0.152","0.294","0.743"
"Thy1","1.000","0.527","0.322","2.586"
"Usp2","1.000","0.626","1.126","1.923"
"Rnf26","1.000","0.730","2.304","1.726"
"Mcam","1.000","1.228","1.235","3.796"
"Cbl","1.000","-0.103","6.598","-0.133"
"Pdzd3","1.000","0.312","8.048e-02","1.535"
"Nlrx1","1.000","-0.512","1.059","-1.473"
"Abcg4","1.000","-0.151","0.133","-0.747"
"Hinfp","1.000","-0.409","2.489","-0.836"
"C2cd2l","1.000","-0.790","9.047","-0.904"
"Dpagt1","1.000","-0.946","5.075","-1.460"
"H2afx","1.000","-1.028","4.712","-1.630"
"Hmbs","1.000","-0.764","3.073","-1.443"
"Vps11","1.000","-0.469","5.960","-0.672"
"Hyou1","1.000","-1.137","14.543","-1.128"
"Slc37a4","1.000","-0.321","0.825","-1.103"
"Trappc4","1.000","-0.225","13.035","-0.222"
"Ccdc84","1.000","-0.216","4.385","-0.348"
"Bcl9l","1.000","-0.376","11.748","-0.398"
"Ddx6","1.000","-0.752","19.039","-0.663"
"Treh","1.000","0.312","8.048e-02","1.535"
"Phldb1","1.000","0.366","30.291","0.266"
"Arcn1","1.000","0.101","20.812","8.265e-02"
"Ift46","1.000","-0.322","1.433","-0.822"
"Tmem25","1.000","-0.377","0.399","-1.839"
"Kmt2a","1.000","-0.349","11.102","-0.362"
"Atp5l","1.000","-0.420","12.143","-0.436"
"Ube4a","1.000","-4.761e-02","8.448","-5.630e-02"
"Cd3g","1.000","0.965","0.993","3.304"
"Cd3d","1.000","5.374e-02","0.213","0.263"
"Cd3e","1.000","0.410","0.161","2.016"
"Mpzl2","1.000","-0.108","7.206","-0.134"
"Mpzl3","1.000","0.424","13.081","0.412"
"Jaml","1.000","-9.661e-02","1.545","-0.262"
"Scn2b","1.000","-0.151","0.133","-0.747"
"Scn4b","1.000","0.477","0.241","2.339"
"Tmprss4","1.000","-0.277","9.380","-0.314"
"Il10ra","1.000","0.796","0.913","3.053"
"Tmprss13","1.000","0.410","0.161","2.016"
"Fxyd6","1.000","-0.102","0.447","-0.462"
"Cep164","1.000","-0.233","3.056","-0.435"
"Bace1","1.000","-0.401","1.353","-1.047"
"Rnf214","1.000","-0.277","4.944","-0.427"
"Pcsk7","1.000","3.620e-02","7.068","5.292e-02"
"Tagln","1.000","0.146","3.962","0.244"
"Sidt2","1.000","0.698","7.968","0.828"
"Pafah1b2","1.000","-4.181e-02","5.454","-5.821e-02"
"Sik3","1.000","0.560","2.731","1.177"
"Apoa1","1.000","1.239","45.845","2.031"
"Apoc3","1.000","-0.151","0.133","-0.747"
"Apoa4","1.000","1.475","3.137","3.009"
"Zpr1","1.000","-0.577","4.268","-0.938"
"Bud13","1.000","9.975e-02","0.507","0.421"
"Cadm1","1.000","0.312","8.048e-02","1.535"
"Rexo2","1.000","-0.465","15.955","-0.422"
"Rbm7","1.000","0.701","4.161","1.102"
"Zbtb16","1.000","9.975e-02","0.507","0.421"
"Usp28","1.000","-0.364","4.034","-0.580"
"Zw10","1.000","5.543e-02","2.842","0.105"
"Ncam1","1.000","0.410","0.161","2.016"
"Plet1","1.000","3.283","23.101","2.805"
"Pts","1.000","-0.993","5.937","-1.482"
"Bco2","1.000","-0.126","1.280","-0.363"
"Il18","1.000","0.379","39.532","0.253"
"Sdhd","1.000","-0.953","35.767","-0.668"
"Timm8b","1.000","-1.091","12.337","-1.264"
"Nkapd1","1.000","0.778","7.983","0.936"
"Pih1d2","1.000","1.091","2.353","2.657"
"Dlat","1.000","0.194","3.703","0.317"
"Dixdc1","1.000","-0.102","0.447","-0.462"
"Hspb2","1.000","5.374e-02","0.213","0.263"
"Cryab","1.000","-0.102","0.447","-0.462"
"Fdxacb1","1.000","1.282","2.200","3.126"
"Alg9","1.000","-0.731","5.918","-0.988"
"Ppp2r1b","1.000","0.248","8.319","0.293"
"Sik2","1.000","-0.126","5.583","-0.173"
"Pou2af1","1.000","0.312","8.048e-02","1.535"
"Colca2","1.000","0.101","0.608","0.402"
"Fdx1","1.000","0.411","13.518","0.417"
"Rdx","1.000","5.374e-02","0.213","0.263"
"Ddx10","1.000","-0.383","3.524","-0.674"
"Exph5","1.000","0.262","5.804","0.352"
"Poglut3","1.000","-0.298","1.007","-0.875"
"Atm","1.000","-0.347","2.569","-0.699"
"Npat","1.000","0.152","0.294","0.743"
"Acat1","1.000","-0.610","7.786","-0.744"
"Cul5","1.000","-0.524","2.968","-0.994"
"Slc35f2","1.000","0.796","0.913","3.053"
"Sln","1.000","-0.151","0.133","-0.747"
"Cyp19a1","1.000","0.796","0.913","3.053"
"Dmxl2","1.000","0.410","0.161","2.016"
"Sh2d7","1.000","0.698","0.563","3.111"
"Idh3a","1.000","0.113","8.943","0.126"
"Acsbg1","1.000","-0.171","1.269","-0.467"
"Dnaja4","1.000","0.179","0.689","0.680"
"Wdr61","1.000","-0.749","2.827","-1.467"
"Ireb2","1.000","-0.695","3.153","-1.294"
"Hykk","1.000","0.477","0.241","2.339"
"Psma4","1.000","-0.204","6.074","-0.279"
"Ube2q2","1.000","-3.700e-02","3.695","-6.049e-02"
"Fbxo22","1.000","-0.344","2.356","-0.721"
"Nrg4","1.000","-0.304","0.367","-1.490"
"Etfa","1.000","-0.715","20.171","-0.693"
"Scaper","1.000","0.725","3.073","1.355"
"Rcn2","1.000","-0.128","0.773","-0.454"
"Pstpip1","1.000","0.121","8.267","0.152"
"Tspan3","1.000","-0.145","22.797","-0.116"
"Peak1","1.000","-0.102","0.447","-0.462"
"Hmg20a","1.000","-0.195","5.209","-0.275"
"Cspg4","1.000","0.410","0.161","2.016"
"Snx33","1.000","0.143","6.700","0.193"
"Imp3","1.000","0.361","5.751","0.488"
"Snupn","1.000","-0.775","0.765","-2.764"
"Ptpn9","1.000","-0.486","3.363","-0.874"
"Sin3a","1.000","-0.143","7.409","-0.181"
"Man2c1","1.000","-0.686","10.496","-0.740"
"Neil1","1.000","-0.312","2.765","-0.595"
"Commd4","1.000","1.200","7.089","1.550"
"Ppcdc","1.000","0.909","21.181","0.754"
"Scamp5","1.000","0.799","46.102","0.523"
"Rpp25","1.000","0.526","6.209","0.706"
"Cox5a","1.000","-4.883e-02","36.354","-3.440e-02"
"Fam219b","1.000","-9.940e-02","2.894","-0.185"
"Mpi","1.000","2.313e-02","18.225","1.983e-02"
"Scamp2","1.000","-1.020","8.884","-1.276"
"Ulk3","1.000","0.753","6.763","0.995"
"Csk","1.000","-0.174","13.302","-0.187"
"Edc3","1.000","0.274","1.042","0.865"
"Clk3","1.000","-0.395","14.631","-0.369"
"Arid3b","1.000","-0.166","7.970","-0.196"
"Ubl7","1.000","5.181e-02","5.366","7.289e-02"
"Sema7a","1.000","1.602","9.562","1.871"
"Stra6","1.000","-0.559","1.160","-1.561"
