"Gene Symbol","Adjusted P-Value","t Statistic","Average Expression","log2 Fold Change"
"Npnt","1.000","-0.419","0.191","-2.531"
"Gstcd","1.000","-0.104","0.608","-0.610"
"Ints12","1.000","-8.325e-02","1.311","-0.358"
"Arhgef38","1.000","0.576","0.906","3.160"
"Ppa2","1.000","-0.216","3.014","-0.615"
"Tet2","1.000","-4.239e-02","12.274","-6.419e-02"
"Cxxc4","1.000","-6.523e-02","0.513","-0.383"
"Cenpe","1.000","0.194","0.227","1.147"
"Slc9b2","1.000","-0.419","0.191","-2.531"
"Cisd2","1.000","0.425","11.586","0.673"
"Ube2d3","1.000","0.198","4.935","0.475"
"Manba","1.000","0.187","25.451","0.213"
"Nfkb1","1.000","-7.182e-02","13.691","-0.103"
"Slc39a8","1.000","-0.468","0.286","-2.825"
"Bank1","1.000","-0.348","9.534e-02","-2.108"
"Ppp3ca","1.000","0.243","23.748","0.282"
"Emcn","1.000","-0.348","9.534e-02","-2.108"
"Ddit4l","1.000","0.194","0.227","1.147"
"H2afz","1.000","0.713","15.232","0.990"
"Dnajb14","1.000","3.121e-02","6.411","6.252e-02"
"Lamtor3","1.000","0.506","26.401","0.596"
"Dapp1","1.000","0.290","18.770","0.369"
"Trmt10a","1.000","0.112","0.739","0.618"
"Adh7","1.000","-1.818","64.888","-1.584"
"Adh1","1.000","-6.227e-02","21.518","-7.505e-02"
"Adh6a","1.000","5.699e-02","0.322","0.335"
"Adh5","1.000","0.140","1.252","0.610"
"Metap1","1.000","-4.953e-02","19.675","-6.226e-02"
"Eif4e","1.000","-0.311","5.505","-0.669"
"Tspan5","1.000","2.750e-02","1.633","0.107"
"Rap1gds1","1.000","-0.193","16.478","-0.258"
"Bmpr1b","1.000","-0.104","0.608","-0.610"
"Pdlim5","1.000","0.406","62.348","0.379"
"Gbp5","1.000","-1.512e-02","0.417","-8.877e-02"
"Gbp7","1.000","-0.567","1.943","-2.149"
"Gbp3","1.000","-1.777","7.660","-4.062"
"Gbp2","1.000","-2.056","9.898","-4.407"
"Kyat3","1.000","0.194","0.227","1.147"
"Gtf2b","1.000","-0.560","8.066","-1.022"
"Pkn2","1.000","0.102","9.487","0.174"
"Lmo4","1.000","-0.917","201.926","-0.611"
"Hs2st1","1.000","0.529","2.158","1.805"
"Selenof","1.000","7.005e-02","6.221","0.142"
"Sh3glb1","1.000","-0.624","30.263","-0.663"
"Clca3b","1.000","0.494","1.002","2.360"
"Clca4b","1.000","0.194","0.227","1.147"
"Clca4a","1.000","0.112","0.739","0.618"
"Clca1","1.000","-2.965","1070.404","-1.722"
"Clca2","1.000","-0.468","0.286","-2.825"
"Odf2l","1.000","0.243","18.638","0.310"
"Znhit6","1.000","0.194","0.227","1.147"
"Ccn1","1.000","0.444","6.676","0.939"
"Bcl10","1.000","0.129","7.055","0.248"
"Syde2","1.000","0.208","1.061","0.970"
"Lpar3","1.000","3.160e-02","4.065","8.248e-02"
"Ssx2ip","1.000","-0.248","0.989","-1.229"
"Ctbs","1.000","0.173","1.156","0.776"
"Gng5","1.000","-0.486","6.087","-1.013"
"Rpf1","1.000","-0.197","17.096","-0.265"
"Samd13","1.000","-1.512e-02","0.417","-8.877e-02"
"Prkacb","1.000","-0.753","2.751","-2.373"
"Ttll7","1.000","-0.419","0.191","-2.531"
"Adgrl2","1.000","-0.771","13.308","-1.138"
"Adgrl4","1.000","-0.468","0.286","-2.825"
"Ifi44","1.000","-0.899","3.337","-5.384"
"Gipc2","1.000","-0.870","64.220","-0.730"
"Dnajb4","1.000","-0.512","7.599","-0.997"
"Fubp1","1.000","0.135","17.351","0.177"
"Nexn","1.000","-6.523e-02","0.513","-0.383"
"Miga1","1.000","-0.468","0.286","-2.825"
"Usp33","1.000","0.120","5.925","0.268"
"Zzz3","1.000","0.498","4.530","1.237"
"Pigk","1.000","-0.564","3.264","-1.572"
"St6galnac3","1.000","-0.348","9.534e-02","-2.108"
"Rabggtb","1.000","2.077e-02","8.843","3.659e-02"
"Acadm","1.000","0.226","2.694","0.706"
"Tyw3","1.000","0.494","1.002","2.360"
"Cryz","1.000","0.370","0.453","2.147"
"Tnni3k","1.000","-0.348","9.534e-02","-2.108"
"Fpgt","1.000","0.319","3.851","0.849"
"Negr1","1.000","-0.419","0.191","-2.531"
"Zranb2","1.000","0.656","11.477","1.024"
"Ptger3","1.000","-0.505","0.381","-3.052"
"Cth","1.000","0.295","0.870","1.503"
"Ankrd13c","1.000","0.388","9.309","0.667"
"Srsf11","1.000","0.272","26.216","0.303"
"Lrrc40","1.000","-0.464","2.084","-1.659"
"Lrrc7","1.000","-0.419","0.191","-2.531"
"Wls","1.000","-8.462e-02","5.767","-0.178"
"Tmem68","1.000","0.139","4.814","0.316"
"Tgs1","1.000","0.323","1.288","1.382"
"Lyn","1.000","7.860e-02","5.613","0.167"
"Plag1","1.000","0.194","0.227","1.147"
"Chchd7","1.000","0.133","4.301","0.317"
"Penk","1.000","0.231","0.548","1.335"
"Impad1","1.000","-0.383","34.672","-0.387"
"Fam110b","1.000","0.194","0.227","1.147"
"Ubxn2b","1.000","3.962e-02","0.930","0.197"
"Sdcbp","1.000","0.331","103.468","0.256"
"Nsmaf","1.000","0.728","18.343","0.946"
"Tox","1.000","-0.419","0.191","-2.531"
"Car8","1.000","0.194","0.227","1.147"
"Rab2a","1.000","-0.749","37.530","-0.739"
"Chd7","1.000","0.216","10.705","0.701"
"Asph","1.000","-0.180","6.244","-0.367"
"Plekhf2","1.000","-0.443","10.221","-0.730"
"Ndufaf6","1.000","-6.523e-02","0.513","-0.383"
"Trp53inp1","1.000","0.556","14.204","0.798"
"Ccne2","1.000","0.420","1.097","1.925"
"Ints8","1.000","0.244","5.970","0.503"
"Dpy19l4","1.000","0.685","2.611","2.157"
"Esrp1","1.000","-0.132","47.115","-0.120"
"Virma","1.000","-0.201","4.325","-0.479"
"Gem","1.000","5.699e-02","0.322","0.335"
"Cdh17","1.000","0.112","0.739","0.618"
"Pdp1","1.000","0.231","0.548","1.335"
"Tmem67","1.000","-1.003","1.857","-4.187"
"Rbm12b2","1.000","0.681","3.863","1.821"
"Rbm12b1","1.000","0.194","0.227","1.147"
"Fam92a","1.000","-6.523e-02","0.513","-0.383"
"Triqk","1.000","-1.512e-02","0.417","-8.877e-02"
"Slc26a7","1.000","-0.348","9.534e-02","-2.108"
"Otud6b","1.000","-0.213","0.894","-1.101"
"Pip4p2","1.000","-0.173","6.159","-0.358"
"Tmem64","1.000","-0.348","9.534e-02","-2.108"
"Decr1","1.000","0.173","7.377","0.326"
"Nbn","1.000","-0.405","2.787","-1.209"
"Osgin2","1.000","-6.340e-02","2.120","-0.240"
"Ripk2","1.000","3.962e-02","0.930","0.197"
"Mmp16","1.000","-0.348","9.534e-02","-2.108"
"Cngb3","1.000","0.194","0.227","1.147"
"Cpne3","1.000","0.225","6.578","0.445"
"Rmdn1","1.000","-0.229","5.124","-0.506"
"Wwp1","1.000","-5.970e-02","9.330","-0.101"
"Atp6v0d2","1.000","-0.132","8.505","-0.243"
"Ggh","1.000","-8.325e-02","1.311","-0.358"
"Ccnc","1.000","-0.653","7.744","-1.218"
"Tstd3","1.000","0.248","4.433","0.586"
"Usp45","1.000","8.274e-02","12.034","0.127"
"Pnisr","1.000","0.304","34.724","0.307"
"Coq3","1.000","-0.962","3.419","-2.803"
"Fbxl4","1.000","5.404e-02","1.538","0.215"
"Mms22l","1.000","-1.512e-02","0.417","-8.877e-02"
"Ndufaf4","1.000","-0.348","9.534e-02","-2.108"
"Ufl1","1.000","7.005e-02","6.221","0.142"
"Manea","1.000","0.158","0.644","0.911"
"Map3k7","1.000","-7.863e-02","7.601","-0.146"
"Bach2","1.000","0.194","0.227","1.147"
"Casp8ap2","1.000","-0.609","2.370","-2.043"
"Mdn1","1.000","-0.104","0.608","-0.610"
"Lyrm2","1.000","-0.487","4.490","-1.217"
"Ankrd6","1.000","0.194","0.227","1.147"
"Rragd","1.000","0.419","4.399","1.052"
"Ube2j1","1.000","-0.501","5.660","-1.074"
"Gabrr2","1.000","5.699e-02","0.322","0.335"
"Pm20d2","1.000","0.140","1.252","0.610"
"Pnrc1","1.000","0.935","35.314","0.944"
"Rngtt","1.000","0.320","1.800","1.184"
"Akirin2","1.000","0.693","14.910","0.970"
"Orc3","1.000","-0.398","3.586","-1.047"
"Rars2","1.000","-0.177","0.799","-0.958"
"Slc35a1","1.000","0.506","25.376","0.602"
"Smim8","1.000","-0.408","5.002","-0.950"
"Zfp292","1.000","1.095","35.779","1.101"
"Mob3b","1.000","-0.339","8.328","-0.606"
"C9orf72","1.000","-0.258","4.184","-0.671"
"Aco1","1.000","1.133e-03","10.164","1.850e-03"
"Ddx58","1.000","-1.479","7.696","-3.019"
"Topors","1.000","-0.299","10.067","-0.498"
"Smim27","1.000","-0.419","0.191","-2.531"
"Ndufb6","1.000","-0.253","67.465","-0.209"
"Aptx","1.000","0.469","3.279","1.342"
"Dnaja1","1.000","0.266","5.875","0.554"
"Smu1","1.000","0.122","10.407","0.405"
"B4galt1","1.000","-0.434","41.196","-0.427"
